649	Notoplites crassiscutus	0			
650	Notoplites drygalskii	0			
651	Notoplites elongatus	0			
652	Notoplites klugei	0			
653	Notoplites tenuis	0			
654	Notoplites uniserialis	0			
655	Notoplites vanhoffeni	0			
656	Notoplites watersi	0			
657	Tricellaria aculeata	0			
658	Menipea flagellifera	0			
659	Menipea kempi	0			
660	Menipea patagonica	0			
661	Beania challengeri	0			
662	Beania erecta	0			
663	Beania erecta var. livingstonei	0			
664	Beania inermis	0			
665	Beania scotti	0			
666	Micropora brevissima	0			
667	Micropora notialis	0			
668	Apiophragma hyalina	0			
669	Andreella uncifera	0			
670	Flustrapora magellanica	0			
671	Ogivalia elegans	0			
672	Chondriovelum adeliense	0			
673	Cellaria aurorae	0			
674	Cellaria clavata	0			
675	Cellaria coronata	0			
676	Cellaria diversa	0			
677	Cellaria incula	0			
678	Cellaria malvinensis	0			
679	Cellaria moniliorata	0			
680	Cellaria sagittula	0			
681	Paracellaria wandeli	0			
682	Paracellaria calveti	0			
683	Paracellaria cellarioides	0			
684	Paracellaria elephantina	0			
685	Swanomia membranacea	0			
686	Swanomia belgica	0			
687	Swanomia brevimandibulata	0			
688	Stomhypselosaria watersi	0			
689	Melicerita blancoae	0			
690	Melicerita digeronimoi	0			
691	Melicerita flabellifera	0			
692	Melicerita latilaminata	0			
693	Melicerita obliqua	0			
694	Aspidostoma giganteum	0			
695	Aspidostoma coronatum	0			
696	Larvapora mawsoni	0			
697	Dendriperistomata projecta	0			
698	Figularia discors	0			
699	Filaguria spatulata	0			
700	Klugerella antarctica	0			
701	Arachnopusia monoceros	0			
702	Arachnopusia aquilina	0			
703	Arachnopusia aviculifera	0			
704	Arachnopusia columnaris	0			
705	Arachnopusia decipiens	0			
706	Arachnopusia ferox	0			
707	Arachnopusia gigantea	0			
708	Arachnopusia inchoata	0			
709	Arachnopusia latiavicularis	0			
710	Arachnopusia tubula	0			
711	Trilaminopora trinervis	0			
712	Astochoporella cassidula	0			
713	Exochella longirostris	0			
714	Exochella avicularis	0			
715	Exochella elegans	0			
716	Exochella hymanae	0			
717	Exochella rogickae	0			
718	Exochella umbonata	0			
719	Escharella mamillata	0			
720	Escharella watersi	0			
721	Escharoides praestita	0			
722	Escharoides torquata	0			
723	Escharoides tridens	0			
724	Romancheina asymmetrica	0			
725	Romancheina barica	0			
726	Antarcticaetos bubeccata	0			
727	Lageneschara lyrulata	0			
728	Acanthophragma polaris	1			
729	Polirhabdotos inclusum	0			
730	Cellarinella anomala	0			
731	Cellarinella dubia	0			
732	Cellarinella edita	0			
733	Cellarinella foveolata	0			
734	Cellarinella latilaminata	0			
735	Cellarinella laytoni	0			
736	Cellarinella margueritae	0			
737	Cellarinella njegovanae	0			
738	Cellarinella nodulata	0			
739	Cellarinella nutti	0			
740	Cellarinella rogickae	0			
741	Cellarinella rossi	0			
742	Cellarinella terminata	0			
743	Cellarinella virgula	0			
744	Cellarinella watersi	0			
745	Cellarinelloides crassus	0			
746	Systenopora contracta	0			
747	Celleporella alia	0			
748	Celleporella antarctica	0			
749	Celleporella bougainvillei	0			
750	Celleporella dictyota	0			
751	Celleporella discreta	0			
752	Plesiothoa calculosa	0			
753	Talivittaticella frigida	0			
754	Eminooecia carsonae	0			
755	Isoschizoporella tricuspis	0			
756	Isoschizoporella secunda	0			
757	Isoschizoporella similis	0			
758	Isoschizoporella virgula	0			
759	Dakariella dabrowni	0			
760	Dakariella concinna	0			
761	Trilochites biformatus	0			
762	Ralepria conforma	0			
763	Toretocheilum absidatum	0			
764	Toretocheilum turbinatum	0			
765	Kymella polaris	0			
766	Buffonellodes antarctica	0			
767	Lacerna eatoni	0			
768	Lacerna hosteensis	0			
769	Lacerna watersi	0			
770	Smittina abditavicularis	0			
771	Smittina alticollarita	0			
772	Smittina anecdota	0			
773	Smittina antarctica	0			
774	Smittina diffidentia	0			
775	Smittina directa	0			
776	Smittina glebula	0			
777	Smittina incernicula	0			
778	Smittina excertiaviculata	0			
779	Smittina obicullata	0			
780	Smittina pileata	0			
781	Smittina pocilla	0			
782	Smittina rogickae	0			
783	Smittoidea albula	0			
784	Smittoidea conspicua	0			
785	Smittoidea malleata	0			
786	Smittoidea ornatipectoralis	0			
787	Smittoidea pugiuncula	0			
788	Smittoidea rhynchota	0			
789	Aimulosia antarctica	0			
790	Aimulosia australis	0			
791	Hippadenella inerma	0			
792	Smittinella rubrilingulata	0			
793	Thrypticocirrus contortuplicata	0			
794	Thrypticocirrus phylactelloides	0			
795	Thrypticocirrus rogickae	0			
796	Pemmatoporella marginata	0			
797	Bostrychopora dentata	0			
798	Rhamphosmittina bassleri	0			
799	Aspericreta crassatina	0			
800	Aspericreta favulosa	0			
801	Aspericreta georgensis	0			
802	Tracheloptyx antarctica	0			
803	Hippomonavella pellucidula	0			
804	Inversiula nutrix	0			
805	Microporella stenoporta	0			
806	Fenestrulina antarctica	0			
807	Fenestrulina cervicornis	0			
808	Fenestrulina crystallina	0			
809	Fenestrulina exigua	0			
810	Fenestrulina fritilla	0			
811	Fenestrulina jocunda	0			
812	Fenestrulina parvipora	0			
813	Fenestrulina proxima	0			
814	Fenestrulina rugula	0			
815	Adelascopora jeqolqa	1			
816	Adelascopora secunda	1			
817	Osthimosia bicornis	0			
818	Osthimosia clavata	1			
819	Osthimosia claviformis	0			
820	Osthimosia curtioscula	0			
821	Osthimosia fusticula	0			
822	Osthimosia malingae	0			
823	Osthimosia mariae	0			
824	Osthimosia milleporoides	0			
825	Osthimosia notialis	0			
826	Osthimosia phalacrocoraca	0			
827	Osthimosia rudicula	0			
828	Buffonellaria frigida	0			
829	Galeopsis bullatus	0			
830	Spigaleos horneroides	0			
831	Reteporella antarctica	0			
832	Reteporella erugata	0			
833	Reteporella frigida	0			
834	Reteporella gelida	0			
835	Reteporella hippocrepis	0			
836	Reteporella lepraliodes	0			
837	Reteporella longichila	0			
838	Reteporella parva	0			
839	Reteporella protecta	0			
840	Rhynchozoon fistulosum	0			
841	Turritigera cribrata	0			
842	Orthoporidra compacta	0			
843	Orthoporidra brachyrhyncha	0			
844	Orthoporidra stenorhyncha	0			
845	Aetea truncata	0			
846	Aetea sica	0			
847	Eucratea loricata	0			
848	Conopeum reticulum	0			
849	Conopeum seurati	0			
850	Electra crustulenta	0			
851	Electra monostachys	0			
852	Aspidelectra melolontha	0			
853	Flustra foliacea	0			
854	Carbasea carbasea	0			
855	Chartella papyracea	0			
856	Chartella barleei	0			
857	Securiflustra securifrons	0			
858	Hincksina flustroides	0			
859	Callopora lineata	0			
860	Callopora dumerilii	0			
861	Callopora aurita	0			
862	Callopora rylandi	0			
863	Callopora craticula	0			
864	Callopora discreta	0			
865	Alderina solidula	0			
866	Alderina imbellis	0			
867	Cauloramphus spiniferum	0			
868	Tegella unicornis	0			
869	Amphiblestrum solidum	0			
870	Amphiblestrum minax	0			
871	Megapora ringens	0			
872	Ammatophora nodulosa	0			
873	Larnacicus corniger	0			
874	Membraniporella nitida	0			
875	Micropora normani	0			
876	Calpensia nobilis	0			
877	Mollia rosselii	0			
878	Setosella vulnerata	0			
879	Cellaria sinuosa	0			
880	Cellaria fistulosa	0			
881	Cellularia salicornioides	0			
882	Epistomia bursaria	0			
883	Caberea boryi	0			
884	Caberea ellisii	0			
885	Notoplites jeffreysii	0			
886	Scrupocellaria reptans	0			
887	Scrupocellaria scabra	0			
888	Scrupocellaria scruposa	0			
889	Scrupocellaria inermis	0			
890	Tricellaria ternata	0			
891	Tricellaria peachii	0			
892	Bicellariella ciliata	0			
893	Bicellarina alderi	0			
894	Bugula calathus	0			
895	Bugula flabellata	0			
896	Bugula fulva	0			
897	Bugula plumosa	0			
898	Bugula purpurotincta	0			
899	Bugula simplex	0			
900	Bugula stolonifera	0			
901	Bugula turbinata	0			
902	Dendrobeania murrayana	0			
