340	Arachnopusia aquilina	Moyano, 1970	208	1	ZR1970		
341	Arachnopusia aviculifera	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
342	Arachnopusia columnaris	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
343	Arachnopusia decipiens	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
344	Arachnopusia ferox	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
345	Arachnopusia gigantea	(Kluge, 1914)	208	1			
346	Arachnopusia inchoata	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
347	Arachnopusia latiavicularis	Moyano, 1970	208	1	ZR1970		
348	Arachnopusia tubula	Hayward & Thorpe, 1988	208	1	ZR1988/89-043		
349	Trilaminopora trinervis	(Waters, 1904)	208	1			
350	Astochoporella cassidula	Hayward & Thorpe, 1988	216	1			
351	Exochella longirostris	Jullien, 1888	218	1	ZR1991/92-076		
352	Exochella avicularis	Hayward, 1991	218	1	ZR1991/92-076		
353	Exochella elegans	Hayward, 1991	218	1	ZR1991/92-076		
354	Exochella hymanae	(Rogick, 1956)	218	1			
355	Exochella rogickae	Hayward, 1991	218	1	ZR1991/92-076		
356	Exochella umbonata	Hayward, 1991	218	1	ZR1991/92-076		
357	Escharella mamillata	Hayward & Thorpe, 1989	218	1	ZR1989/90-062		
358	Escharella watersi	Hayward & Thorpe, 1989	218	1	ZR1989/90-062		
359	Escharoides praestita	(Waters, 1904)	158	1			
360	Escharoides torquata	Hayward & Ryland, 1991	158	1	ZR1992/93-031		
361	Escharoides tridens	(Calvet, 1909)	158	1			
362	Romancheina asymmetrica	Moyano, 1975	218	1	ZR1975-106		
363	Romancheina barica	(Rogick, 1955)	218	1	ZR1956 as Escharoides		
364	Antarcticaetos bubeccata	(Rogick, 1955)	218	1	ZR1956 as Escharoides?; ZR1988/89-044		
365	Lageneschara lyrulata	(Calvet, 1909)	218	1			
366	Acanthophragma polaris	Hayward, 1993	230	1	ZR1993/94-042		
367	Polirhabdotos inclusum	(Waters, 1904)	222	1			
368	Cellarinella anomala	Hayward & Ryland, 1991	306	1	ZR1992/93-031		
369	Cellarinella dubia	Waters, 1904	306	1			
370	Cellarinella edita	Hayward & Ryland, 1991	306	1	ZR1992/93-031		
371	Cellarinella foveolata	Waters, 1904	306	1			
372	Cellarinella latilaminata	Moyano, 1974	306	1			
373	Cellarinella laytoni	Rogick, 1956	306	1	ZR1956		
374	Cellarinella margueritae	Rogick, 1956	306	1	ZR1956		
375	Cellarinella njegovanae	Rogick, 1956	306	1	ZR1956		
376	Cellarinella nodulata	Waters, 1904	306	1			
377	Cellarinella nutti	Rogick, 1956	306	1	ZR1956		
378	Cellarinella rogickae	Moyano, 1965	306	1	ZR1966		
379	Cellarinella rossi	Rogick, 1956	306	1			
380	Cellarinella terminata	Hayward & Winston, 1994	306	1			
381	Cellarinella virgula	Hayward & Ryland, 1991	306	1	ZR1992/93-031		
382	Cellarinella watersi	Calvet, 1909	306	1			
383	Cellarinelloides crassus	Moyano, 1970	306	1	ZR1970		
384	Systenopora contracta	Waters, 1904	306	1	ZR1990/91-037		
385	Celleporella alia	Hayward, 1993	212	1			
386	Celleporella (Antarctothoa) antarctica	Moyano & Gordon, 1980	212	1	ZR1980-111		
387	Celleporella (Antarctothoa) bougainvillei	(d'Orbigny, 1842)	212	1			
388	Antarctothoa dictyota	(Hayward, 1993)	212	1			9/01/2008
389	Celleporella (Antarctothoa) discreta	(Busk, 1854)	212	1			
390	Plesiothoa calculosa	Hayward, 1993	212	1	ZR1993/04		
391	Talivittaticella frigida	(Waters, 1904)	294	1			
392	Eminooecia carsonae	(Rogick, 1957)	248	1	ZR1957		
393	Isoschizoporella tricuspis	(Calvet, 1909)	248	1	ZR1960		
394	Isoschizoporella secunda	Hayward & Taylor, 1984	248	1			
395	Isoschizoporella similis	Hayward & Thorpe, 1988	248	1	ZR1987/88-072		
396	Isoschizoporella virgula	Hayward & Thorpe, 1988	248	1	ZR1987/88-072		
397	Dakariella dabrowni	(Rogick, 1962)	266	1	ZR1962		
398	Dakariella concinna	Hayward, 1993	266	1			
399	Trilochites biformatus	(Waters, 1904)	258	1			
400	Ralepria conforma	Hayward, 1991	257	1	ZR1991/92-076		
401	Toretocheilum absidatum	Rogick, 1960	325	1	ZR1960		
402	Toretocheilum turbinatum	Hayward, 1996	325	1	ZR1995/96-042		
403	Kymella polaris	(Waters, 1904)	1016	1			
404	Buffonellodes antarctica	Hayward, 1991	257	1			
405	Lacerna eatoni	(Busk, 1876)	251	1			
406	Lacerna hosteensis	Jullien, 1888	251	1			
407	Lacerna watersi	Hayward & Thorpe, 1989	251	1	ZR1989/90-062		
408	Smittina abditavicularis	Rogick, 1956	266	1	ZR1956		
409	Smittina alticollarita	Rogick, 1956	266	1	ZR1956		
410	Smittina anecdota	Hayward & Thorpe, 1990	266	1	ZR1990/91-042		
411	Smittina antarctica	(Waters, 1904)	266	1			
412	Smittina diffidentia	Hayward & Thorpe, 1989	266	1	ZR1989/90-062		
413	Smittina directa	(Waters, 1904)	266	1			
414	Smittina glebula	Hayward & Thorpe, 1990	266	1	ZR1990/91-042		
415	Smittina incernicula	Hayward & Thorpe, 1990	266	1	ZR1990/91-042		
416	Smittina excertiaviculata	Rogick, 1956	266	1	ZR1956		
417	Smittina obicullata	Rogick, 1956	266	1	ZR1956		
418	Smittina pileata	(Waters, 1904)	266	1			
419	Smittina pocilla	Hayward & Thorpe, 1990	266	1			
420	Smittina rogickae (not Brown, 1958)	Hayward & Taylor, 1984	266	1	ZR1984-059		
421	Smittoidea albula	Hayward & Taylor, 1984	266	1	ZR1984-059		
422	Smittoidea conspicua	(Waters, 1904)	266	1			
423	Smittoidea malleata	Hayward & Thorpe, 1989	266	1	ZR1989/90-062		
