472	Harmelin, 1976	Le sous-ordre des Tubuliporina...		
473	Pouyet, 1973	Revision systematique des Cellepores...		
474	Illies, 1975	On the genus Stomatoporina Balavoine...		
475	Voigt, 1975	Heteromorphy in Cretaceous Bryozoa		
476	Turner, 1975	A new Upper Cretaceous Cribrimorph...		
477	Wass & Yoo, 1975	Distribution and Taxonomy of some Recent catenicelliform...		
478	d'Hondt, 1975	Bryozoaires ctenostomes bathyaux et abysaux		
479	Lagaaij, 1975	Crisia and Crisidia from the Upper Maastrichtian		
480	Gordon & Arnold, 1998	Bryorachis (Phidoloporidae) and Retelepralia (Cheiloporinid)		
481	Miller, 1961	Type specimens of the genus Fenestella		
482	Campbell, 1961	Carboniferous fossils from the Kuttung rocks of NSW		
483	Miller, 1962	Some Wenlock fenestrate Bryozoa		
484	Ross, 1962	Early species of..Phaenopora from...Shropshire		
485	Owen, 1962	Ludlovian Bryozoa from the Ludlow district		
486	Ross, 1963	Chazyan leptotrypellid and atactotoechid Bryozoa		
487	Link, 1928	A new species of Fistulipora		
488	Moore, 1929a	A bryozoan faunule from the Upper Graham Formation...		
489	Moore, 1929b	A bryozoan faunule from the Upper Graham Formation...II		
490	Badve & Sonar, 1997	Some fossil neocheilostomatous...Maharashtra & Goa, India		
491	Harlton, 1933	Micropaleontology of the Pennsylvanian Johns Valley Shale		
492	Hayward & Thorpe, 1988b	New genera of Antarctic cheilostome Bryozoa		
493	Hayward & Thorpe, 1989c	A new family of cheilostome Bryozoa endemic to Antarctica		
494	Hayward & Thorpe, 1987	The systematic position of Smittia inclusa...		
495	Malone & Perry, 1965	Fenestellid bryozoans from oncolites... Montana		
496	Ross, 1967	Champlainian Ectoprocta (Bryozoa), New York State		
497	Owen, 1969	Wenlockian Bryozoa from Dudley, Niagara...		
498	Boardman & Utgaard, 1966	A revision of the Ordovician...Monticulipora...		
499	Engel, 1975	A new ?bryozoan from the Carboniferous of eastern Australia		
500	Taylor, 1978	The spiral bryozoan Terebellaria...		
501	Tavener-Smith, 1971	Polypora stenostoma...		
502	Gilmour, 1962	A new species of Tabulipora...		
503	Ross, 1963a	Constellaria from the Chazyan...		
504	Ross, 1963b	New Ordovician species of Chazyan...		
505	Spjeldnaes, 1963	A redescription of the type species of... Crepipora		
506	Prezbindowski & Anstey, 1978	A Fourier-numerical study...		
507	Nye & Lemone, 1978	Multilaminar gowth in Reptomulticava texana		
508	McKinney, 1980	The Devonian fenestrate bryozoan Utropora		
509	Pedder, 1971	Lower Devonian corals and Bryozoa from the Lick Hole Formati		
510	Crockford, 1949	Bryozoa from the Upper Carboniferous of Queensland & NSW		
511	Crockford, 1947	Bryozoa from the Lower Carboniferous of Queensland & NSW		
512	Crockford, 1944	Bryozoa from the Permian of Western Australia		
513	Crockford, 1945	Stenoporids from the Permian of NSW & Tasmania		
514	Crockford, 1946	A bryozoan fauna from the Lakes Creek quarry		
515	David & Pouyet, 1968	Les Bryozoaires du Chattien...		
516	Mongereau, 1969	Le genre Idmonea Lamouroux 1821		
517	Mongereau, 1970	Les Bryozoaires cyclostomes...du Bassin du Rhone  données nouvelles		
518	Brood, 1972	Cyclostomatous bryozoans...Scandinavia		
519	Suwa & Mawatari, 1998	Revision of seven species of Microporella		
520	Mawatari & Suwa, 1998	Two new species of Japanese Microporella		
521	Suwa, Dick & Mawatari, 1998	A new species of Microporella... from Alaska		
522	Borg, 1965	A comparative and phyletic study...suborders Cyclostomata		
523	Voigt, 1949	Cheilostome Bryozoen aus der Quadratenkreide..		
524	Voigt, 1951	Das Maastricht-Vorkommen von Ilten dei Hannover...		
525	Toots, 1952	Bryozoen des estnischen Kuckersits		
526	Voigt, 1953	Revision von: H.Hamm "Die Bryozoen des Maastrichter Obersen"		
527	Voigt, 1956	Untersuchungen uber Coscinopleura Marsson...		
528	Wiesemann, 1963	Untersuchungenen an der Gattung Beisselina...		
529	Ross, 1963c	Trepostome Bryozoa from the Caradoc Series		
530	Ross, 1963d	Lower Permian Bryozoa from Western Australia		
531	Miller, 1963	The Bryozoan genus Polypora M'Coy		
532	Spjeldnaes, 1963a	Some silicified Ordovician fossils from South Wales		
533	Phillips Ross, 1965	Homotrypa and Amplexopora? from the Caradoc Series		
534	Roberts, 1965	A Lower Carboniferous fauna from Trevallyn, NSW		
535	Tavener-Smith, 1965	A new fenestrate bryozoan from County Fermanagh		
536	Medd, 1965	Dionella gen. nov...		
537	Bolton, 1966	Some Late Silurian Bryozoa from the Canadian Arctic Islands		
538	Crockford, 1942	Bryozoa from the Silurian and Devonian of NSW		
539	Crockford, 1943	Permian Bryozoa of eastern Australia. Part 3		
540	Crockford, 1941	Permian Bryozoa of eastern Australia. Part 1		
541	Crockford, 1941b	Permian Bryozoa of eastern Australia. Part 2		
542	Crockford, 1944b	Bryozoa from the Wandagee and Noonkanbah Series...		
543	Laseron, 1918	Notes on some Permo-Carboniferous Fenestellidae...		
544	Hayward & Taylor, 1984	Fossil and Recent Cheilostomata from the Ross Sea, Antarctic		
545	Crockford, 1957	Permian Bryozoa from the Fitzroy Basin, WA		
546	Wass, 1968	Permian Polyzoa from the Bowen Basin		
547	McKinney & Kriz, 1986	Lower Devonian Fenestrata...of the Prague Basin		
548	Zagorsek, 1994	Late Eocene (Priabonian) ... Liptov Basin		
549	Soule, Soule & Chaney, 1998	Two new tropical Pacific species of Cribralaria		
550	Fritz, 1973	Redescription of type specimens of Stigmatella		
551	d'Hondt, 1995	Bryozoaires marins de Polynesie Francaise		
552	d'Hondt, 1985	Nouvelle contribution ... terres australes francaises		
553	Taylor & McKinnney, 1996	An Archimedes-like cyclostome bryozoan...		
554	Osburn, 1914	The Bryozoa of the Tortugas Islands, Florida		
555	Osburn, 1912	The Bryozoa of the Woods Hole region		
556	Osburn, 1927	The Bryozoa of Curacao		
557	Thornely, 1905	Report on the Polyzoa...Ceylon Oyster Fisheries		
558	Hayward & Ryland, 1995a	The British species of Schizoporella		
559	Crockford, 1944c	A revision,,,		
560	O'Donoghue & de Watteville, 1937	Notes on South African Bryozoa		
561	Sakagami, 1995a	Upper Permian bryozoans from the Lake Titicaca region, 1		
562	Sakagami, 1995b	Upper Permian bryozoans from the Lake Titicaca region, 2		
563	Hastings, 1945	Notes on Polyzoa II- Crassimarginatella		
564	Hayward & Ryland, 1998	Cheilostomatous Bryozoa 1 (Synopses)		
565	Dzik, 1981	Evolutionary relationships of the early Palaeozoic...		
566	Taylor, 1981	Bryozoa from the Jurassic Portland Beds...		
567	Waters, 1906	Bryozoa from Chatham Island and d'Urville Island ...		
568	Waters, 1913	The marine fauna of British East Africa ...		
569	Waters, 1914	The marine fauna of British East Africa ...Cyclostomata etc		
570	Waters, 1909	Reports on the marine biology of the Sudanese Red Sea...1		
571	Waters, 1910	Reports on the marine biology of the Sudanese Red Sea...2		
572	Hillmer, Voigt, & Scholz, 1997	Neue fungiforme Bryozoen-Genera...		
573	Voigt & Gordon, 1998	Ramicosticella, gen. nov.		
574	Voigt, 1998	Osculipora prescheri, n.sp.		
575	Tilbrook, 1998	The species of Antropora...		
576	Lopez Gappa, 1990	Los Briozoos coleccionados.. B/I Shinkai Maru...		
577	Lopez Gappa, 1982	Bryozoa collected by the German ... 1. Flustridae		
578	Lopez Gappa, 1979	Smittina ehrlichi ...		
579	Lopez Gappa, 1975	Briozoos marinos de Tierra del Fuego 1		
580	Lopez Gappa, 1979a	Briozoos marinos de Tierra del Fuego 2		
581	Lopez Gappa, 1985	Briozoos marinos de la Ria Desewado... 1, Hippothoidae		
582	Lopez Gappa, 1986	A new bryozoan genus from the Weddell Sea...		
583	Lopez Gappa, 1982a	Observaciones sobre Flustra puelcha...		
584	Lopez Gappa, 1981	Una nueva especie de Melicerita...		
585	Lopez Gappa, 1986a	Presencia del genero Hemismittoidea...		
586	lopez de la Cuadra & Garcia-Gomez, 1993	Little-known Atlantic Cheilostome...		
587	lopez de la Cuadra & Garcia-Gomez, 1991	A new species of Hemicyclopora...		
588	Schafer & Grant-Mackie, 1994	Triassic Bryozoa from the Murihiku...New Zealand		
589	Engel, 1979	Fenestrate bryozoans with large apertural form...		
590	Wass, 1967	Permian Polyzoa from the Port Keats district...		
591	Wass, 1968a	Goniocladia and Dyscritella from the Permian of Queensland		
592	Moisette & Spjeldnaes, 1995	Plio-Pleistocene deep-water bryzoans from Rhodes...		
593	Keij, 1969	Dicasignetella, a bryozoan-like problematicum		
594	Keij, 1969a	Encicellaria, a new cheilostomatous bryozoan...		
595	Keij, 1972	Sylonija and Kylonisa...		
596	Keij, 1973	The bryozoan genus Skylonia		
597	Keij, 1977	The Tertiary bryozoan genera Bicornifera and Bifissurinella		
598	Busk, 1876	Descriptions ... Kerguelen		
599	Busk, 1879	Polyzoa (Kerguelen)		
600	Phillips Ross, 1961	Ordovician, Silurian, and Devonian Bryozoa of Australia		
601	Rosso, 1994	Bryozoa of the First Italian... 1. Flustridae		
602	Snyder, 1991	Revised taxonomic ...Mississippian Fenestellidae & Polyporid		
603	Phillips, 1960	Restudy of types of seven Ordovician bifoliate Bryozoa		
604	Owen, 1960	Upper Silurian Bryozoa from Central Wales		
605	Thomas & Larwood, 1960	The Cretaceous species of Pyripora...		
606	Casey, 1961	The stratigraphical palaeontology of the Lower Greensand		
607	Buttler, 1991	A new Upper Ordovician bryozoan fauna from the Slade...		
608	Bretnall, 1926	Descriptions of some Western Australian fossil Polyzoa		
609	Reverter-Gil & Fernandez-Pulpeiro, 1997	Two new species of Schizomavella...		
610	Reverter-Gil & Fernandez-Pulpeiro, 1996	Some species of Schizomavella...		
611	Cheetham, 1968	Morphology and Systematics of ... Metrarabdotos		
612	Berthelsen, 1962	Cheilostome Bryozoa in the Danian deposits of East Denmark		
613	Braga & Barbin, 1988	Les bryozoaires du Priabonien stratotypique...		
614	Todd, 1996	Buskia fowleri sp. nov....		
615	Wass & Byrnes, 1969	A new genus of Polyzoa (Cryptostomata) ...		
616	Fleming, 1969	Fossils from the Neerkol Formation of Central Queensland		
617	Hernon, 1935	The Paradise Formation and its fauna		
618	Elias, 1937	Stratigraphic significance of some Late Paleozoic fenestrate		
619	Cullison, 1938	Dutchtown fauna of southeastern Missouri		
620	McNair, 1938	Loculipora implicata  new name for Loculipora loculata		
621	Fritz, 1941	Fenestrellina multistriata, a new Devonian ..		
622	McNair, 1942	Upper Devonian Bryozoa		
623	Loeblich, 1942	Bryozoa from the Ordovician Bromide Formation, Oklahoma		
624	Bock & Cook, 1998	Otionellidae, a new family including five genera...		
625	McFarlan, 1942	Chester Bryozoa of Illinois & western Kentucky		
626	Nekhoroshev, 1953	Nischnekame... [Lower Carboniferous Bryozoa of Kazakhstan]		
627	Medd, 1979	Ellisina Norman and Periporosella Canu & Bassler ...		
628	Sabattini, 1972	Los Fenestellidae, Acanthocladiidae y Rhabdomesidae...		
629	Barbosa, 1965	Briozoarios do Carbonifero do Estado do Paro, Brasil		
630	Schulga-Nesterenko, 1936	Mshankkovaya fauna...{Fenestella and Archimedes}		
631	Voigt, 1995	Septocea n.g. ...		
632	Voigt, 1993	Neue cribrimorphe Bryozoen (Fam. Pelmatoporidae)		
633	Voigt, 1994	Zwei neue Bryozoengenera (Filicisparsa .und Craticulacella)		
634	Voigt, 1994a	Das Genus Bactrellaria...		
635	Voigt, 1995a	Diaperoecia neumeieri,...		
636	Voigt, 1993a	Zwei neue Bryozoen-Genera (Cyclostomata)		
637	Voigt, 1995b	Abdomenopora schumacheri ...		
638	Voigt, 1996	Eine neue multilamellare oberkretazische Actinopora-Art...		
639	Voigt & Eiserhardt, 1995	Tervidmonea, n.gen.		
640	Todd, Taylor & Favorskaya, 1997	A bioimmured ctenostome ...		
641	Voigt, 1988	Hagenowinella odontophora ...		
642	Voigt, 1989b	Berthelsenia...		
643	Bassler, 1929	The Permian Bryozoa of Timor		
644	Moissette, Delrieu & Tsagaris, 1993	Bryozoaires du bassin neogene d'Heraklion...		
645	Waters, 1900	Bryozoa from Franz-Josef Land...		
646	Waters, 1904	Bryozoa from Franz-Josef Land.Cyclostomata...		
647	Pocta, 1894	Bryozoaires; in Systeme Silurien...		
648	Condra & Elias, 1945	Bicorbula, a new Permian bryozoan...		
649	Armstrong, 1945	Stigmatella in the Ordovician of the central Ontario Basin		
650	Fritz, 1946	Permian? Bryozoa from Sustut Lake		
651	Maturo, 1966	Bryozoa of the southeast coast...Bugulidae and Beaniidae		
652	Fritz, 1947	Cambrian Bryozoa		
653	Fritz, 1944	Upper Devonian Bryozoa from New Mexico		
654	Condra & Elias, 1944	Occurrence of the Russian genus Rhombotrypella...		
655	Fritz, 1944a	The Hull bryozoan Escharopora hogbeni		
656	Condra & Elias, 1944a	Hederella and Corynotrypa ,,,		
657	Elias, 1956	A revision of Fenestella subantiqua...		
658	Butler & Cheetham, 1958	A new Cretaceous cribrimorph bryozoan from Louisiana		
659	Perry & Hattin, 1958	Astogenetic study of fistuliporid bryozoans		
660	Koenig, 1958	Fenestrate Bryozoa in the Chouteau Group...		
661	O'Donoghue & O'Donoghue, 1923	A preliminary list of Bryozoa ... Vancouver Island Region		
662	O'Donoghue & O'Donoghue, 1926	A second list of the Bryozoa ...from Vancouver Island Region		
663	Maturo & Schopf, 1968	Ectoproct and Entoproct Type Material		
664	Jullien, 1882	Note sur une nouvelle division des Bryozoaires...		
665	Gostilovskaya, 1978	Classification key of Bryozoa of the White Sea		
666	Livingstone, 1929	Mortensen .. New Zealand		
667	Zagorsek, 1993	New Carboniferous Bryozoa from Nagyvisnyo		
668	Viskova & Weiss, 1998	New Stenolaematous Bryozoa from the Paleocene of Kazakhstan		
669	Morozova & Lavrentjeva, 1998	New bryozoans of the family Semicosciniidae		
670	Burckle, 1960	Some Mississippian fenestrate bryozoans...Utah		
671	Perry & Hattin, 1960	Osgood (Niagaran) Bryozoans ...		
672	Ross, 1960	Larger cryptostome Bryozoa...Anticosti Island, Part 1		
673	Ross, 1961	Larger cryptostome Bryozoa...Anticosti Island, Part 2		
674	Smitt, 1865	Kritisk forteckning, 1		
675	Smitt, 1867	Kritisk forteckning, 2		
676	Smitt, 1868	Kritisk forteckning, 3		
677	Smitt, 1868a	Kritisk forteckning, 4		
678	Smitt, 1872a	Kritisk forteckning, 5		
679	Ellis & Solander, 1786			
680	Campbell, 1962	Marine fossils from the Carboniferous glacial rocks of NSW		
681	Toots & Cutler, 1962	Bryozoa from the "Mesaverde" Formation		
682	Miller, 1962a	North American species of Fenestella from...GB		
683	Ross, 1963e	The bryozoan trepostome Batostoma...		
684	Sparling, 1964	Prasopora in a core from...Michigan		
685	Ross, 1964	Champlainian cryptostome...		
686	Allman, 1856	A monograph of the freshwater Polyzoa...		
687	Annandale, 1911	The Fauna of British India; Part 3		
688	Yanagi & Okada, 1918	On a collection of Japanese cheilostomatous Bryozoa		
689	Vigeland, 1958	Bryozoa of Tristan da Cunha		
690	Ryland, 1968	On marine Polyzoa 3. Schizoporella ansata...		
691	Okada, 1928	Report of the Biol. Survey of Mutsu Bay...8		
692	Okada, 1929	Report of the Biol. Survey of Mutsu Bay...12		
693	Kluge, 1914	Die Bryozoen der Deutschen Süd-Polar Expedition 1901-1903		19/03/2008
694	Perry & Gutschick, 1959	Bryozoans from the Amsden Formation, southwest Montana		
695	Richards, 1959	New Virgilian and Wolfcampian...from Kansas		
696	Powell, 1968	Bryozoa (Polyzoa) of Arctic Canada		
697	Perkins, Perry & Hattin, 1962	Some Bryozoans from the Beil Limestone...Kansas		
698	Fritz, 1957	Bryozoa (mainly Trepostomata) ...Ottawa Formation		
699	Fernandez Pulpeiro & Reverter Gil, 1998	A new species of Chaperiopsis from South Africa		
700	Grischenko, Gordon, & Taylor, 1998	A unique new genus of cheilostomate bryozoan...		
701	Gordon & Taylor, 1999	Latest Paleocene to earliest Eocene...Chatham Island		
702	d'Hondt & Gordon, 1999	Entoproctes et Bryozoaires Cheilostomida... Nuvelle Caledoni		
703	Baluk & Radwanski, 1984	Middle Miocene (Badenian) ...from the Vienna Basin		
704	Baluk & Radwanski, 1984a	Free-living bryozoans from the Korytnica Clays...		
705	Dulai, 1995	Middle Miocene (Badenian)... from Szob		
706	Reguant, 1993	The cheilostome Bryozoa from the Huelva Pliocene		
707	Weisbord, 1967	Some Late Cenozoic Bryozoa ...Venezuela		
708	Marcus, 1922c	Bryozoen von den Auckland- und Campbell-Inseln		
709	Jürgensen, 1968	Cheilostome Bryozoa from the Danian ...Vallensbaek, Denmark		
710	Voigt, 1999	Neue Bryozoen aus dem Baltischen Danium. I.Cheilostomata		
711	Jebram &  Everitt, 1982	New victorellids ..  from North America...		
712	Pitt & Thomas, 1969	The Polyzoa of some British Jurassic clays		
713	Buge, 1969	Un remarkable zoarium de bryozoaire...		
714	Hajjaji, el, 1987	Bryozoaires nouveaux ...  de Mellilla		
715	Hajjaji, el, 1988	Les Bryozoaires messiniens du bassin de Mellilla		
716	Annoscia, 1963	Antozoi e Briozoi ...di Venoza (Potenza)		
717	Barroso, 1925	Notas sobre briozoos dei Mediterraneo		
718	Rucker, 1967	Paleoecological analysis... Venezuela-British Guiana		
719	Taylor & Wilson, 1999	Middle Jurassic bryozoans from the Carmel Formation...		
720	Cook, 1965a	Notes on some Polyzoa with conical zoaria		
721	Brown, 1965	Trepostomatous Bryozoa from the Logan and Jessamine...		
722	Souaya, 1965	On the Bryozoa of Gebel Gharra...		
723	Greeley, 1966	Lectotypes of some lunuliform...		
724	Campbell & Engel, 1963	The faunas of the Tournaisian ... NSW		
725	Lang, 1922	Catalogue of the fossil Bryozoa..Cribriomorphs. Part 2		
726	Wood, 1998	Reappraisal of Australian freshwater bryozoans...		
727	Ross, 1967a	Evolution of ectoproct genus Prasopora...		
728	Bork & Perry, 1967	Bryozoa (Ectoprocta) of Champlainian... Part I. Amplexopora		
729	Shaw, 1967	Cheilostomata from Gulfian (Upper Cretaceous)...Arkansas		
730	Bork & Perry, 1968	Bryozoa (Ectoprocta) of Champlainian...Part II. Bythotrypa..		
731	Horowitz, 1968	The ectoproct (bryozoan) genus Actinotrypa...		
732	Hayward & Hansen, 1999	Three newly recognised cheilostomate bryozoans...		
733	Hayward, 1999	Taxonomic studies on some Australian Phidoloporidae		
734	Antolini, Braga & Finotti, 1980	I briozoi dei dintorni di Rovereto		
735	Larwood, 1962	The morphology and systematics of some Cretaceous.		
736	d'Hondt, 1987	Nouveaux bryozoaires profonds...		
737	Lang, 1915	On some new uniserial Cretaceous...		
738	Harmelin & d'Hondt, 1992a	Bryozoaires des parages de Gibraltar 2- ctenostomes et cyclo		
739	Gontar, 1992	New species of Cheilosotmida from the Kuril Islands		
740	Tilbrook, 1999	Description of Hippopodina feegeensis...		
741	Gorjunova, 1992	Morphology and morphogenesis of Paleozoic bryozoans		23/08/2007
742	Pouyet & Moissette, 1992	Bryozoaires du Pliocene d'Altavilla...		
743	Busk, 1881	Descriptive Catalogue of the species of Cellepora...		
744	Gray, 1843			
745	Bassler, 1936	Nomenclatorial notes on fossil and recent Bryozoa		
746	Hutton, 1880	Polyzoa. In: Manual of the New Zealand Mollusca		
747	Pouyet, 1991	Bryozoaires cheilostomes Neogenes du bassin du Rhone...		
748	Pushkin et al, 1990	Przhdolian Bryozoa...		
749	Buge, 1956	Les bryozaires du pliocene du cap Bon		
750	Kubanin, 1992	New bryozoan species ...from the Japan Sea		
751	Ariunchimeg & Morozova, 1992	New Paleozoic bryozoans of Mongolia		
752	Yang & Lu, 1979	Araxopora from the Lower Permian of southwest China		
753	Hastings, 1963	Notes on Polyzoa V - Some Cyclostomata...		
754	Ying & Xia, 1986	Discovery of the genus Batostoma...		
755	Soule, Soule & Chaney, 1999	New species of thalamoporella with Acute or subacute...		
756	Gabb & Horn, 1862	Monograph of the Fossil Polyzoa of the Secondary...		
757	Gregory, 1893	On the British Palaeogene Bryozoa		
758	Brood, 1974	Cyclostomatous Bryozoa from the Kullsberg Limestone		
759	Kiepura, 1962	Bryozoa from the Ordovican erratic boulders of Poland		
760	Bizzarini & Braga, 1999	I Briozoi Priaboniani ...di Crosara		
761	Voigt, 1962	Neue Bryozoen aus Schreibkreide-Geschieben...		
762	Voigt & Schneemilch, 1986	Neue cheilostomate Bryozoenarten ...Campanium		
763	Voigt & Williams, 1973	Revision des Genus Inversaria...		
764	Voigt, 1973	Bryozoen aus dem Santon von Gehrden...Cyclostomata		
765	Voigt, 1968	On the Cretaceous age of the so-called Jurassic...		
766	Voigt, 1987	Die Bryozoen des klassischen Dano Montiens von Mons		
767	Bock & Cook, 1999	Notes on Tertiary & Recent 'Lunulite' Bryozoa		
768	Kiepura, 1973	Devonian bryozoans of the Holy Cross Mountains. 2		
769	Brood, 1975	Cyclostomatous Bryozoa from the Silurian of Gotland		
770	Taylor, 1994a	Systematics of the melicerititid cyclostome bryozoans...		
771	Voigt, 1975a	Bryozoen aus dem Campan von Misburg bei Hannover		
772	Voigt, 1968a	Eine fossile Art von Arachnidium...		
773	Voigt, 1989	Neue cyclostome Bryozoen aus dem Untercenomanium		
774	Voigt, 1987a	Neue cyclostome Bryozoen aus der Maastrichter Tuffkreide		
775	Voigt, 1991	Bryozoen aus der Oberkreide Helgolands		
776	Bork & Perry, 1968a	Bryozoa (Ectoprocta) of Champlainian...Part III. Homotrypa..		
777	Utgaard, 1968	A revision ...Part 1, Anolotichiidae		
778	Utgaard, 1968a	A revision ...Part 2, Crepipora		
779	Ross, 1969	Champlainian ...Ectoprocta..New York State. part II		
780	Utgaard, 1969	A revision ...Part 3, The ceramoporid genera Ceramopora...		
781	Greeley, 1970	Life orientation...		
782	Ross, 1970	Distribution,...Champlainian ....New York State. part III		
783	Conkin & Fuson, 1970	Archimedes kentuckiensis...		
784	Karklins, 1970	Restudy of the type species...		
785	Frey & Larwood, 1971	Pyripora shawi...		
786	McKinney, 1971	Stenoporella, a Late Mississippian...		
787	Corneliussen & Perry, 1973	Monotrypa...		
788	Richards, 1974	A Devonian Immergentia...		
789	Boardman & McKinney, 1976	Skeletal architecture and preserved organs...		
790	Pouyet, 1997	Les bryozoaires du Pliocene de Normandie		
791	Lobdell, 1992	Arthrostylidae...from...North Dakota and Manitoba		
792	Buge, 1973	Les bryozoaires Miocenes de nord-ouest de l'Allemagne		
793	Voigt, 1959	Eine neue multilamellare Actinopora-Art...		
794	Voigt, 1987b	Keratostoma niemeyeri		
795	Voigt, 1989a	Beitrag zur bryozoen Fauna.. Revision von A.E.Reuss..		
796	Voigt, 1962a	Verkhnemelovye?..(Upper Cretaceous...USSR)		
797	Canu & Bassler, 1919	Fossil Bryozoa from the West Indies		
798	Reverter-Gil & Fernandez-Pulpeiro, 1999	Some little-known species of Bryozoa...		
799	Brajko, 1983	Bryozoa (Fauna Ukraina)		
800	Canu & Bassler, 1927a	Classification of the Cheilostomatous Bryozoa		
801	Hayward & Ryland, 1999	Cheilostomatous Bryozoa - Hippothoidea - Celleporoidea		
802	Canu & Lecointre 1925-1930	Les bryozoaires cheilostomes...Touraine et d'Anjou		
803	Moyano, 2000	Bryozoa from the Magellanic continental slope near Cape Horn		
804	el Safori, 2000	Early Eocene bryozoans from the Farafra Oasis, Egypt		
805	Winston, Hayward & Craig, 2000	Marine bryozoans of the northeast coast of the United States		
806	Osburn, 1940	Bryozoa of Porto Rico		
807	Thornely, 1912	The marine Polyzoa of the Indian Ocean...HMS Sealark		
808	Canu, 1926	Bryozoaires Bartoniens du bassin Franco-belge		
809	Lopez de la Cuadra & Garcia-Gomez, 2000	The cheilostomate Bryozoa... Spanish 'Antartida 8611' Expedi		
810	Gilmour & Snyder, 2000	Bryozoa of the Mission Argillite...		
811	Romanchuk, 1967	New bryozoans of the Order Trepostomata...Khabarovsk		
812	Dunyaeva & Morozova,1 1967	Evolution and systematic position...Late Paleozoic Trepostom		
813	Walter & Busnardo, 1971	Un gisement aptien de bryozoaires...(Vercors, Isere)		
814	Masse & Walter, 1974	Les bryozoaires du Cretace inferieur provencal		
815	Hastings, 1966	Observations on the type-material...		
816	Karklins, 1985	Bryozoans from the Murfreesboro...		
817	Karklins, 1986	Chesterian (Late Mississippian) bryozoans...		
818	Buge & Voigt, 1972	Les Cellulipora ... du Cenomanien francais...		
819	David & Pouyet, 1972	Deux nouvelle especes de Steginoporella		
820	Scholz & Cusi, 1993	Paleoecologic implications of modern coral and ...		
821	Scholz, 1993	Die Bryozoenfauna der philippinischen Riffregion Cebu		
822	Banta & Carson, 1977	Bryozoa from Costa Rica		
823	Nikiforova, 1941	Class Bryozoa (in Russian)		
824	Ariunchimeg, 2000	The first finds of Famennian Bryozoa in Mongolia		
825	Hickey, 1988	Bryozoan astogeny and evolutionary novelties: ...Peronopora		
826	Key, 1990	A new family, Bimuroporidae...		
827	Jullien, 1886	Les Costulidees...		
828	Waters, 1907	Tubucellaria: its species and ovicells		
829	Harmelin, 1976a	Sur quelques cribrimorphes ... de l'Atlantique oriental		
830	Harmelin, 1984	Bryozoaires des peuplements sciaphiles...		
831	Harmelin, 1988	Especes affines microsympatriques chez Puellina		
832	Androsova, 1972	Bryozoa Cheilostomata Anasca Antarctic & Subantarctic		
833	Harmelin & Aristegui, 1988	New Cribrilinidae ... from the upper bathyal..		
834	Rosso & di Geronimo, 1998	Deep-sea Pleistocene Bryozoa of southern Italy		
835	Hayward, 2000	Lace Corals (Bryozoa: Phidoloporidae) from Australia...		
836	Rosso, 1999	Recent and fossil species of Characodoma...		
837	Rosso, 1999a	Amphiblestrum (Aviculamphiblestrum) ruggeroi ...		
838	Condra & Elias, 1944b	Study and revision of Archimedes		
839	Condra & Elias, 1944c	Carboniferous and Permian Ctenostomatous Bryozoa		
840	Walter, Arnaud-Vanneau, et al., 1975	Les Bryozoaires Barremo-Aptien...		
841	Walter, 1975	Revision des types ... collection Michelin		
842	Androsova, 1968	Bryozoa of the orders Cyclostomata and Ctenostomata		
843	Androsova, 1963	Bryozoa of the South China Sea		
844	Androsova, 1958	Bryozoa of the order Cheilostomata... Sea of Japan		
845	Astrova, 1965	Morphology, ...Ordovician and Silurian Bryozoa		
846	Ulrich & Bassler, 1907	Bryozoa, in Cretaceous paleontology of New Jersey		
847	Androsova, 1972a	Marine invertebrates from Adelie Land...		
848	Astrova, 1978	Historical development, systematics phylogeny..Trepostomata		
849	Grubbs, 1939	Fauna of the Niagaran nodules of the Chicago area		
850	Fransen, 1986	Caribbean Bryozoa...Curacao and Bonaire		
851	Liu, 1982d	Notes on Chinese Bryozoa of the Family Flustridae		
852	Liu, 1980	Two new species of Scrupocellariidae		
853	Brydone, 1906	The stratigraphy and fauna of the Trimmingham Chalk		
854	Gregory, 1907	The rotiform Bryozoa of the Isle of Wight		
855	Brydone, 1909	Notes on new or imperfectly known Chalk Polyzoa		
856	Brydone, 1910	Notes on new or imperfectly known Chalk Polyzoa		
857	Brydone, 1912	Notes on new or imperfectly known Chalk Polyzoa		
858	Brydone, 1913	Notes on new or imperfectly known Chalk Polyzoa		
859	Brydone, 1914	Notes on new or imperfectly known Chalk Polyzoa		
860	Lang, 1914	On Herpetopora...		
861	Elias, 1957	Late Mississippian fauna from the Redoak Hollow Formation...		
862	Stoliczka, 1862	Oligocaene Bryozoen von Latdorf in Bernberg		
863	Levinsen, 1916	Bryozoa - in Danmark-Ekspeditionen til Gronlands Nordostkyst		
864	Voigt, 1930	Morphologische unde stratigraphische Untersuchungen...		
865	Korn, 1930	Die cryptostomen Bryozoen des deutschen Perms		
866	d'Orbigny, 1847	Voyage dans l'Amerique Meridionale		
867	Osburn, 1947	Bryozoa of the Allan Hancock Atlantic Expedition		
868	Osburn, 1949	The genus Parellisina		
869	Smitt, 1873	Floridan Bryozoa Part 2		
870	Coryell, 1921	Bryozoan faunas of the Stones River Group of central Tennnes		
871	Ulrich & Bassler, 1904b	Revision of the Paleozoic Bryozoa, 2. Trepostomata		
