SpeciesID	Current_name	Author	FAMCODE	Recent	Remarks	Date_created	Date_modified	html_page	first_name	OK	Status
9068	 was Petraliella arafurensis=9067	Stach, 1936	228	1	ZR1936		23/05/2010		was	0	
4421	 was Petraliella firmata	(Waters, 1887)		1			23/05/2010		was	0	
12760	 was Petraliella? albirostris=9072	Canu & Bassler, 1927	228	1	ZR1931		23/05/2010		was	0	
1188	 was Petraliella? japonica=1563		228	1			2/06/2010		was	0	Subjective synonym
11065	 was Phaenopora oepiki=14362			0			2/06/2010		was	0	Duplicate
10210	 was Phylloporina aluverensis=4749	Männil, 1958	502	0	ZR1959,ZR1985-079		23/05/2010		was	0	
15849	 was Plagioecia latomarginata=17451	(d'Orbigny, 1852)	31	0			23/05/2010		was	0	
14766	 was Plagioecia parvipora=7394	Canu, 1922	31	0	ZR1922, ZR1925		23/05/2010		was	0	
2766	 was Plesiocleidochasma laterale=1711	(Harmer, 1957)	274	1			23/05/2010		was	0	
7685	 was Plumatella andamanensis=4394	Seetha Rao, 1963/Rao, 1961?	653	1	ZR1974-115; ZR1970 (as andamanesis), now Swarupella		23/05/2010		was	0	
3348	 was Plumatella auricomis	Annandale, 1913	653	1	ZR1991/92-120; not valid		23/05/2010		was	0	
17672	 was Plumatella bombayensis=5095 tanganyikae	Annandale, 1910	653	1			23/05/2010		was	0	
4461	 was Polyascosoecia coronopus	(Canu & Bassler, 1922)	36	0	ZR1922, =Polyascosoeciella foraminosa(Taylor & McKinney)		23/05/2010		was	0	
10754	 was Polypora abundans=8033	Schulga-Nesterenko, 1951	519	0			23/05/2010		was	0	
12516	 was Polypora elongata=6289	Fritz, 1932	519	0	ZR1933 not P.elongata Hall		23/05/2010		was	0	
11672	 was Polypora fenestelloides	Schulga-Nesterenko, 1941	519	0			23/05/2010		was	0	
15142	 was Polypora hinganensis=6245	Romantchuk, 1966	519	0	in Snyder 2000		23/05/2010		was	0	
18363	 was Polypora irregularis=18345	Yang & Lu, 1962	506	0	as Synocladia not in ZR, Horowitz		23/05/2010		was	0	
10752	 was Polypora krasnopolskyi=8022	Schulga-Nesterenko, 1951	519	0	ZR1956 as n.sp. probably same as Paucipora kras. (Stuck)		2/06/2010		was	0	Objective synonym
5422	 was Polypora septata=5681	Campbell, 1961	519	0	ZR1961 = Septatopora pustulosa		23/05/2010		was	0	
4365	 was Polyporella conspecta	Gorjunova & Morozova, 1979	501	0	ZR1982-049		23/05/2010		was	0	
7789	 was Polyporella decora=6287	Gorjunova, 1975	501	0			23/05/2010		was	0	
4366	 was Polyporella inornata	Gorjunova & Morozova, 1979	501	0	ZR1982-049		23/05/2010		was	0	
6293	 was Polyporellina postkassini=8191	(Balakin, 1969)	501	0	1975 error		23/05/2010		was	0	
12761	 was Porella saccata var. beringi	Kluge, 1929	275	1	ZR1931; now Cystisella		23/05/2010		was	0	
10236	 was Poricella granulata magnipora=2425	(Soule, 1959)	208	1	ZR1959, status (granulata=mucronata)		23/05/2010		was	0	
17410	 was Porina angustata=17035	(d'Orbigny, 1852)	240	0			23/05/2010		was	0	
14393	Porina duplicata	(Reuss, 1848)	240	0	see Zagorsek 2003		23/05/2010		Porina	1	
11486	 was Prasopora conoidea	Ulrich, 1886	559	0	=P.simulatrix (Ross 1967)		2/06/2010		was	0	Subjective synonym
8542	 was Prasopora fritzae=7875	Loeblich, 1942	559	0	ZR1942; =P.discula		2/06/2010		was	0	Subjective synonym
9275	 was Prasopora insularis	Ulrich, 1893	559	0	=P.simulatrix (Ross 1967)		2/06/2010		was	0	Subjective synonym
9280	 was Prasopora oculata	Foord, 1883	559	0	=P.selwyni (Ross 1967); see Prasoporina oculata		2/06/2010		was	0	Subjective synonym
10277	 was Prasopora similis	Fritz, 1957	559	0	ZR1958; =P.simulatrix (Ross 1967)		2/06/2010		was	0	Subjective synonym
10278	 was Prasopora sinclairi	Fritz, 1957	559	0	ZR1958;=P.simulatrix (Ross 1967)		2/06/2010		was	0	Subjective synonym
11414	 was Prasopora thorali elliptica	Dreyfuss, 1948	559	0	ZR1948, =thorali (Buttler)		23/05/2010		was	0	
11501	 was Prasoporina selwyni	(Nicholson, 1881)	559	0	ZR1952		2/06/2010		was	0	Objective synonym
11051	 was Prasoporina selwynii	(Nicholson, 1881)	559	0	ZR1952, now 9279		2/06/2010		was	0	Duplicate
13920	 was Proboscina' auloporoides	(Nicholson, 1875)	4	0	Brood, 1975; =Cuffeyella arachnoidea fide Taylor & Wilson 1996		23/05/2010		was	0	
9287	 was Protocrisina exigua	Ulrich, 1890	513	0	now Enallopora?		23/05/2010		was	0	
12897	 was Protoretepora? solida=5249	(Korn, 1930)	501	0	ZR1930, as Phyllopora, =Kingopora ehrenbergi, 5249, ZR2002		23/05/2010		was	0	
16721	 was Pseudobatostomella tchikaliensis=15713	(Trizna, 1948)	565	0	as Batostomella; not in Astrova 1978?		23/05/2010		was	0	
6298	 was Pseudopolypora brinensis -now 10762	(Schulga-Nesterenko, 1951)	501	0			23/05/2010		was	0	
13208	 was Ptylopora bohemica	Prantl, 1928		0	ZR1930		23/05/2010		was	0	
852	 was Puellina biavicularia	(Kataoka, 1961)	206	1			23/05/2010		was	0	
16589	 was Puellina gattyae balearica=2974	Barroso, 1919	206	0	ZR1919 = balzaci		2/06/2010		was	0	Subjective synonym
4320	 was Puellina lagaaiji=4289	Bishop & Hayward, 1989	206	0			2/06/2010		was	0	Objective synonym
14083	 was Puellina pedunculata=3178	Gautier, 1956	206	1	(Glabrilaria)		23/05/2010		was	0	
14171	 was Pustulopora' verrucosa=7228	(Römer, 1840-41)	12	0			23/05/2010		was	0	
7239	 was Pustuloporina cesteriensis=8488	(Ulrich, 1890)	501	0	was Polypora?, ZR1978-136		23/05/2010		was	0	
8001	 was Pyripora shawi=6756	Frey & Larwood, 1971	142	0	ZR1971		23/05/2010		was	0	
12011	 was Quadrisemicoscinium kysilschinicum=6354	Nekhoroshev, 1938	500	0	ZR1939; ZR1998/99		23/05/2010		was	0	
17349	 was Radiofascigera ramosa=17939	d'Orbigny, 1853	28	0			23/05/2010		was	0	
14297	 was Radiopora clavata=4165	(Goldfuss, 1827)	54	0			23/05/2010		was	0	
9698	 was Ramipora ambigua	Sakagami, 1962	610	0	ZR1962		2/06/2010		was	0	Objective synonym
5345	Ramipora lepida	Morozova, 1986	610	0	ZR1987/88-104; ZR1995/96		23/05/2010		Ramipora	1	
18847	 was Ramphonotus meunieri=14408	(Canu, 1907)	148	0			23/05/2010		was	0	
10654	 was Rectifenestella nerutshensis=6705	Schulga-Nesterenko, 1951	501	0	ZR1956 as Fenestella; =R.tenax?		2/06/2010		was	0	Subjective synonym
11664	 was Rectifenestella nododorsalis	(Ulrich, 1890)	501	0	ZR1945; =R.rudis Horowitz		23/05/2010		was	0	
10093	 was Rectifenestella raricapillare=10094	(Shishova, 1960)	501	0	ZR1960; =R.invulgata  Horowitz		23/05/2010		was	0	
2758	 was Reginella mucronata=2694	(Canu & Bassler, 1923)	206	1	ZR1923		23/05/2010		was	0	
2759	 was Reginella multipora=2694	(Sakakura, 1935)	206	1			23/05/2010		was	0	
1615	 was Reptadeonella joloensis=4405	(Bassler, 1936)	224	1	ZR1936, 		23/05/2010		was	0	
6710	 was Reptomultisparsa hybensis	(Prantl, 1938)	7	0	ZR1991/92-190		23/05/2010		was	0	
13710	 was Reteporella laxipes	Canu & Bassler, 1929	274	1	ZR1929, now Reteporellina 1535		23/05/2010		was	0	
15056	 was Reteporella polycrenulata	(Okada, 1923)	274	1	ZR1923		23/05/2010		was	0	
691	 was Reteporella septentrionalis	(Harmer, 1933)	274	1	ZR1933		23/05/2010		was	0	
15085	 was Reteporella septentrionalis=14096 grimaldii	(Harmer, 1933)	274	0			23/05/2010		was	0	
3562	 was Reteporellina cruciformis=11843	Gordon & d'Hondt, 1997	274	1	ZR1987/88-052		23/05/2010		was	0	
15270	 was Reteporellina yanucensis=3561	Hayward, 2000	274	1	ZR2001-043		23/05/2010		was	0	
9585	 was Retevirgula flectospinata=1291	Shier, 1964	148	1	ZR1964; Cook 1985		23/05/2010		was	0	
7900	 was Reussia pini=17742	(David & Pouyet, 1972)	275	0	ZR1972-027		23/05/2010		was	0	
10794	 was Rhabdomeson maculatus	Nekhoroshev, 1956	434	0	ZR1956 now Ipmorella		23/05/2010		was	0	
10793	 was Rhabdomeson? irregularum	Nekhoroshev, 1956	434	0	ZR1956 now Ipmorella?		23/05/2010		was	0	
17362	 was Rhagasostoma bellona=14204	(d'Orbigny, 1851)	156	0			23/05/2010		was	0	
8774	 was Rhamphostomella biperforata	Powell, 1967	218	1	ZR1967 =Drepanophora lateralis		23/05/2010		was	0	
17714	 was Rhamphostomellina posidoniae=2407	Hayward, 1975	290	0			2/06/2010		was	0	Objective synonym
10800	 was Rhinidictya carinata	Astrova, 1955	400	0	ZR1956; now Carinodictya		23/05/2010		was	0	
9123	 was Rhiniopora spooneri	Butler & Cheetham, 1958	206	0	ZR1958		23/05/2010		was	0	
14474	 was Rhombopora decipiens tersiensis=5760	Nekhoroshev, 1926	432	0	ZR1927		23/05/2010		was	0	
16771	 was Rhombopora incrassata=11067	Ulrich, 1890	432	0			23/05/2010		was	0	
8494	 was Rhombopora persimilis	Ulrich, 1884	432	0	now Nicklesopora, 5087		23/05/2010		was	0	
7016	 was Rhombopora qinghaiensis	Yang, Lu & Zhou, 1979	432	0	ZR1979-122; now Euthyrhombopora		23/05/2010		was	0	
14473	 was Rhombopora simulatrix acanthostellata=18546	Nekhoroshev, 1926	432	0	ZR1927 as Rhombopora		23/05/2010		was	0	
15954	 was Rhynchozoon vaughani	Canu & Bassler, 1919	274	0	ZR1922, now Trematooecia		23/05/2010		was	0	
6746	 was Romancheina martiali=638	Jullien, 1888	218	1			23/05/2010		was	0	
6854	 was Sceptropora estoniensis	Brood, 1980	430	0	ZR1990/91-017; =s.facula see lobdell		23/05/2010		was	0	
13500	 was Schizomavella auriculata ornata=14054	Canu & Bassler, 1930	260	1	ZR1930, Gautier/Horowitz		23/05/2010		was	0	
6868	 was Schizomavella conjuncta=1162	Uttley & Bullivant, 1972	260	0	ZR1979-113		23/05/2010		was	0	
1870	 was Schizomavella cuspidata	(Hincks, 1880)	260	1			23/05/2010		was	0	
1912	 was Schizomavella hastiformis	Hayward & Ryland, 1978		1			23/05/2010		was	0	
8775	 was Schizomavella immersa=1135	Powell, 1967	260	1	ZR1967		23/05/2010		was	0	
14055	 was Schizomavella marsupifera=887	(Busk, 1884)	260	1			2/06/2010		was	0	Objective synonym
8776	 was Schizomavella mucronifera=1140	Powell, 1967	260	1	ZR1967		23/05/2010		was	0	
1889	 was Schizoporella balani	(O'Donoghue & de Watteville, 1944)	250	1	ZR1944		23/05/2010		was	0	
11146	 was Schizoporella' butleri=948	Brown, 1952	250	0	ZR1952		2/06/2010		was	0	Subjective synonym
11844	 was Schizoporella canui=1330	Osburn, 1940	250	1	ZR1942		23/05/2010		was	0	
13891	 was Schizoporella falcifera	Canu & Bassler, 1928	250	1	ZR1928, = Stylopoma spongites		23/05/2010		was	0	
12693	 was Schizoporella horsti=156	(Osburn, 1931)	250	1	ZR1932		23/05/2010		was	0	
8777	 was Schizoporella imperforata=1158	Powell, 1967	250	1	ZR1967		23/05/2010		was	0	
14103	 was Schizoporella limbata=6103	Lorenz, 1886	250	1			23/05/2010		was	0	
653	 was Schizoporella longirostris	Hincks, 1886	250	1	=S. dunkeri, 652		23/05/2010		was	0	
14104	 was Schizoporella magniporata=6105	Nordgaard, 1906	250	1			23/05/2010		was	0	
15069	 was Schizoporella magniporosa	Canu & Bassler, 1923		0	ZR1923		23/05/2010		was	0	
11147	 was Schizoporella' scissa=948	Brown, 1952	250	0	ZR1952		23/05/2010		was	0	
8779	 was Schizoporella terranovae	Powell, 1967	250	1	ZR1967		23/05/2010		was	0	
13504	 was Schizoporella violacea=1320	(Canu & Bassler, 1930)	250	1	ZR1930, Banta 1977		23/05/2010		was	0	
2683	 was Sclerodomus minutus	(Busk, 1884)	306	1			23/05/2010		was	0	
16617	 was Scrupocellaria aviculariae=2493	Yanagi & Okada, 1918	202	1	ZR1918		23/05/2010		was	0	
16989	 was Scrupocellaria grimaldii	Jullien, 1903	202	1	=S. inermis		23/05/2010		was	0	
17899	 was Scrupocellaria jaloisii	Lu, 1991		1	Not in ZR; typo Horowitz		23/05/2010		was	0	
16990	 was Scrupocellaria marsupiata=2494	Jullien, 1882	202	1			2/06/2010		was	0	Objective synonym
4246	 was Securiflustra thysanica	(Moyano, 1972)		1	ZR1975-108		23/05/2010		was	0	
6712	 was Semicava? grandipora	(Canu & Bassler, 1926)	44	0	ZR1991/92-202 ?ZR1926 as Ceriocava		23/05/2010		was	0	
12012	 was Semicoscinium bugusunicum=14475	Nekhoroshev, 1938	500	0	ZR1939, Morozova 1961 synonym		23/05/2010		was	0	
18202	 was Semicoscinium diversispinulatum=17948	Waschurova, 1964		0	not in ZR, Kopaevich		23/05/2010		was	0	
15329	 was Semicoscinium fragilis=10224	Astrova, 1959	500	0			23/05/2010		was	0	
7809	 was Semicoscinium pyramidatum=5739	Kopaevich, 1975	500	0	ZR1975-091 has pyrimidatum		23/05/2010		was	0	
18271	 was Semicoscinium walericum=6358	Waschurova, 1964	500	0	not in ZR, Horowitz		23/05/2010		was	0	
5046	 was Semieschara subpyriformis=4176	(d'Archiac, 1846)	156	0	as Onychocella		23/05/2010		was	0	
10108	 was Septopora ptiloporoides=6688	Baranova, 1960	506	0	ZR1960; =Paraseptopora uralica		23/05/2010		was	0	
1561	 was Serripetraliella chuakensis=12357	(Waters, 1913)	228	1			23/05/2010		was	0	
7961	 was Siphoniotyphlus marginatus	Viskova, 1972	19	0	ZR1972-117; now S.tenuis (Voigt 1975)		23/05/2010		was	0	
17067	 was Siphoniotyphlus marginatus=7962	Viskova, 1973	19	0			23/05/2010		was	0	
11154	 was Smittina aviculata=71	Mawatari, 1952	266	1	ZR1952		23/05/2010		was	0	
13511	 was Smittina bassleri&=10004	Canu & Lecointre, 1930	266	0	ZR1930		23/05/2010		was	0	
3919	 was Smittina ehrlichi	Lopez Gappa, 1978	266	0	ZR1980-093		23/05/2010		was	0	
12168	 was Smittina elongata=156	Okada & Mawatari, 1937	266	1	ZR1937, see Horowitz		23/05/2010		was	0	
12104	 was Smittina foliaceana=Escharoides 'sauroglossa'	Okada & Mawatari, 1938	266	1	ZR1938, Horowitz		23/05/2010		was	0	
14028	 was Smittina labellum=2779	Canu & Bassler, 1928	266	1	ZR1928		2/06/2010		was	0	Objective synonym
3338	 was Smittina levis	(Kirkpatrick, 1890)	266	1	ZR1992/93-107		23/05/2010		was	0	
1665	 was Smittina malleolus=1349	(Hincks, 1884)	266	1	=S. nitidissima (Cook 1968)		23/05/2010		was	0	
12585	 was Smittina novanglia=1935	Osburn, 1933	266	1	ZR1933, Horowitz		23/05/2010		was	0	
888	 was Smittina punctata	Powell, 1967	266	1			23/05/2010		was	0	
14156	 was Smittina regularis	(Reuss, 1866)	266	0	see Reussia		23/05/2010		was	0	
4403	 was Smittina smittiella=1349	Osburn, 1947	266	1	ZR1947, Cook 1968		23/05/2010		was	0	
9587	 was Smittina' thrincota=17926	Shier, 1964	266	1	ZR1964, Winston 2005		23/05/2010		was	0	
14961	 was Smittina torquata=9176	O'Donoghue & O'Donoghue, 1923	266	1	ZR1924; status?		23/05/2010		was	0	
4422	 was Smittinella zealandiae=897	Brown, 1952	266	0			23/05/2010		was	0	
8151	 was Spinofenestella bifidiformis=18389	Morozova, 1970	501	0	ZR1970  =popovi		23/05/2010		was	0	
4494	 was Spiroporina? reteporelliformis=2474	Moyano, 1983	240	0	ZR1983-103 - now Galeopsis		23/05/2010		was	0	
14029	 was Steginoporella brevis&=2571	Canu & Bassler, 1928	166	1	ZR1928 now bassleri		23/05/2010		was	0	
7904	 was Steginoporella reussi=2593	David & Pouyet, 1972	166	0	ZR1972-027		23/05/2010		was	0	
15777	 was Stenodiscus chinensis=6048	(Girty, 1907)	566	0	Astrova 1978		23/05/2010		was	0	
8134	 was Stenodiscus elegans=7303	Morozova, 1970	566	0	ZR1970 as Stenodiscus		23/05/2010		was	0	
10281	 was Stenodiscus granularis	Yang, 1958	566	0	ZR1958 = Araxopora araxensis		2/06/2010		was	0	Subjective synonym
9727	 was Stenodiscus paucitabulatus=4538	Wilson, 1961	566	0	ZR1962		23/05/2010		was	0	
9728	 was Stenodiscus spinulosus			0			23/05/2010		was	0	
8136	 was Stenodiscus? nebulosus=7311	Morozova/Romantchuk, 1970	566	0	ZR1970; Astrova 1978 has Romanchuk		23/05/2010		was	0	
2763	 was Stephanollona contracta=1336	(Waters, 1899)	274	1			2/06/2010		was	0	Duplicate
12972	 was Stichocados moenensis	Lang, 1916	206	0			23/05/2010		was	0	
16618	 was Stichoporina reussi=13107	Stoliczka, 1862	311	0	or Stenosipora		23/05/2010		was	0	
16619	 was Stichoporina? tuberosa=15959	Canu & Bassler, 1918		0	ZR1918		2/06/2010		was	0	Duplicate
9247	 was Stictopora? crassa=8287	Hall, 1852	400	0			23/05/2010		was	0	
7813	 was Stictoporella porifera=7301	Kopaevich, 1975	401	0	ZR1975-091 now Oanduellina		23/05/2010		was	0	
9083	 was Stigmatella catenulata=5659	Cumings & Galloway, 1913	553	0	ZR1938		23/05/2010		was	0	
6059	 was Stigmatella halysa crassa=14733	Dyer, 1925	553	0	ZR1926, ZR1945		23/05/2010		was	0	
14732	 was Stigmatella lambtonensis=14732	Parks & Dyer, 1922	553	0	ZR1923; ZR1926		23/05/2010		was	0	
12120	 was Stigmatella peculiaris similis	Caley, 1936	553	0	ZR1937		23/05/2010		was	0	
14776	 was Stigmatella pulaskiensis=5661	Ruedemann, 1925	553	0	ZR1925		23/05/2010		was	0	
9087	 was Stigmatella vulgaris monticulata=6064	Armstrong, 1945	553	0	ZR1945		23/05/2010		was	0	
11847	 was Stolella agilis jheringi=5094	(Marcus, 1942)	653	1	ZR1942		23/05/2010		was	0	
11846	 was Stolella agilis=5094	Marcus, 1941	653	1	ZR1942 as Stolella		23/05/2010		was	0	
10755	Mecynoecia icaunensis	(d'Orbigny, 1850)	39	0	see Horowitz, Walter		23/05/2010		Mecynoecia	1	
7593	 was Stomatopora multigemmans=3798	Illies, 1974	4	0	ZR1974-054		23/05/2010		was	0	
7850	 was Stomatopora varigemmata	Kiepura, 1973	4	0	ZR1973-093, now Corynotrypa?		23/05/2010		was	0	
6469	 was Streblotrypa (Streblascopora) prisca	(Gabb & Horn, 1862)	431	0	ZR1993/94-035		23/05/2010		was	0	
10473	 was Streblotrypa nicklesi&	Elias, 1957	431	0	ZR1957		23/05/2010		was	0	
12313	 was Striatodoma striatum	(Canu & Bassler, 1930)	286	0	now Smithsonius		23/05/2010		was	0	
15481	 was Stromatotrypa ovata=15546	Ulrich, 1893	556	0	Batostoma in Astrova, 1978		23/05/2010		was	0	
1707	 was Stylopoma parviporosum	Canu & Bassler, 1929	250	1	ZR1929, = Stylopoma duboisii		23/05/2010		was	0	
7885	 was Sulcoretepora? ramosa=5903	Owen, 1973	607	0	ZR1973-134 as Sulcoretepora?		23/05/2010		was	0	
8962	 was Synocladia virgulacea=9034	(Phillips, 1829)	506	0			23/05/2010		was	0	
10288	 was Tabulipora incrustans=7283	Nekhoroshev, 1953	566	0	ZR1956; ZR1958; Astrova has 1956 date		23/05/2010		was	0	
12060	 was Tabulipora meekana=13992	(Ulrich, 1890)	566	0	= T.ramosa		23/05/2010		was	0	
10176	 was Tabulipora silbilica	Nikiforova, 1933	566	0	ZR1959		23/05/2010		was	0	
8871	 was Tabulipora? incrustans=7283	Nekhoroshev, 1953	566	0	ZR1966		23/05/2010		was	0	
5390	 was Taenioporella articulata	(Voigt, 1930)	1009	0	ZR1987/88-157		23/05/2010		was	0	
11289	 was Taenioporina articulata	Voigt, 1930	223	0			23/05/2010		was	0	
17709	 was Tegella amissavicularis=10840	(Kluge, 1952)	148	1			23/05/2010		was	0	
9170	 was Tegella robertsonae=2703	O'Donoghue & O'Donoghue, 1926	148	0			23/05/2010		was	0	
14546	 was Temachia microstoma	(Norman, 1864)	218	0	Reverter...1999 now 1626		23/05/2010		was	0	
19874	 was Tetraplaria gilbertensis=6129	(Maplestone, 1909)	272	1			23/05/2010		was	0	
13106	 was Tetraplaria schreibersi	(Reuss, 1848)	272	0	now8446		23/05/2010		was	0	
8058	 was Thalamoporella verrilli	Soule & Soule, 1970	168	0	ZR1970; now Thalamotreptos		2/06/2010		was	0	Objective synonym
10570	 was Trematopora intercludens=9367	Astrova, 1955	556	0	ZR1956		23/05/2010		was	0	
6183	 was Tremogasterina granulata	Canu & Bassler, 1928	208	1	=T. mucronata (Powell & Cook)		23/05/2010		was	0	
14033	 was Tremogasterina malleolus	Canu & Bassler, 1928	208	1	=T. mucronata (Powell & Cook)		23/05/2010		was	0	
14034	 was Tremogasterina sparsiporosa	Canu & Bassler, 1928	208	1	=T. mucronata (Powell & Cook)		23/05/2010		was	0	
15079	 was Tremogasterina truncatorostris	Canu & Bassler, 1923	208	0	=T. mucronata (Powell & Cook)		23/05/2010		was	0	
14032	 was Tremogasterina ventricosa	Canu & Bassler, 1928	208	1	=T. mucronata (Powell & Cook)		23/05/2010		was	0	
10911	 was Tremopora prenanti=141	Gautier, 1955	154	1	ZR1955		23/05/2010		was	0	
8285	 was Trigonodictya acuta=9283	(Hall, 1847)	400	0	ZR1969		23/05/2010		was	0	
82	 was Triphyllozoon umbonatum	(MacGillivray, 1884)	274	1			23/05/2010		was	0	
2888	 was Triticella egertoni=2892	(Busk, 1874)	96	1	(d'Hondt, 1983)		23/05/2010		was	0	
14872	 was Triticella tegeticula=2889	O'Donoghue & O'Donoghue, 1923	96	1	ZR1924		2/06/2010		was	0	Subjective synonym
15387	 was Trochosodon multiarmata	(Maplestone, 1909)	315	1	really Conescharellina		23/05/2010		was	0	
10876	 was Trypostega circumfissa	Bobies, 1956	231	0	ZR1956, =Chorizopora brongniartii fide David & Pouyet 1974		23/05/2010		was	0	
17438	 was Tubigera disticha=14290	(Goldfuss, 1826)	31	0			23/05/2010		was	0	
11815	 was Tubiporella levinseni=1616	Borg, 1940	264	1	ZR1943; status?		23/05/2010		was	0	
10936	 was Tubulipora arctoflabellaris=10882	Kluge, 1946	6	1	ZR1954 as arctiflabellaris		23/05/2010		was	0	
16949	 was Tubulipora brongniarti=14173	(Milne-Edwards, 1837)	6	1	in Ghiurca, 1975		23/05/2010		was	0	
8431	 was Tubulipora dimidiata	(Reuss, 1848)	6	0			23/05/2010		was	0	
15081	 was Tubulipora fasciculifera&	not a new species (C&B 1923)	6	0	ZR1923		23/05/2010		was	0	
10938	 was Tubulipora fasciculiformis=10880	Kluge, 1946	6	1	ZR1954		23/05/2010		was	0	
15087	 was Turbicellepora robusta	(Barroso, 1921)	290	1			23/05/2010		was	0	
11468	 was Valdemunitella? caribbea=1291	Osburn, 1947	148	1	ZR1947; as Pyrulella now 1291		23/05/2010		was	0	
17687	 was Velumella irregularis=14963	Duvergier, 1924	156	0			23/05/2010		was	0	
11478	 was Vibracellina caribbea=1283	Osburn, 1947	152	1	ZR1947		23/05/2010		was	0	
18270	 was Viscovia fragiliforme=6352	(Waschurova, 1964)	500	0	not in ZR, Horowitz		23/05/2010		was	0	
18200	 was Viscovia medium=6356	(Waschurova, 1964)	500	0	not in ZR, Kopaevich		23/05/2010		was	0	
6357	 was Viscovia spicata	(Plamenskaya, 1991)	500	0	ZR1997/98-093		23/05/2010		was	0	
6476	Wassypora vassiacensis	(d'Orbigny, 1853)	31	0	as ; ZR1993/94-095		23/05/2010		Wassypora	1	
6477	 was Zozariella sugiyamai=6966	(Sakagami, 1979)	580	0	ZR1979-094 as Leioclema, ZR1993/94		23/05/2010		was	0	
12491	 wasPetalotrypa kossmati=6336	Nikiforova, 1933	567	0	ZR1933		23/05/2010		wasPetalotrypa	0	
0	z?			0			23/05/2010		z	0	
20222	Primorella remota	Gorjunova, 2007	434	0		7/06/2007	23/05/2010		Primorella	1	
20223	Primorella testata	Gorjunova, 2007	434	0		7/06/2007	23/05/2010		Primorella	1	
20224	Ipmorella clara	Gorjunova, 2007	431	0		7/06/2007	23/05/2010		Ipmorella	1	
20225	Pseudoascopora subtilis	Gorjunova, 2007	431	0		7/06/2007	23/05/2010		Pseudoascopora	1	
20226	Taeniodictya vermiculata	Gorjunova, 2007	1021	0		7/06/2007	23/05/2010		Taeniodictya	1	
20227	Diplosolen pravus	Viskova, 2007	8	0		7/06/2007	23/05/2010		Diplosolen	1	
20228	Entalophora alexeevi	Viskova, 2007	39	0		7/06/2007	23/05/2010		Entalophora	1	
20229	Cellulipora retshitsiensis	Viskova, 2007	15	0		7/06/2007	23/05/2010		Cellulipora	1	
20230	Siphodictyum primarium=4166	Viskova, 2007	30	0		7/06/2007	23/05/2010		Siphodictyum	1	
20231	Ceata kamushkiensis	Viskova, 2007	9	0		7/06/2007	23/05/2010		Ceata	1	
20232	Orbipora lynnensis	Koromyslova, 2007	551	0		7/06/2007	23/05/2010		Orbipora	1	
20233	Orbipora ukhakuensis	Koromyslova, 2007	551	0		7/06/2007	23/05/2010		Orbipora	1	
20234	Flustra italica	Spallanzani, 1801	146	1	from Horowitz		23/05/2010		Flustra	1	
20235	Porina cenomana	Lecointre, 1912	240	0	from Horowitz		23/05/2010		Porina	1	
20236	Prolixicella bifurcata	Ernst & Schroeder, 2007	502	0			23/05/2010		Prolixicella	1	
20237	Nematopora tenuis	Ernst & Schroeder, 2007	430	0			23/05/2010		Nematopora	1	
20238	Intrapora germanica	Ernst & Schroeder, 2007	405	0			23/05/2010		Intrapora	1	
20239	Spinofenestella antiqua	(Goldfuss, 1826)	501	0			23/05/2010		Spinofenestella	1	
20240	Dishelopora bicuspis	Lang, 1916	206	0			23/05/2010		Dishelopora	1	
20241	Dishelopora binoculata	Lang, 1916	206	0			23/05/2010		Dishelopora	1	
20242	Dishelopora bispinosa	Lang, 1916	206	0			23/05/2010		Dishelopora	1	
20243	Dishelopora claviceps	(Brydone, 1910)	206	0			23/05/2010		Dishelopora	1	
20244	Dishelopora cuckmerensis	Lang, 1916	206	0			23/05/2010		Dishelopora	1	
20245	Dishelopora valvata	Lang, 1916	206	0			23/05/2010		Dishelopora	1	
20246	Eucheilopora barbata	Lang, 1916	206	0			23/05/2010		Eucheilopora	1	
20247	Eucheilopora crassescens	Lang, 1916	206	0			23/05/2010		Eucheilopora	1	
20248	Eucheilopora labiosa	Lang, 1916	206	0			23/05/2010		Eucheilopora	1	
20249	Distansescharella glabra	Voigt, 1924	206	0			23/05/2010		Distansescharella	1	
20250	Distansescharella dorbignyi	Lang, 1916	206	0		6/6/2007	23/05/2010		Distansescharella	1	
17444	Abakana macrospina	(Schoenmann, 1926)	556	0	NOT in ZR?;as Trematella in Morozova, 1961(NOT in ZR)		23/05/2010		Abakana	1	
6135	Abdomenopora schumacheri	Voigt, 1995	206	0			23/05/2010		Abdomenopora	1	
2347	Aberrodomus candidus	Gordon, 1988	286	1	ZR1990/91-037		23/05/2010	bryozoa.net/cheilostomata/bifaxariidae/abercan.html	Aberrodomus	1	
1643	Aberrodomus pocillifer	(Harmer, 1957)	286	1	ZR1958; ZR1990/91-037		23/05/2010		Aberrodomus	1	
1644	Aberrodomus sinuatus	(Harmer, 1957)	286	1	ZR1958; ZR1990/91-037		23/05/2010		Aberrodomus	1	
12666	Acanthobaktron spinosum	Voigt, 1999	206	0			23/05/2010		Acanthobaktron	1	
19804	Acanthoceramoporella brestica	Pushkin, 2002	615	0	ZR2004-084		23/05/2010		Acanthoceramoporella	1	
8382	Acanthoceramoporella crassimuralis	(Bassler, 1911)	615	0	as Coeloclema; ZR1968		23/05/2010		Acanthoceramoporella	1	
