rank_name	unit_name1	unit_name2	unit_name3	parent_name	usage	taxon_author	accepted_name	unacceptability_reason	comments	details
Species	Desmepora	dixoniana		Desmepora Lonsdale 1850	invalid	(Mantell, 1844)	Osculipora semicylindrica			Vide Idmonea dixoniana;
Species	Diastopora	pavonina		Diastopora Lamouroux, 1821	invalid	Michelin, 1846	Fascipora pavonina			Species typica Fascipora d'Orbigny, 1853;   Etiam ?Fascipora fide Gregory (1899);   Etiam Entalophora fide d'Orbigny (1850);   Etiam Fascipora fide d'Orbigny (1853), Walter (1975);   Cretaceous, Cenomanian (France, Le Mans);     Campanian (France, Germany);     Maastrichtian (Germany, Rugen) fide Marsson (1887);
Species	Entalophora	clavata		Entalophora Lamouroux 1821	invalid	d'Orbigny, 1850	Entalophora echinata	junior synonym		Subjective junior synonym Pustulopora echinata fide Gregory (1899);   Etiam Clavisparsa fide d'Orbigny (1853), Marsson (1887);   Cretaceous, Senonian [Coniacian] (France, Fecamp);     Maastrichtian (Germany, Rugen) fide Marsson (1887);
Species	Entalophora	pavonina		Entalophora Lamouroux 1821	invalid	(Michelin, 1846)	Fascipora pavonina			Vide Diastopora pavonina;
Species	Escharina	plicatella		Escharina Milne Edwards 1836	invalid	von Hagenow, 1851	Polycephalopora plicatella			Vide Cellepora (Escharina) plicatella;
Species	Fasciculipora	clavata		Fasciculipora Goldstein 1847	invalid	d'Orbigny, 1850	Trochiliopora clavata			Subjective synonym Fungella dujardini [which does not priority] fide Gregory (1909); not    accepted in Voigt (1972);   Etiam Corymbosa fide d'Orbigny (1853);   Etiam Fungella fide Gregory (1909);   Etiam Trochiliopora fide Voigt (1972);   Cretaceous, Senonian [Coniacian] (France, Fecamp) etiam Voigt (1972);
Species	Fasciculipora	plicata		Fasciculipora Goldstein 1847	invalid	(von Hagenow, 1851)	Fasciculiporina plicata			Vide Fungella plicata;
Species	Fascipora	francqana		Fascipora d'Orbigny 1853	invalid	(d'Orbigny, 1853)	Entalophora francqana			Vide Fasciporina francqana;
Species	Fungella	plicata		Fungella v. Hagenow [1851]	invalid	von Hagenow, 1851	Fasciculiporina plicata			Now Fasciculiporina see Voigt, 1987;   Etiam Fasciculipora fide d'Orbigny (1853);   Cretaceous, Maastrichtian (The Netherlands);
Species	Gargantua	aglaia		Gargantua Jullien 1888	invalid	(d'Orbigny, 1851)	Onychocella aglaia			Vide Eschara aglaia;
Species	Herpetopora	walfordi		Herpetopora Lang 1914	invalid	(Pergens, 1894)	Pachydera walfordi		Herperopora in Horowitz	Vide Cribrilina walfordi;
Species	Homalostega	biforis		Homalostega Marsson 1887	invalid	Marsson, 1887	Micropora biforis	junior synonym		?Subjective junior synonym Cellepora membranacea fide Voigt (1930);   Etiam Micropora fide Voigt (1930, 1979);   Cretaceous, Maastrichtian (Germany, Rugen);     Maastrichtian (The Netherlands, Kunrade) fide Voigt (1979);
Species	Idmonea	calypso		Idmonea Waters 1821	invalid	d'Orbigny, 1853	Crisisina cenomana	junior synonym	1852 in Horowitz	Subjective junior synonym Idmonea dorsata fide Marsson (1887);   Subjective junior synonym Crisina cenomana fide Gregory (1899);   Etiam Crisina fide Gregory (1899);   Etiam Reptotubigera fide Bucaille (1890);   Cretaceous, Cenomanian (France, Le Mans);
Species	Idmonea	carantina		Idmonea Waters 1821	invalid	d'Orbigny, 1853	Retecava carantina		1852 in Horowitz	Etiam Retecava fide Gregory (1899);   Cretaceous, Turonian (France, Augouleme);
Species	Idmonea	cytherea		Idmonea Waters 1821	invalid	d'Orbigny, 1853	Crisisina carinata	junior synonym	1852 in Horowitz	Subjective junior synonym Idmonea carinata fide Gregory (1899), Voigt (1924);   Etiam Retecava fide Gregory (1899);   Cretaceous, Senonian [Coniacian-Santonian] (France, Tours, Vendome);       Upper [Rocanean] (Argentina) fide Canu (1911);
Species	Idmonea	dixoniana		Idmonea Waters 1821	invalid	Mantell, 1844	Osculipora semicylindrica	junior synonym		Subjective junior synonym Idmonea cretacea fide Gregory (1899);   Subjective junior synonym Idmonea semicylindrica fide Gregory (1909);   Etiam Desmepora fide Gregory (1909);   Etiam Retecava fide Gregory (1899);   Cretaceous (England);
Species	Idmonea	geometrica		Idmonea Waters 1821	invalid	von Hagenow, 1851	Crisina geometrica			Etiam Crisina fide d'Orbigny (1853), Voigt (1973);   Etiam Retecava fide Gregory (1899);   Cretaceous, Maastrichtian (The Netherlands);     Santonian (Germany) fide Voigt (1924, 1973);     Santonian-Maastrichtian fide Voigt (1973, table);
Species	Idmonea	gibbosa		Idmonea Waters 1821	invalid	von Hagenow, 1851	Crisisina gibbosa			Nunc Crisisina fide Brood 1972;   Nomen dubium fide d'Orbigny (1853);   Etiam Retecava fide Gregory (1899);   Cretaceous, Maastrichtian (The Netherlands);     Santonian in Gregory (1899);
Species	Idmonea	semicylindrica		Idmonea Waters 1821	invalid	Roemer, 1840	Osculipora semicylindrica			Nunc Osculipora by generic synonymy;  Species typica Desmepora Lonsdale, 1850;   Etiam Desmepora fide Lonsdale in Dixon (1850), Marsson (1887), Gregory (1909);   Etiam Retepora fide von Hagenow in Geinitz (1846);   Etiam Truncatula fide Kade (1852), d'Orbigny (1854);   Cretaceous, Santonian (Germany);     Maastrichtian (Germany, Rugen) fide Marsson (1887);     Santonian (Germany) fide Voigt (1924);     Turonian-Coniacian (France) fide Canu & Bassler (1922);     Turonian-Maastrichtian in Gregory (1909);   Cenozoic, Paleocene, Danian (Denmark) fide Canu & Bassler (1922);
Species	Lunularia	richteri		Lunularia Busk 1884	invalid	(von Hagenow, 1846)	Lunulites richteri			Vide Stichopora richteri;
Species	Meliceritites	hexagona		Meliceritites Roemer 1840	invalid	(d'Orbigny, 1853)	Elea hexagona			Vide Elea hexagona;
Species	Membranipora	irregularis		Membranipora de Blainville 1830	invalid	(von Hagenow, 1839) non (d'Orbigny, 1852) non d'Orbigny, 1847 nec (d'Orbigny, 1852)	Onychocella subirregularis			Vide Cellepora irregularis;
Species	Ogiva	archosia		Ogiva Jullien 1882	invalid	(d'Orbigny, 1851)	Onychocella piriformis			Vide Eschara archosia;
Species	Ogiva	beisseli		Ogiva Jullien 1882	invalid	(Marsson, 1887)	Ogiva arborea			Vide Semieschara beisseli;
Species	Ogiva	cyclostoma		Ogiva Jullien 1882	invalid	(Goldfuss, 1826)	Onychocella cyclostoma			Vide Eschara cyclostoma;
Species	Ogiva	piriformis		Ogiva Jullien 1882	invalid	(Goldfuss, 1826)	Onychocella piriformis			Vide Eschara piriformis;
Species	Ogivalia	arborea		Ogivalia Jullien 1882	invalid	(d'Orbigny, 1852)	Ogiva arborea			Vide Semieschara arborea;
Species	Ogivalia	cepha		Ogivalia Jullien 1882	invalid	(d'Orbigny, 1851)	Onychocella cepha			Vide Eschara cepha;
Species	Ogivalia	cytherea		Ogivalia Jullien 1882	invalid	(d'Orbigny, 1851)	Onychocella lamarcki			Vide Eschara cytherea;
Species	Ogivalia	delarueana		Ogivalia Jullien 1882	invalid	(d'Orbigny, 1851)	Onychocella delarueana			Vide Eschara delarueana;
Species	Ogivalia	didyma		Ogivalia Jullien 1882	invalid	(d'Orbigny, 1851)	Ogiva didyma			Vide Eschara didyma;
Species	Onychocella	arborea		Onychocella Jullien 1882	invalid	(d'Orbigny, 1852)	Ogiva arborea			Vide Semieschara arborea;
Species	Onychocella	aspasia		Onychocella Jullien 1882	invalid	(d'Orbigny, 1851)	Ogiva aspasia			Vide Eschara aspasia;
Species	Onychocella	beisseli		Onychocella Jullien 1882	invalid	(Marsson, 1887) non (Marsson, 1887)	Ogiva arborea			Vide Semieschara beisseli;
Species	Onychocella	cydippe		Onychocella Jullien 1882	invalid	(d'Orbigny, 1851)	Ogiva cydippe			Vide Eschara cydippe;
Species	Onychocella	cynara		Onychocella Jullien 1882	invalid	(d'Orbigny, 1851)	Ogiva cynara			Vide Eschara cynara;
Species	Onychocella	didyma		Onychocella Jullien 1882	invalid	(d'Orbigny, 1851)	Ogiva didyma			Vide Eschara didyma;
Species	Onychocella	prazaki		Onychocella Jullien 1882	invalid	(Novak, 1877)	Onychocella acis			Vide Biflustra prazaki;
Species	Onychocella	richteri		Onychocella Jullien 1882	invalid	(von Hagenow, 1846)	Lunulites richteri			Vide Stichopora richteri;
Species	Porina	filiformis		Porina d'Orbigny 1852	invalid	d'Orbigny, 1852	Pachythecella filiformis			Etiam Acropora fide Marsson (1887);    Etiam Pachytheca fide Canu (1913, 1920), Voigt (1930);    Etiam Porina fide Canu (1900);    Etiam Pachythecella fide Berthelsen (1962);   Cretaceous, Senonian [Maastrichtian] (France, Royan);      Maastrichtian (Germany, Rugen) fide Marsson (1887);        Maastrichtian (Germany, Denmark) fide Voigt (1930);        Maastrichtian (France, Saint-Gaudens, Latoue, Saint-Marcet) fide Canu (1920);    Cenozoic, Paleocene, Danian (Denmark, Mons) fide Levinsen (1909);         Cretaceous, Senonian (Denmark, France, Germany) fide Berthelsen (1962);   Cenozoic, Paleocene, Danian (Denmark) fide Berthelsen (1962);   Danish and German records are now Frurionella dubiosa fide Gordon 2002;
Species	Pyripora	shawi		Pyripora d'Orbigny 1852	invalid	Frey & Larwood, 1971	Herpetopora anglica		ZR1971	
Species	Reptescharipora	plicatella		Reptescharipora d'Orbigny 1853	invalid	(von Hagenow, 1851)	Polycephalopora plicatella			Vide Cellepora (Escharina) plicatella;
Species	Reptotubigera	calypso		Reptotubigera d'Orbigny 1853	invalid	(d'Orbigny, 1853)	Crisisina cenomana		1851 in Horowitz	Vide Idmonea calypso;
Species	Retecava	carinata		Retecava d'Orbigny 1854	invalid	(Roemer, 1840)	Crisisina carinata			Vide Idmonea carinata;
Species	Retecava	cytherea		Retecava d'Orbigny 1854	invalid	(d'Orbigny, 1853)	Crisisina carinata		1852 in Horowitz	Vide Idmonea cytherea;
Species	Retecava	dixonensis		Retecava d'Orbigny 1854	invalid	(Mantell, 1844)	Osculipora semicylindrica			Vide Idmonea dixonensis;
Species	Retecava	gibbosa		Retecava d'Orbigny 1854	invalid	(von Hagenow, 1851)	Crisisina gibbosa			Vide Idmonea gibbosa;
Species	Retepora	semicylindrica		Retepora Soldani 1795	invalid	(Roemer, 1840)	Osculipora semicylindrica			Vide Idmonea semicylindrica;
Species	Semieschara	arborea		Semieschara d'Orbigny 1852	invalid	d'Orbigny, 1852 non Beissel, 1865	Ogiva arborea			Etiam Onychocella (Ogiva) fide Canu (1900);    Cretaceous, Senonian [Turonian-Maastrichtian] (France, Moutiers, Tours, Vendome, Royan);
Species	Semieschara	beisselii		Semieschara d'Orbigny 1852	invalid	Marsson, 1887	Ogiva arborea			?synonym Semieschara arborea;    Bryozoan position uncertain fide Voigt (1930);    Etiam Onychocella (Ogiva) fide Canu (1900);    Cretaceous, Maastrichtian (Germany, Rugen);
Species	Semieschara	cochlearis		Semieschara d'Orbigny 1852	invalid	Marsson, 1887	Onychocella cochlearis			Etiam Onychocella fide Canu (1900);    Cretaceous, Maastrichtian (Germany, Rugen);
Species	Semieschara	piriformis		Semieschara d'Orbigny 1852	invalid	(Goldfuss, 1826)	Onychocella piriformis			Vide Eschara piriformis;
Species	Semieschara	richteri		Semieschara d'Orbigny 1852	invalid	(von Hagenow, 1846)	Lunulites richteri			Vide Stichopora richteri;
Species	Semieschara	simplex		Semieschara d'Orbigny 1852	invalid	d'Orbigny, 1852	Onychocella simplex			Species dubia fide Canu (1900); types lost;    Pars etiam Onychocella depressula simplex fide Canu (1900);    Pars etiam Onychocella fide Canu (1900);    Cretaceous, Senonian [Campanian-Maastrichtian] (France, Meudon, Ste. Colombe);
Species	Stichopora	richteri		Stichopora von Hagenow 1846	invalid	von Hagenow, 1846	Lunulites richteri			Etiam Lunularia fide Voigt (1930); recte Lunulites;    Etiam Onychocella fide Canu (1900), Levinsen (1925);    Etiam Semieschara fide Marsson (1887);    Cretaceous, Maastrichtian (Germany);      Maastrichtian (Germany, Rugen) fide Marsson (1887);      Maastrichtian (Germany, Rugen; Denmark) fide Voigt (1930);
Species	Stomatopora	plicata		Stomatopora Yanagi & Okada 1825	invalid	(d'Orbigny, 1851)	Fasciculiporina plicata			Vide Alecto plicata;
Species	Vincularia	chilostoma		Vincularia Defrance 1829	invalid	Marsson, 1887	Onychocella chilostoma			Etiam Onychocella (?) fide Voigt (1930);    Cretaceous, Maastrichtian (Germany, Rugen);
Species	Vincularia	flexuosa		Vincularia Defrance 1829	invalid	d'Orbigny, 1851	Onychocella flexuosa			Species dubia fide Canu (1900); two inadequate specimens;    Etiam Onychocella fide Jullien (1882);    Cretaceous, Senonian [Santonian, Maastrichtian] (France, Vendome, Nehou);
Species	Biflustra	disjuncta		Biflustra d'Orbigny 1852	invalid	Gabb & Horn, 1862	Aplousina disjuncta	junior synonym		Subjective junior synonym Cellepora elliptica fide Pergens (1887);   Etiam Aplousina fide Canu & Bassler (1933);   Cenozoic, Paleocene, Thanetian (USA: Vincentown Limesand);
Species	Biflustra	excavata		Biflustra d'Orbigny 1852	invalid	(Reuss, 1848)	Onychocella subpyriformis			Vide Eschara excavata;
Species	Cellepora	subpyriformis		Cellepora Linnaeus 1767	invalid	(d'Archiac, 1846)	Onychocella subpyriformis		1847 in Horowitz	Vide Eschara subpyriformis;
Species	Escharina	subpyriformis		Escharina Milne Edwards 1836	invalid	(d'Archiac, 1846)	Onychocella subpyriformis			Vide Eschara subpyriformis;
Species	Escharoides	carbonneli		Escharoides Milne Edwards 1836	invalid	David & Pouyet, 1972	Hippomenella megalota		ZR1972-027	
Species	Membranipora	concamerata		Membranipora de Blainville 1830	invalid	Waters, 1881	Ogiva concamerata			Etiam Ogiva fide Brown (1958);   Cenozoic, Oligocene, Chattian (Australia, Dartmoor) fide Brown (1958);     Miocene, Langhian (Australia, Curdies Creek);
Species	Membranipora	crassimarginata		Membranipora de Blainville 1830	invalid	Hincks, 1880	Crassimarginatella crassimarginata			Species typica Gramella Canu, 1917;   Etiam Gramella fide Canu (1917);   Etiam Crassimarginatella Canu (1900);   Etiam Oochilina fide Norman (1903);   Cenozoic, Eocene, Priabonian (southeastern USA: Castle Hayne Limestone; Ocala Group);     late Eocene (Tonga: Globigerina gortanii zone) fide Cheetham (1972);     Miocene (Japan) fide Hayami (1976);   Recent, Atlantic, Mediterranean;
Species	Membranipora	incompta		Membranipora de Blainville 1830	invalid	Reuss, 1874	Rosseliana incompta			Etiam Rosseliana fide Bobies (1928), David & Pouyet (1974);   Cenozoic, Miocene, Tortonian (Austria) etiam David & Pouyet (1974);     Miocene, Tortonian (Poland) fide Malecki (1958);     Miocene, Burdigalian (France);     Pliocene (Sicily) fide Pouyet & Moissette (1992);
Species	Membranipora	valdemunita		Membranipora de Blainville 1830	invalid	Hincks, 1885	Valdemunitella valdemunita			Species typica Valdemunitella Canu, 1900;   Nunc Valdemunitella fide Canu (1900);   Etiam Oochilina ? Norman (1903);   Recent, Pacific (New Zealand, Australia);   Fossil: Pliocene (New Zealand, USA, Europe);     Cenozoic, Pliocene (New Zealand) fide Brown (1952);
Species	Micropora	disparilis		Micropora Gray 1848	invalid	(Gabb & Horn, 1862)	Micropora coriacea			Vide Reptescharellina disparilis;
Species	Onychocella	excavata		Onychocella Jullien 1882	invalid	(Reuss, 1848)	Onychocella subpyriformis			Vide Eschara excavata;
Species	Reptescharellina	disparilis		Reptescharellina d'Orbigny 1852	invalid	Gabb & Horn, 1862	Micropora coriacea	junior synonym		Subjective junior synonym Cellepora nobilis fide Pergens (1887);   Subjective junior synonym Flustra coriacea fide Canu (1904), Canu & Bassler (1920);   Etiam Micropora fide Pergens (1887);   Cenozoic, Pleistocene (USA, California);
Species	Exidmonea	gracillima		Exidmonea Waters 1972	invalid	(Reuss, 1869)	Exidmonea concava			Vide Idmonea gracillima;
Species	Idmidronea	gracillima		Idmidronea Canu & Bassler 1920	invalid	(Reuss, 1869)	Exidmonea concava			Vide Idmonea gracillima;
Species	Idmonea	dichotoma		Idmonea Waters 1821	invalid	Gabb & Horn, 1862 non De Stefani, 1884	Retecava dichotoma			Etiam Retecava fide Gregory (1899);   Cenozoic, Paleocene (USA, New Jersey: Vincentown Limesand);
Species	Idmonea	gracillima		Idmonea Waters 1821	invalid	Reuss, 1869 non Busk, 1875	Exidmonea concava	junior synonym		Subjective junior synonym Idmonea coronopus fide Canu (1909), Braga (1963);   Subjective synonym Idmonea concava fide Antolini, Braga & Finotti (1980), Braga & Brabin (1988), Neviani (1900);   Etiam Exidmonea fide Mongereau (1969), Braga & Brabin (1988);   Etiam Idmidronea fide Braga (1963);   Cenozoic, Eocene, Priabonian (Italy, Val di Lonte);     Paleocene, Danian (Belgium) fide Meunier & Pergens (1886), Dartevelle (1933);     Eocene (Austro-Hungary);     Eocene, upper (Italy) fide Reuss (1869), Gottardi (1885);     Eocene, ?Priabonian (Poland) fide Malecki (1963);     Oligocene (Italy);
Species	Idmonella	carinata		Idmonella Hincks 1925	invalid	(Roemer, 1840)	Crisisina carinata			Vide Idmonea carinata;
Species	Pavotubigera	dimidiata		Pavotubigera d'Orbigny 1853	invalid	(Reuss, 1848)	Fascigera dimidiata			Vide Defrancia dimidiata;
Species	Reticulipora	dichotoma		Reticulipora d'Orbigny 1849	invalid	Gabb & Horn, 1862	Lekythionia dichotoma			Etiam Lekythionia fide Canu & Bassler (1920);   Cenozoic, Paleocene, Selandian (USA: Vincentown Limesand, Aquia Formation);   Holotypus PANS 31246 fide Richards (1968);
Species	Semitubigera	dimidiata		Semitubigera d'Orbigny 1853	invalid	(Reuss, 1848)	Fascigera dimidiata			Vide Defrancia dimidiata;
Species	Tubulipora	biduplicata		Tubulipora Lamarck 1816	invalid	Waters, 1887	Desmediaperoecia biduplicata			Etiam Desmediaperoecia fide Canu & Bassler (1920);   Cenozoic, Pliocene (New Zealand);
Species	Tubulipora	dimidiata		Tubulipora Lamarck 1816	invalid	(Reuss, 1848)	Fascigera dimidiata			Vide Defrancia dimidiata;
Species	Aetea	elongata		Aetea Lamouroux 1812	invalid	(Broeck, 1862)	Aetea truncata			Vide Aetopsis elongata;
Species	Biflustra	crassimarginata		Biflustra d'Orbigny 1852	invalid	(Hincks, 1880)	Crassimarginatella crassimarginata			Vide Membranipora crassimarginata;
Species	Bugula	kurilensis		Bugula Oken 1815	invalid	Okada, 1933	Bugula japonica kurilensis			Vide Bugula japonica kurilensis;
Species	Bugula	versicolor		Bugula Oken 1815	invalid	Busk, 1884	Semidendrobeania versicolor			Species typica Semidendrobeania d'Hondt & Schopf, 1983;   Nunc Semidendrobeania fide d'Hondt & Schopf (1985);   Etiam Dendrobeania fide;   Recent, Atlantic;
Species	Dendrobeania	versicolor		Dendrobeania d'Hondt & Gordon 1996	invalid	(Busk, 1884)	Semidendrobeania versicolor			Vide Bugula versicolor;
Species	Farciminaria	biseriata		Farciminaria Busk 1852	invalid	Waters, 1888	Cryptostomaria biseriata			?Nunc Cryptostomaria fide Canu & Bassler (1929);   Recent, Atlantic;
Species	Hippomenella	curvata		Hippomenella Canu & Bassler 1917	invalid	Uttley & Bullivant, 1972	Parkermavella curvata			Nunc Parkermavella fide Gordon & d'Hondt, 1997; Recent, Pacific (Chatham Islands);
Species	Smittina	calceolus		Smittina Norman 1903	invalid	(MacGillivray, 1887)	Smittoidea calceolus			Vide Smittia calceolus;
Species	Farrella	atlantica		Farrella Ehrenberg 1838	invalid	Busk, 1886	Walkeria atlantica			Nunc Valkeria (Recte Walkeria) fide Osburn (1940) et d'Hondt (1983);   Recent, ?cosmopolitan in temperate and tropical waters;
Species	Farrella	elongata		Farrella Ehrenberg 1838	invalid	(van Beneden, 1845)	Farrella repens			Vide Laguncula elongata;
Species	Farrella	fusca		Farrella Ehrenberg 1838	invalid	(Dalyell, 1848)	Avenella fusca			Vide Avenella fusca;
Species	Farrella	producta		Farrella Ehrenberg 1838	invalid	Hincks, 1851	Farrella repens	junior synonym		Subjective junior synonym Lagenella repens fide Jelly (1889) et Prenant et Bobin (1956);   Recent, northeast Atlantic (Britain);
Species	Vesicularia	fusca		Vesicularia Thompson 1830	invalid	(Dalyell, 1848)	Avenella fusca			Vide Avenella fusca;
Species	Frondipora	marsigli		Frondipora Link 1807	invalid	Michelin, 1842	Frondipora verrucosa	junior synonym	[MARSILLII; ?de Blainville, 1834]	Subjective junior synonym Krusensternia verrucosa fide Vavra (1980);   Etiam Fungella (Fasciculipora) fide Busk (1875);   Recent, Mediterranean (France);   Fossil: Pliocene (France; Britain: Coralline Crag);
Species	Callopora	subnodosa		Callopora Gray 1848	invalid	Ulrich, 1890	Parvohallopora subnodosa			Etiam Hallopora fide Bassler (1915);   Etiam Parvohallopora fide Brown & Daly (1985);   Ordovician (USA: Richmond) (USA, Ohio, Indiana, Illinois, Wisconsin: Richmond) fide Bassler (1915);     upper [Caradocian] (Russia, Gornya Altai) fide Jaroshinskaya (1960);     Ashgillian (Russia, Tuva: upper Karginsk suite) fide Modzalevskaya (1977);     Ashgillian (Mongolia: Tsagandelsk I Sairinsk beds) fide Kopajevich (1984);     Caradoc (Bairimsk beds) fide Kopajevich (1984);     Caradoc (USA, Indiana: Dillsboro Formation) fide Brown & Daly (1985);     Ashgill (USA, Indiana: Saluda Dolomite) fide Butler & Cuffey (1996);
Species	Hallopora	subnodosa		Hallopora Bassler 1911	invalid	(Ulrich, 1890)	Parvohallopora subnodosa			Vide Callopora subnodosa;
Species	Parvohallopora	laevigata		Parvohallopora Singh 1979	invalid	Singh, 1979	Parvohallopora subnodosa		ZR1979-102, Horowitz	
Species	Chiplonkarina	tapaswii		Chiplonkarina Taylor & Badve 1995	invalid	(Chiplonkar & Ghare, 1976)	Chiplonkarina dimorphopora			Vide Laterocea tapaswii;
Species	Perigastrella	granulata		Perigastrella Canu & Bassler 1917	invalid	Zagorsek, 1994	Escharella granulata			Now Escharella;  Cenozoic, Eocene, Priabonian (Slovakia);
Species	Puellina	kollmanni		Puellina Canu & Bassler 1929	invalid	(David & Pouyet, 1974)	Cribrilaria kollmanni			Vide Cribrilaria kollmanni;
Species	Parasmittina	agathae		Parasmittina Osburn 1952	invalid	Hayward & Parker, 1994	Parasmittina vacuramosa			
Species	Retepora	nanshaensis		Retepora Soldani 1795	invalid	Lu, Nie & Zhong in Lu, 1991	Reteporella nanshaensis		NANSHAEENSIS in Horowitz	Recte Reteporella;  Recent, Pacific (China Sea);
Species	Schizomavella	trachoma		Schizomavella Canu & Bassler 1917	invalid	Gordon, 1989	Parkermavella incurvata			Subjective synonym Hippomenella curvata fide ;   Recent, Pacific (New Zealand);
Species	Tessaradoma	bispiramina		Tessaradoma Norman 1869	invalid	Hayward & Cook, 1979	Galeopsis bispiramina			Nunc Galeopsis fide Winston & Beaulieu?;   Recent, Indian Ocean (Natal Basin);
Species	Stellipora	polystomella		Stellipora Hall 1847	invalid	(Nicholson, 1875)	Constellaria polystomella			Vide Constellaria polystomella;
Species	Orthopora	contermina		Orthopora Waters 1904	invalid	Gorjunova, 1985	Mediaporina aspersa			Subjective synonym Mediapora aspersa fide Pushkin et al (1900);   Silurian, Pridolian (Estonia: Okhesaaresk horizon);
Species	Orthopora	parva		Orthopora Waters 1904	invalid	Gorjunova, 1985	Mediaporina aspersa			Subjective synonym Mediapora aspersa fide Pushkin et al (1900);  Silurian, Pridolian (Estonia: Kaugatumask horizon);
Species	Verella	kogulensis		Verella Dalmatskaya, 1951	invalid	Gorjunova, 1985	Veroclema kogulensis			Nunc Veroclema fide Goryunova, 1992;  Silurian, Ludlovian (Estonia: Paadlask horizon);
Species	Verella	sytovae		Verella Dalmatskaya, 1951	invalid	Gorjunova, 1985	Veroclema sytovae			Species typica Veroclema Goryunova, 1992;  Species typica Verella Gorjunova, 1985 Not Veroclema Dalmatskaya, 1951 (Protozoa);   Silurian, Wenlockian (USA, New York: Rochester Shale);
Species	Coelotubulipora	claustubulosa		Coelotubulipora Yang, Huz & Xia 1988	invalid	Yang, Hu & Xia, 1988	Coelotubulipora superhemisepta claustubulosa			Vide Coelotubulipora superhemisepta claustubulosa
Species	Coelotubulipora	ferodiaphragma		Coelotubulipora Yang, Huz & Xia 1988	invalid	Yang, Hu & Xia, 1988	Coelotubulipora euspinusa ferodiaphragma			Vide Coelotubulipora euspinusa ferodiaphragma
Species	Coelotubulipora	torquicuticula		Coelotubulipora Yang, Huz & Xia 1988	invalid	Yang, Hu & Xia, 1988	Coelotubulipora superhemisepta torquicuticula			Vide Coelotubulipora superhemisepta torquicuticula
Species	Dyscritella	maleckii		Dyscritella Girty 1910	invalid	Morozova, 1986	Dyscritella bogatensis		ZR1987/88-104	
Species	Rhabdomeson	minus		Rhabdomeson Young and Young 1874	invalid	Liu, 1986	Rhabdomeson consimile minus			Vide Rhabdomeson consimile minus;
Species	Stenodiscus	lamellosus		Stenodiscus Reissek, 1858	invalid	Huang & Lu, 1986	Stenodiscus giganteus lamellosus			Vide Stenodiscus giganteus granulata;
Species	Mesonopora	uniordinata		Mesonopora Canu & Bassler 1929	invalid	Walter, 1985	Lobomesenteripora uniordinata			Crecaeous, Valanginian (Switzerland, France);
Species	Celleporina	symmetrica		Celleporina Gray 1848	invalid	Moyano, 1985	Celleporina asymmetrica		(PEB - is this a misprint of ASYMMETRICA?)	Recent, Pacific (Chile);
Species	Crassimarginatella	cookae		Crassimarginatella Canu 1900	invalid	Hayward, 1988	Antropora typica			Subjective synonym Dacryonella typica Fide Tilbrook, 1998;   Recent, Indian Ocean (Mauritius);
Species	Cribrilaria	canariensis		Cribrilaria Canu & Bassler, 1928	invalid	Harmelin & Aristegui, 1988	Cribrilaria pseudoradiata canariensis			Vide Puellina (Cribrilaria) pseudoradiata canariensis;
Species	Cribrilaria	septemspinosa		Cribrilaria Canu & Bassler, 1928	invalid	d'Hondt, 1986	Cribrilaria biavicularia septemspinosa		possibly 1987	Vide Cribrilaria biavicularia septemspinosa;
Species	Escharella	hexaespinosa		Escharella Gray 1848	invalid	Aristegui, 1986	Escharella praealta	junior synonym		Subjective junior synonym Smittia praealta fide Lopez de la Cuadra & Garcia Gomez (1993);   Recent, Atlantic (Canary Islands);
Species	Micropora	sagittata		Micropora Gray 1848	invalid	d'Hondt, 1986	Micropora angusta		1986 or 1987?	Subjective synonym Micropora coriacea angusta fide Ryland & Hayward 1992;   Recent, Pacific (New Caledonia);
Species	Mucropetraliella	gaudialis		Mucropetraliella Stach 1936	invalid	d'Hondt, 1986	Mucropetraliella vultur gaudialis		1986 or 1987?	Vide Micropetraliella vultur gaudialis;
Species	Neocellariaeforma	elongata		Neocellariaeforma d'Hondt 1985	invalid	d'Hondt, 1985	Cellaria elongata			Nunc Cellaria fide  ;   Species typica Neocellariaeforma d'Hondt, 1985;   Recent, southwest Indian Ocean;
Species	Otionella	auricula		Otionella Canu & Bassler 1917	invalid	Cook & Chimonides, 1985	Otionellina auricula			Nunc Otionellina fide Bock & Cook (1998);   Recent, Pacific (Australia);
Species	Otionella	australis		Otionella Canu & Bassler 1917	invalid	Cook & Chimonides, 1985	Otionellina australis			Nunc Otionellina fide Bock & Cook (1998);  Recent, Pacific (Australia);   Fossil: Late Miocene-Recent fide Cook & Chimonides (1985);
Species	Pachycleithonia	africana		Pachycleithonia Canu & Bassler 1930	invalid	Cook, 1985	Nigrapercula africana			Species typica, Nunc Nigrapercula Tilbrook, 2006;   Recent, Atlantic (Ghana);
Species	Porella	klugei		Porella Gray 1848	invalid	Gontar, 1982	Raymondcia klugei		1980 in Horowitz	Now Raymondcia see Grischenko et al 2007;   Recent, western Pacific;
Species	Prostomaria	inexpectabilis		Prostomaria MacGillivray 1895	invalid	Gordon, 1985	Mawatarius inexpectabilis			Species typica Mawatarius fide Gordon, 1990;   Nunc Mawatarius fide Gordon (1990);   Recent, Pacific (Kermadec Islands);
