rank_name	unit_name1	unit_name2	unit_name3	parent_name	usage	taxon_author	accepted_name	unacceptability_reason	comments	details
Species	Turbicellepora	areolata		Turbicellepora Ryland 1963	valid	(Canu & Bassler, 1925)			ZR1926; as Schismopora	
Species	Amathia	vermetiformis		Amathia Lamouroux 1812	valid	Harmer, 1926			ZR1926	
Species	Plagioecia	vancouverensis		Plagioecia Canu, 1918	valid	O'Donoghue & O'Donoghue, 1926			ZR1927	
Species	Fenestruloides	umbonata		Fenestruloides Soule, Soule & Chaney 1995	valid	(O'Donoghue & O'Donoghue, 1926)				
Species	Pachydera	moenensis		Pachydera Marsson 1887	valid	(Lang, 1916)			ZR1989/90-128	
Species	Tetrocycloecia	multiporosa		Tetrocycloecia Canu 1917	valid	Canu & Bassler, 1926			ZR1926	
Species	Heteroconopeum	ovatum		Heteroconopeum Voigt  1983	valid	(Canu & Bassler, 1926)			ZR1927, as Callopora?; Taylor & Zaborski, 2002	
Species	Basslerinella	prismatica		Basslerinella Taylor & McKinney 2006	valid	(Canu & Bassler, 1926)			ZR1927 as Conopeum	
Species	Dekayia	granulosa		Dekayia Milne-Edwards & Haime 1851	valid	Fritz, 1926			ZR1927	
Species	Dekayia	meafordensis		Dekayia Milne-Edwards & Haime 1851	valid	Fritz, 1926			ZR1927	
Species	Homotrypa	meafordensis		Homotrypa Ulrich 1882	valid	Fritz, 1926				
Species	Stigmatella	meafordensis		Stigmatella Berkeley and Curtis in Berkeley 1857 and Berkeley 1874	valid	Fritz, 1926				
Species	Penniretepora	girvanensis		Penniretepora d'Orbigny 1849	valid	Reed, 1926			ZR1926	
Species	Semicoscinium	altaicum		Semicoscinium Prout 1859	valid	Nekhoroshev, 1938			ZR1939	
Species	Neoreteporina	major		Neoreteporina Miller 1962	valid	(Nekhoroshev, 1926)				
Species	Reteporina	minima		Reteporina d'Orbigny 1849	valid	Nekhoroshev, 1926			ZR1927	
Species	Streblascopora	etheridgei		Streblascopora Bassier 1952	valid	(Bretnall, 1926)				
Species	Synocladia	arboracea		Synocladia King 1849	valid	Stuckenberg, 1895				
Species	Ammatophora	cretacea		Ammatophora Norman 1903	valid	Canu & Bassler, 1926			ZR1927	
Species	Ceriopora	aequipedis		Ceriopora Goldfuss 1826	valid	Canu & Bassler, 1926			ZR1926	
Species	Ceriopora	dimorphocella		Ceriopora Goldfuss 1826	valid	Canu & Bassler, 1926			ZR1926	
Species	Ceriopora	lobifera		Ceriopora Goldfuss 1826	valid	Canu & Bassler, 1926			ZR1926	
Species	Diplocava	biformis		Diplocava Canu & Bassler 1926	valid	(Römer, 1839)			ZR1991/92-202	
Species	Dysnoetopora	celleporoides		Dysnoetopora Canu & Bassler 1926	valid	Canu & Bassler, 1926			ZR1927	
Species	Frurionella	grandipora		Frurionella Canu & Bassler 1926	valid	Canu & Bassler, 1925 or 1926?			ZR1927	
Species	Frurionella	parvipora		Frurionella Canu & Bassler 1926	valid	Canu & Bassler, 1925 (or 1926)			ZR1927	
Species	Leiosoecia	aequiporosa		Leiosoecia Gordon 1920	valid	Canu & Bassler, 1926			ZR1926	
Species	Membranipora	crassimargo		Membranipora de Blainville 1830	valid	Canu & Bassler, 1926				
Species	Membraniporella	irregularis		Membraniporella Smitt 1873	valid	Canu & Bassler, 1926				
Species	Multicrescis	galaefera		Multicrescis Kluge 1854	valid	Canu & Bassler, 1926			ZR1926	
Species	Nematifera	incrustans		Nematifera Robertson 1922	valid	Canu & Bassler, 1926			ZR1926	
Species	Plethopora	aptensis		Plethopora von Hagenow 1851	valid	Canu & Bassler, 1926			ZR1926	
Species	Proboscina	coarctata		Proboscina Audouin 1826	valid	Canu & Bassler, 1926				
Species	Reptoclausa	denticulata		Reptoclausa O'Donoghue 1853	valid	Canu & Bassler, 1926				
Species	Conopeum	baculinum		Conopeum Gray 1848	valid	Canu, 1926			ZR1927	
Species	Gemelliporidra	typica		Gemelliporidra Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Puellina	simulator		Puellina Canu & Bassler 1929	valid	Canu & Bassler, 1920			ZR1920	
Species	Pyripora	longicauda		Pyripora d'Orbigny 1852	valid	Canu, 1926			ZR1927	
Species	Quadriscutella	clavata		Quadriscutella Bock & Cook 1993	valid	(Maplestone, 1901)				
Species	Taphrostoma	grandis		Taphrostoma Canu 1908	valid	Canu, 1926				
Species	Filisparsa	simulator		Filisparsa d'Orbigny 1852 [53]	valid	Canu & Bassler, 1920			ZR1920	
Species	Alderina	brevispina		Alderina Norman 1903	valid	(O'Donoghue & O'Donoghue, 1926)			ZR1927	
Species	Bugula	dispar		Bugula Oken 1815	valid	Harmer, 1926				
Species	Callopora	armata		Callopora Gray 1848	valid	O'Donoghue & O'Donoghue, 1926			ZR1927	
Species	Camptoplites	lunatus		Camptoplites Harmer 1923	valid	Harmer, 1926			ZR1926	
Species	Canda	foliifera		Canda Lamouroux 1816	valid	Harmer, 1926			ZR1926	
Species	Carbasea	linguiformis		Carbasea Gray 1848	valid	Harmer, 1926			ZR1926	
Species	Caulibugula	inermis		Caulibugula Verrill 1900	valid	Harmer, 1926			ZR1926	
Species	Cellaria	anceps		Cellaria Ellis & Solander 1786	valid	Harmer, 1926			ZR1926	
Species	Cornucopina	geniculata		Cornucopina Levinsen 1909	valid	Harmer, 1926			ZR1926	
Species	Crateropora	expansa		Crateropora Levinsen 1909	valid	Harmer, 1926			ZR1926	
Species	Crateropora	foraminata		Crateropora Levinsen 1909	valid	Harmer, 1926			ZR1926	
Species	Cribella	strophiae		Cribella Jullien in Jullien & Calvet 1903	valid	Canu & Bassler, 1927			ZR1928	
Species	Halophila	longicauda		Halophila Gray 1843	valid	(Harmer, 1926)			ZR1926	
Species	Himantozoum	emaciatum		Himantozoum Harmer 1923	valid	Harmer, 1926			ZR1926	
Species	Kinetoskias	elongata		Kinetoskias Daniellsen 1868	valid	Harmer, 1926			ZR1926	
Species	Mesostomaria	strictoramae		Mesostomaria Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927; ZR1929	
Species	Nelliella	arctata		Nelliella Mawatari 1974	valid	Harmer, 1926			ZR1926; ZR1974-076	
Species	Psilopsella	uniseriata		Psilopsella Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Rhynchozoon	tuberosum		Rhynchozoon Hincks 1895	valid	Canu & Bassler, 1927			ZR1928	
Species	Scrupocellaria	curvata		Scrupocellaria d'Hondt 1988	valid	Harmer, 1926			ZR1926	
Species	Scrupocellaria	inarmata		Scrupocellaria d'Hondt 1988	valid	O'Donoghue & O'Donoghue, 1926			ZR1927	
Species	Setosellina	capriensis		Setosellina Calvet 1906	valid	(Waters, 1926)			ZR1927	
Species	Steginoporella	dilatata		Steginoporella Smitt 1873	valid	Harmer, 1926			ZR1926	
Species	Steginoporella	greavesi		Steginoporella Smitt 1873	valid	Livingstone, 1926			ZR1926	
Species	Steginoporella	mandibulata		Steginoporella Smitt 1873	valid	Harmer, 1926			ZR1926	
Species	Syringotrema	auriculatum		Syringotrema Harmer 1926	valid	Harmer, 1926			ZR1926	
Species	Thalamoporella	hamata		Thalamoporella Hincks 1887	valid	Harmer, 1926			ZR1926	
Species	Tricellaria	aquilina		Tricellaria Lamouroux 1828	valid	Harmer, 1926			ZR1926	
Species	Alcyonidium	columbianum		Alcyonidium Lamouroux 1813	valid	O'Donoghue & O'Donoghue, 1926			ZR1927	
Species	Discocytis	canadensis		Discocytis d'Orbigny 1854	valid	O'Donoghue & O'Donoghue, 1926			ZR1927	
Species	Lichenopora	fava		Lichenopora Gordon & d'Hondt 1823	valid	O'Donoghue & O'Donoghue, 1926				
Species	Tubulipora	anderssoni		Tubulipora Lamarck 1816	valid	Borg, 1926				
Species	Micropora	fissurata		Micropora Gray 1848	valid	Waters, 1927			ZR1927	
Species	Quadrisemicoscinium	intermedium		Quadrisemicoscinium Plamenskaja 1991	valid	(Nekhoroshev, 1926)			ZR1927; ZR1998/99	
Species	Mucropetraliella	bennetti		Mucropetraliella Stach 1936	valid	(Livingstone, 1926)				
Species	Reteporella	arborea		Reteporella Busk 1884	valid	(Jullien, 1882)				
Species	Escharella	fusca		Escharella Gray 1848	valid	(O'Donoghue & O'Donoghue, 1926)			ZR1927 as Mucronella	
Species	Pelmatopora	irregularis		Pelmatopora Lang 1916	valid	(Canu & Bassler, 1926)			ZR1927	
Species	Reteporella	trabeculifera		Reteporella Busk 1884	valid	Canu & Bassler, 1927			ZR1928	
Species	Steginoporella	turbarens		Steginoporella Smitt 1873	valid	(Canu & Lecointre, 1927)			ZR1927	
Species	Leioclema	abacanensis		Leioclema Ulrich 1882	valid	Schoenmann, 1926			ZR1927	
Species	Atactoporella	spicata		Atactoporella	valid	Bassler, 1927			ZR1928	
Species	Batostoma	billingsi		Batostoma Ulrich 1882	valid	Bassler, 1928				
Species	Dekayia	crassa		Dekayia Milne-Edwards & Haime 1851	valid	Bassler, 1927			was Leptotrypa; no entry yet: see Boardman & Utgaard, 1966, 1928 in Horowitz	
Species	Nicholsonella	parvula		Nicholsonella Miller 1889	valid	Bassler, 1927			ZR1928	
Species	Prasopora	canadensis		Prasopora Nicholson & Etheridge 1877	valid	Bassler, 1928				
Species	Nikiforopora	concentrica		Nikiforopora Dunaeva 1964	valid	(Nikiforova, 1927)			ZR1964	
Species	Dimorphostylus	tetrastichus		Dimorphostylus Voigt  1928	valid	Voigt, 1928			ZR1928	
Species	Alderina	costulata		Alderina Norman 1903	valid	Canu & Lecointre, 1927				
Species	Amphiblestrum	ctenostoma		Amphiblestrum Gray 1848	valid	Chapman & Crespin, 1928			ZR1928	
Species	Amphiblestrum	spathuloides		Amphiblestrum Gray 1848	valid	Chapman & Crespin, 1928			ZR1928	
Species	Buffonellodes	strophia		Buffonellodes Strand 1928	valid	Canu & Lecointre, 1928			ZR1930	
Species	Cellaria	minuscula		Cellaria Ellis & Solander 1786	valid	Canu & Lecointre, 1927			ZR1927	
Species	Coleopora	granulosa		Coleopora Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928	
Species	Escharina	meandrina		Escharina Milne Edwards 1836	valid	(Canu & Lecointre, 1928)			ZR1930	
Species	Hincksina	acutirostris		Hincksina Norman 1903	valid	Canu & Lecointre, 1927			ZR1927	
Species	Hippadenella	curta		Hippadenella Canu & Bassler 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Hippadenella	levigata		Hippadenella Canu & Bassler 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Hippadenella	michelini		Hippadenella Canu & Bassler 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Hippadenella	pelliculata		Hippadenella Canu & Bassler 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Hippoporella	bicornis		Hippoporella Canu 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Hippoporella	filifera		Hippoporella Canu 1917	valid	Canu & Lecointre, 1928			ZR1930	
Species	Lacerna	gibbosa		Lacerna Jullien 1888	valid	Canu & Lecointre, 1928			ZR1930	
Species	Micropora	parvicella		Micropora Gray 1848	valid	Canu & Lecointre, 1927			ZR1927	
Species	Monoporella	fimbriata		Monoporella Hincks 1881	valid	Canu & Bassler, 1927				
Species	Reptadeonella	costulata		Reptadeonella Busk 1884	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Rosseliana	brevipora		Rosseliana Jullien 1888	valid	Canu & Lecointre, 1927			ZR1927	
Species	Schismoporella	longirostris		Schismoporella Gregory 1893	valid	(Canu & Bassler, 1920)			ZR1920	
Species	Schismoporella	schizogaster		Schismoporella Gregory 1893	valid	(Reuss, 1848)				
Species	Schizomavella	auriculata		Schizomavella Canu & Bassler 1917	valid	(Hassall, 1842)				
Species	Schizomavella	rudis		Schizomavella Canu & Bassler 1917	valid	(Manzoni, 1869)				
Species	Schizoporella	unicornis		Schizoporella Hincks 1877	valid	(Johnston in Wood, 1844)				
Species	Schizostomella	helvetica		Schizostomella Canu & Bassler 1927	valid	(Canu & Lecointre, 1928)			ZR1930	
Species	Smittina	remotorostrata		Smittina Norman 1903	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Tremopora	separata		Tremopora Ortmann 1890	valid	Canu & Lecointre, 1927				
Species	Tretosina	arcifera		Tretosina Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Filifascigera	miocenica		Filifascigera Hastings 1853	valid	Canu & Bassler, 1927?/Canu & Lecointre, 1934			ZR1927?; ZR1940	
Species	Adeona	bipartita		Adeona Lamouroux 1812	valid	Canu & Bassler, 1928				
Species	Aimulosia	palliolata		Aimulosia Jullien 1888	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Amphiblestrum	parvirostratum		Amphiblestrum Gray 1848	valid	(Canu & Bassler, 1927)			1928 in Horowitz	
Species	Anoteropora	magnicapitata		Anoteropora Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Antropora	typica		Antropora Norman 1903	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Aplousina	errans		Aplousina Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928	
Species	Aplousina	gigantea		Aplousina Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Buffonellaria	reticulata		Buffonellaria Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928	
Species	Buffonellodes	rimosa		Buffonellodes Strand 1928	valid	(Jullien, 1888)				
Species	Callopora	caudata		Callopora Gray 1848	valid	Canu & Bassler, 1928			ZR1928	
Species	Callopora	pumicosa		Callopora Gray 1848	valid	Canu & Bassler, 1928			ZR1928	
Species	Cauloramphus	opertus		Cauloramphus Norman, 1903	valid	Canu & Bassler, 1928			ZR1928	
Species	Celleporina	parvula		Celleporina Gray 1848	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Chaperiopsis	arcifera		Chaperiopsis Uttley 1949	valid	Levinsen, 1909				
Species	Conopeum	seurati		Conopeum Gray 1848	valid	(Canu, 1928)			ZR1929 as Nitscheina	
Species	Crassimarginatella	exilimargo		Crassimarginatella Canu 1900	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Cribella	triangulata		Cribella Jullien in Jullien & Calvet 1903	valid	Canu & Bassler, 1928			ZR1928	
Species	Cryptostomaria	crassatina		Cryptostomaria Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927	
Species	Dendrobeania	lamellosa		Dendrobeania d'Hondt & Gordon 1996	valid	Canu & Bassler, 1928			ZR1928	
Species	Electra	robusta		Electra Lamouroux 1816	valid	Canu & Bassler, 1928			ZR1928	
Species	Escharoides	megarostris		Escharoides Milne Edwards 1836	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Euthyrisella	obtecta		Euthyrisella Bassler 1936	valid	(Hincks, 1882)				
Species	Exechonella	brasiliensis		Exechonella Duvergier 1924	valid	Canu & Bassler, 1928			ZR1928	
Species	Floridinella	parvula		Floridinella Canu & Bassler 1917	valid	Canu & Bassler, 1928			ZR1928	
Species	Floridinella	typica		Floridinella Canu & Bassler 1917	valid	Canu & Bassler, 1928			ZR1928	
Species	Gemelliporidra	ornatissima		Gemelliporidra Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928	
Species	Hippadenella	floridana		Hippadenella Canu & Bassler 1917	valid	Canu & Bassler, 1928			ZR1928	
Species	Hippoporina	reticulatopunctata		Hippoporina Neviani 1895	valid	(Hincks, 1877)				
Species	Lagenipora	ventricosa		Lagenipora Hincks 1877	valid	Canu & Bassler, 1928			ZR1928	
Species	Larvapora	mawsoni		Larvapora Moyano 1970	valid	(Livingstone, 1928)			ZR1928	
Species	Marssonopora	uncifera		Marssonopora Lang 1914	valid	Canu & Bassler, 1928			ZR1928	
Species	Microporella	cucullata		Microporella Hincks 1877	valid	Canu & Bassler, 1928			ZR1928	
Species	Mollia	elongata		Mollia Lamouroux 1816	valid	Canu & Bassler, 1928			ZR1928	
Species	Petraliella	marginata		Petraliella Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928; ZR1936	
Species	Phidolopora	robusta		Phidolopora Gabb & Horn 1862	valid	Canu & Bassler, 1927			ZR1928	
Species	Psilopsella	tuberosa		Psilopsella Canu & Bassler 1927	valid	Canu & Bassler, 1928			ZR1928	
Species	Quadricellaria	caraibica		Quadricellaria d'Orbigny 1851	valid	Canu & Bassler, 1928				
Species	Ramphonotus	parvirostratus		Ramphonotus Norman 1894	valid	Canu & Bassler, 1927			ZR1928	
Species	Reptadeonella	bipartita		Reptadeonella Busk 1884	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Reteporella	obtecta		Reteporella Busk 1884	valid	(Buchner, 1924)			ZR1924	
Species	Reteporella	prominens		Reteporella Busk 1884	valid	Canu & Bassler, 1928			ZR1928	
Species	Rhamphostomella	magnirostris		Rhamphostomella von Lorenz 1886	valid	Canu & Bassler, 1928			ZR1928	
Species	Rhynchozoon	nudum		Rhynchozoon Hincks 1895	valid	Canu & Bassler, 1927			ZR1928	
Species	Schizomavella	ambita		Schizomavella Canu & Bassler 1917	valid	(Waters, 1889)				
Species	Schizomavella	monoecensis		Schizomavella Canu & Bassler 1917	valid	(Calvet, 1927)			ZR1927	
Species	Schizoporella	crassomuralis		Schizoporella Hincks 1877	valid	Canu & Bassler, 1927			ZR1928	
Species	Schizoporella	decorata		Schizoporella Hincks 1877	valid	Canu & Bassler, 1927			ZR1928	
Species	Schizoporella	flexilis		Schizoporella Hincks 1877	valid	Canu & Bassler, 1927			ZR1928	
Species	Schizoporella	pungens		Schizoporella Hincks 1877	valid	Canu & Bassler, 1928			ZR1928	
Species	Schizoporella	trimorpha		Schizoporella Hincks 1877	valid	Canu & Bassler, 1928			ZR1928	
Species	Schizoretepora	longisetae		Schizoretepora Gregory 1893	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Scrupocellaria	obtecta		Scrupocellaria d'Hondt 1988	valid	Haswell, 1881				
Species	Smittina	echinata		Smittina Norman 1903	valid	Canu & Bassler, 1928			ZR1928	
Species	Smittina	porosa		Smittina Norman 1903	valid	Canu & Bassler, 1930			ZR1928; ZR1930	
Species	Steginoporella	transversalis		Steginoporella Smitt 1873	valid	(Canu & Bassler, 1928)				
Species	Stenopsella	cylindrica		Stenopsella Canu & Bassler 1927	valid	(Canu & Bassler, 1929)			ZR1930	
Species	Stomhypselosaria	condylata		Stomhypselosaria Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927; ZR1929	
Species	Tetraplaria	brevis		Tetraplaria Tenison-Woods 1878	valid	(Canu & Bassler, 1928)			ZR1928 (not 1927)	
Species	Trochosodon	linearis		Trochosodon Canu & Bassler 1927	valid	Canu & Bassler, 1927			ZR1927; ZR1929	
Species	Uniavicularium	unguiculatum		Uniavicularium Cheetham 1968	valid	(Canu & Bassler, 1928)				
Species	Vibracellina	laxibasis		Vibracellina Canu & Bassler 1917	valid	Canu & Bassler, 1928			ZR1928	
Species	Filifascigera	parvipora		Filifascigera Hastings 1853	valid	Canu & Bassler, 1927?			ZR1929	
Species	Filifascigera	pluripora		Filifascigera Hastings 1853	valid	Canu & Bassler, 1927?			ZR1929	
Species	Filifascigera	robusta		Filifascigera Hastings 1853	valid	Canu & Bassler, 1928			ZR1928 - not 1927	
Species	Lichenopora	floridana		Lichenopora Gordon & d'Hondt 1823	valid	(Canu & Bassler, 1928)				
Species	Plagioecia	dispar		Plagioecia Canu, 1918	valid	Canu & Bassler, 1928			ZR1928	
Species	Proboscina	robusta		Proboscina Audouin 1826	valid	Canu & Bassler, 1928				
Species	Tubulipora	ingens		Tubulipora Lamarck 1816	valid	Canu & Bassler, 1928?			ZR1928	
Species	Tubulipora	mutsu		Tubulipora Lamarck 1816	valid	Okada, 1928			ZR1928	
Species	Plumatella	fungosa		Plumatella Lamarck, 1816	valid	(Pallas, 1768)			Massard & Geimer, 1994	
Species	Plumatella	incrustata		Plumatella Lamarck, 1816	valid	Abrikosov, 1925			ZR1928	
Species	Plumatella	javanica		Plumatella Lamarck, 1816	valid	Kraepelin, 1906				
Species	Plumatella	longa		Plumatella Lamarck, 1816	valid	Abrikosov, 1925			ZR1928	
Species	Pacificincola	insculpta		Pacificincola Liu & Liu 1999	valid	(Hincks, 1883)				
Species	Onychocella	obtecta		Onychocella Jullien 1882	valid	(Stoliczka, 1872)			ZR1991/92-065	
Species	Mucropetraliella	halei		Mucropetraliella Stach 1936	valid	(Livingstone, 1928)			ZR1928	
Species	Antropora	levigata		Antropora Norman 1903	valid	(Canu & Bassler, 1927)			ZR1928	
Species	Gemelliporidra	pertusa		Gemelliporidra Canu & Bassler 1927	valid	(Smitt, 1873)				
Species	Amphiblestrum	pustulatum		Amphiblestrum Gray 1848	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Antropora	parva		Antropora Norman 1903	valid	(Canu & Bassler, 1928)			ZR1928 orig. Membrendoecium	
Species	Buskea	minutiporosa		Buskea Heller 1867	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Microporella	laticella		Microporella Hincks 1877	valid	Canu & Bassler, 1928			ZR1928	
Species	Mucropetraliella	albirostris		Mucropetraliella Stach 1936	valid	(Canu & Bassler, 1927)			ZR1931 as Petraliella	
Species	Diaperoforma	intricata		Diaperoforma Soule, Soule & Chaney 1995	valid	(Canu & Bassler, 1928)			ZR1928 - not 1927	
Species	Rhynchozoon	corniger		Rhynchozoon Hincks 1895	valid	Canu & Bassler, 1928			ZR1928	
Species	Smittipora	tuberculata		Smittipora Jullien 1882	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Schizoretepora	elongata		Schizoretepora Gregory 1893	valid	(Canu & Bassler, 1928)			ZR1928	
Species	Phaenoporella	transenna		Phaenoporella Nekhoroshev 1956	valid	(Schoenmann, 1927)				
Species	Steginopora	lybica		Steginopora d'Orbigny 1853	valid	Zuffardi-Comerci, 1927			ZR1928	
Species	Carbasea	capitata		Carbasea Gray 1848	valid	Canu & Bassler, 1928			ZR1928	
Species	Catenicella	capitiscollis		Catenicella de Blainville 1830	valid	Neviani, 1928			ZR1928	
Species	Catenicella	cipollai		Catenicella de Blainville 1830	valid	(Neviani, 1928)				
Species	Pacificincola	aviculifera		Pacificincola Liu & Liu 1999	valid	(Osburn, 1914)			?Neolagenipora or Pacificincola	
Species	Catenicella	zangheri		Catenicella de Blainville 1830	valid	(Neviani, 1928)				
Species	Reteporella	fimbriata		Reteporella Busk 1884	valid	Canu & Bassler, 1927			ZR1928	
Species	Steginoporella	rhomboidalis		Steginoporella Smitt 1873	valid	(Canu & Lecointre, 1927)			ZR1927	
Species	Amplexopora	multitabulata		Amplexopora Ulrich, 1882	valid	Troedsson, 1929			not as n.sp. in ZR	
Species	Amplexopora	pulchra		Amplexopora Ulrich, 1882	valid	Troedsson, 1929			not as n.sp. in ZR, in Astrova 1978	
Species	Batostoma	ulrichi		Batostoma Ulrich 1882	valid	Troedsson, 1929			ZR1929; check date	
Species	Acanthocladia	simplex		Acanthocladia King 1849	valid	Moore, 1929			ZR1929	
Species	Cystodictya	linearis		Cystodictya Ulrich 1882	valid	(Hall, 1881)				
Species	Penniretepora	oculata		Penniretepora d'Orbigny 1849	valid	(Moore, 1929)			ZR1929	
Species	Rhabdomeson	procerum		Rhabdomeson Young and Young 1874	valid	Moore, 1929			ZR1929	
Species	Rhabdomeson	spissum		Rhabdomeson Young and Young 1874	valid	(Moore, 1929)			ZR1929 as Rhabdomeson	
Species	Rhombopora	muralis		Rhombopora Meek 1872	valid	Moore, 1929			ZR1929	
Species	Acanthocladia	rectifurcata		Acanthocladia King 1849	valid	Bassler, 1929			ZR1929	
Species	Acanthocladia	regularis		Acanthocladia King 1849	valid	Bassler, 1929			ZR1929	
Species	Clausotrypa	minor		Clausotrypa Bassler 1929	valid	Bassler, 1929			ZR1929	
Species	Clausotrypa	separata		Clausotrypa Bassler 1929	valid	Bassler, 1929			ZR1929	
Species	Fistulocladia	typicalis		Fistulocladia Bassler 1929	valid	Bassler, 1929			ZR1929	
Species	Neorhombopora	wanneri		Neorhombopora Shishova 1964	valid	(Bassler, 1929)			ZR1929 as Rhombopor, Saffordotaxis (Crockford, Sakagami 2000); Ulrichotrypella (Morozova 1970); Megacanthopora- Ernst pc	
Species	Penniretepora	scalaris		Penniretepora d'Orbigny 1849	valid	(Bassler, 1929)			ZR1929	
Species	Polypora	macrops		Polypora M'Coy 1842	valid	Bassler, 1929				
Species	Polypora	magnidicus		Polypora M'Coy 1842	valid	Bassler, 1929			ZR1929	
Species	Polypora	timorensis		Polypora M'Coy 1842	valid	Bassler, 1929			ZR1929	
Species	Polypora	tripliseriata		Polypora M'Coy 1842	valid	Bassler, 1929				
Species	Polyporella	macrops		Polyporella Simpson 1894	valid	(Bassler, 1929)			ZR1929; Horowitz	
Species	Polyporella	tripliseriata		Polyporella Simpson 1894	valid	(Bassler, 1929)			ZR1929; = Polypora woodsi (Crockford), not (Gorjunova)	
Species	Stenopora	spicata		Stenopora Lonsdale 1844	valid	(Bassler, 1929)			ZR1929- as Ulrichotrypa; Astrova 1978	
Species	Streblotrypa	minutula		Streblotrypa Ulrich in Vine 1885	valid	Bassler, 1929				
Species	Tabulipora	tenuinervis		Tabulipora Young 1883	valid	Bassler, 1929			ZR1929	
Species	Ulrichotrypa	magnopora		Ulrichotrypa Bassler 1929	valid	Bassler, 1929			ZR1929	
Species	Hyporosopora	stipata		Hyporosopora Canu & Bassler 1929	valid	Canu & Bassler, 1929			ZR1930	
Species	Hyporosopora	typica		Hyporosopora Canu & Bassler 1929	valid	Canu & Bassler, 1929			ZR1930	
Species	Callopora	coralliformis		Callopora Gray 1848	valid	(Brydone, 1910)				
Species	Dionella	surculus		Dionella Medd 1965	valid	(Brydone, 1929)				
Species	Diplosolen	pavonius		Diplosolen Busk 1918	valid	Canu & Lecointre, 1933			ZR1933	
Species	Diplosolen	stigmatophorus		Diplosolen Busk 1918	valid	Canu & Lecointre, 1933			ZR1933	
Species	Lunulites	rugenensis		Lunulites Lamarck 1816	valid	Brydone, 1929				
Species	Membranipora	nanula		Membranipora de Blainville 1830	valid	Brydone, 1929				
Species	Membranipora	perspicata		Membranipora de Blainville 1830	valid	Brydone, 1929				
Species	Membranipora	pertenera		Membranipora de Blainville 1830	valid	Brydone, 1929				
Species	Membranipora	taenialis		Membranipora de Blainville 1830	valid	Brydone, 1929				
Species	Membraniporidra	vestigialis		Membraniporidra Canu & Bassler 1917	valid	(Brydone, 1914)				
Species	Adeonellopsis	pentapora		Adeonellopsis MacGillivray 1886	valid	Canu & Bassler, 1929			ZR1929	
Species	Conescharellina	lunata		Conescharellina d'Orbigny 1852	valid	Canu & Bassler, 1929			ZR1929	
Species	Gemellipora	minutipora		Gemellipora Smitt 1873	valid	Canu & Bassler, 1929			ZR1929	
Species	Hippoporella	vincenti		Hippoporella Canu 1917	valid	Canu & Bassler, 1929				
Species	Hippopozoon	typicum		Hippopozoon Canu & Bassler 1929	valid	Canu & Bassler, 1929			ZR1929	
Species	Lacerna	aviculifera		Lacerna Jullien 1888	valid	Canu & Lecointre, 1928			ZR1930	
Species	Lunulites	quadrilatera		Lunulites Lamarck 1816	valid	Canu & Bassler, 1929			ZR1929	
Species	Meniscopora	panilseliensis		Meniscopora Gregory 1893	valid	Canu & Bassler, 1929				
Species	Micropora	rimulata		Micropora Gray 1848	valid	Canu & Bassler, 1929				
Species	Microporella	umbonata		Microporella Hincks 1877	valid	Hincks, 1883				
Species	Onychocella	subsymmetrica		Onychocella Jullien 1882	valid	Canu & Bassler, 1929			ZR1929	
Species	Perigastrella	hoernesi		Perigastrella Canu & Bassler 1917	valid	(Reuss, 1864)				
Species	Porella	pulchra		Porella Gray 1848	valid	Canu & Bassler, 1929				
