rank_name	unit_name1	unit_name2	unit_name3	parent_name	usage
Genus	Genus Rectoporina			Family Trypostegidae	valid
Genus	Genus Reginella			Family Cribrilinidae	valid
Genus	Genus Reginelloides			Family Cribrilinidae	valid
Genus	Genus Reptadeonella			Family Adeonidae	valid
Genus	Genus Reptescharella			Family Cribrilinidae	valid
Genus	Genus Reptescharinella			Family Microporidae	valid
Genus	Genus Reptescharipora			Family Cribrilinidae	valid
Genus	Genus Reptocelleporaria			Family Romancheinidae	valid
Genus	Genus Reptoflustrella			Family Calloporidae	valid
Genus	Genus Reptolunulites			Family Onychocellidae	valid
Genus	Genus Reptoporella			Family Cribrilinidae	valid
Genus	Genus Reptoporina			Family Calloporidae	valid
Genus	Genus Retelepralia			Family Cheiloporinidae	valid
Genus	Genus Reteporella			Family Phidoloporidae	valid
Genus	Genus Reteporellina			Family Phidoloporidae	valid
Genus	Genus Retevirgula			Family Calloporidae	valid
Genus	Genus Retiflustra			Family Flustridae	valid
Genus	Genus Scrupocellaria			Family Candidae	valid
Genus	Genus Reussia			Family Bryocryptellidae	valid
Genus	Genus Reussirella			Family Cupuladriidae	valid
Genus	Genus Rhabdopora			Family Cribrilinidae	valid
Genus	Genus Rhabdotometra			Family Metrarabdotosidae	valid
Genus	Genus Rhabdozoum			Family Rhabdozoidae	valid
Genus	Genus Rhacheopora			Family Cribrilinidae	valid
Genus	Genus Rhamphosmittina			Family Bryocryptellidae	valid
Genus	Genus Rhamphostomella			Family Umbonulidae	valid
Genus	Genus Rhebasia			Family Onychocellidae	valid
Genus	Genus Rhiniopora			Family Cribrilinidae	valid
Genus	Genus Rhynchozoon			Family Phidoloporidae	valid
Genus	Genus Richbunea			Family Celleporidae	valid
Genus	Genus Rimosocella			Family Microporidae	valid
Genus	Genus Rimulostoma			Family Smittinidae	valid
Genus	Genus Riscodopa			Family Petraliellidae	valid
Genus	Genus Robertsonidra			Superfamily Schizoporelloidea	valid
Genus	Genus Rogicka			Family Lacernidae	valid
Genus	Genus Romancheina			Family Romancheinidae	valid
Genus	Genus Rosseliana			Family Microporidae	valid
Genus	Genus Rotiporina			Family Scorioporidae	valid
Genus	Genus Saevitella			Family Hippopodinidae	valid
Genus	Genus Samudraka			Family Calloporidae	valid
Genus	Genus Sandalopora			Family Cribrilinidae	valid
Genus	Genus Sarsiflustra			Family Flustridae	valid
Genus	Genus Savignyella			Family Savignyellidae	valid
Genus	Genus Scalicella			Family Catenicellidae	valid
Genus	Genus Schedocleidochasma			Family Phidoloporidae	valid
Genus	Genus Schismoporella			Family Smittinidae	valid
Genus	Genus Schistacanthopora			Family Cribrilinidae	valid
Genus	Genus Schizaropsis			Family Lacernidae	valid
Genus	Genus Schizemiella			Family Stomachetosellidae	valid
Genus	Genus Schizemiellopsis			Family Lepraliellidae	valid
Genus	Genus Schizobathysella			Family Escharinidae	valid
Genus	Genus Schizobrachiella			Family Schizoporellidae	valid
Genus	Genus Schizolepralia			Family Schizoporellidae	valid
Genus	Genus Schizomavella			Family Bitectiporidae	valid
Genus	Genus Schizoporella			Family Schizoporellidae	valid
Genus	Genus Schizoporellopsis			Superfamily Schizoporelloidea	valid
Genus	Genus Schizoretepora			Family Phidoloporidae	valid
Genus	Genus Schizorthosecos			Infraorder Ascophorina	valid
Genus	Genus Schizosmittina			Family Bitectiporidae	valid
Genus	Genus Schizostomella			Family Adeonidae	valid
Genus	Genus Schizotheca			Family Phidoloporidae	valid
Genus	Genus Schizotremopora			Family Duvergieriidae	valid
Genus	Genus Sclerodomus			Family Sclerodomidae	valid
Genus	Genus Scoriopora			Family Scorioporidae	valid
Genus	Genus Scorpiodina			Family Umbonulidae	valid
Genus	Genus Scorpiodinipora			Family Celleporidae	valid
Genus	Genus Scruparia			Family Scrupariidae	valid
Genus	Genus Scrupocellaria			Family Candidae	valid
Genus	Genus Scrupocellarinella			Family Candidae	valid
Genus	Genus Scuticella			Family Catenicellidae	valid
Genus	Genus Securiflustra			Family Flustridae	valid
Genus	Genus Selenaria			Family Selenariidae	valid
Genus	Genus Selenariopsis			Family Eurystomellidae	valid
Genus	Genus Semibugula			Family Candidae	valid
Genus	Genus Semidendrobeania			Family Bugulidae	valid
Genus	Genus Semieschara			Family Onychocellidae	valid
Genus	Genus Semiescharinella			Family Aspidostomatidae	valid
Genus	Genus Semiescharipora			Family Cribrilinidae	valid
Genus	Genus Semiflustrella			Family Calloporidae	valid
Genus	Genus Semiflustrina			Family Calloporidae	valid
Genus	Genus Semihaswellia			Family Porinidae	valid
Genus	Genus Semikinetoskias			Family Bugulidae	valid
Genus	Genus Serratiflustra			Family Flustridae	valid
Genus	Genus Serripetraliella			Family Petraliellidae	valid
Genus	Genus Sertulipora			Family Phoceanidae	valid
Genus	Genus Sessibugula			Family Bugulidae	valid
Genus	Genus Setosella			Family Setosellidae	valid
Genus	Genus Setosellina			Family Heliodomidae	valid
Genus	Genus Setosinella			Family Microporidae	valid
Genus	Genus Bryocryptella			Family Bryocryptellidae	valid
Genus	Genus Sinoflustra			Family Flustridae	valid
Genus	Genus Sinupetraliella			Family Petraliellidae	valid
Genus	Genus Celleporaria			Family Lepraliellidae	valid
Genus	Genus Celleporina			Family Celleporidae	valid
Genus	Genus Siphonicytara			Family Siphonicytaridae	valid
Genus	Genus Siphonoporella			Family Steginoporellidae	valid
Genus	Genus Skylonia			Family Skyloniidae	valid
Genus	Genus Smithsonius			Family Bifaxariidae	valid
Genus	Genus Smitticellaria			Family Cellariidae	valid
Genus	Genus Smittina			Family Smittinidae	valid
Genus	Genus Smittinella			Family Smittinidae	valid
Genus	Genus Smittipora			Family Onychocellidae	valid
Genus	Genus Smittistoma			Family Adeonidae	valid
Genus	Genus Smittoidea			Family Smittinidae	valid
Genus	Genus Solenonychocella			Family Onychocellidae	valid
Genus	Genus Solenophragma			Family Calloporidae	valid
Genus	Genus Sparsiporina			Family Phidoloporidae	valid
Genus	Genus Sphaeropora			Family Lepraliellidae	valid
Genus	Genus Sphaerulobryozoon			Family Batoporidae	valid
Genus	Genus Sphenella			Infraorder Ascophorina	valid
Genus	Genus Spigaleos			Family Celleporidae	valid
Genus	Genus Spinicharixa			Family Electridae	valid
Genus	Genus Spiralaria			Family Flustridae	valid
Genus	Genus Stamenocella			Family Calloporidae	valid
Genus	Genus Staurosteginopora			Family Arachnopusiidae	valid
Genus	Genus Steginocellaria			Family Cellariidae	valid
Genus	Genus Steginopora			Family Cribrilinidae	valid
Genus	Genus Steginoporella			Family Steginoporellidae	valid
Genus	Genus Stenopsella			Family Gigantoporidae	valid
Genus	Genus Stenosipora			Family Ascosiidae	valid
Genus	Genus Stenostomaria			Family Catenicellidae	valid
Genus	Genus Stephanollona			Family Phidoloporidae	valid
Genus	Genus Stephanollona			Family Phidoloporidae	valid
Genus	Genus Stephanopora			Family Exechonellidae	valid
Genus	Genus Stephanotrema			Family Stomachetosellidae	valid
Genus	Genus Steraechmella			Family Microporidae	valid
Genus	Genus Stichocados			Family Cribrilinidae	valid
Genus	Genus Stichomicropora			Family Microporidae	valid
Genus	Genus Stichopora			Superfamily Calloporoidea	valid
Genus	Genus Stichoporina			Family Batoporidae	valid
Genus	Genus Stictostega			Family Microporidae	valid
Genus	Genus Stolonella			Family Beaniidae	valid
Genus	Genus Stomachetosella			Family Stomachetosellidae	valid
Genus	Genus Stomhypselosaria			Family Cellariidae	valid
Genus	Genus Strongylopora			Family Catenicellidae	valid
Genus	Genus Strophiella			Family Phidoloporidae	valid
Genus	Genus Strophipora			Family Catenicellidae	valid
Genus	Genus Stylopoma			Family Schizoporellidae	valid
Genus	Genus Swanomia			Family Cellariidae	valid
Genus	Genus Sylonika			Family Skyloniidae	valid
Genus	Genus Synaptacella			Family Candidae	valid
Genus	Genus Synnotum			Family Epistomiidae	valid
Genus	Genus Syringotrema			Family Cellariidae	valid
Genus	Genus Systenopora			Family Sclerodomidae	valid
Genus	Genus Systenostoma			Family Platyglenidae	valid
Genus	Genus Taeniocellaria			Infraorder Ascophorina	valid
Genus	Genus Taenioporella			Infraorder Ascophorina	valid
Genus	Genus Taenioporina			Infraorder Ascophorina	valid
Genus	Genus Talivittaticella			Family Catenicellidae	valid
Genus	Genus Taphrostoma			Family Aspidostomatidae	valid
Genus	Genus Taractopora			Family Cribrilinidae	valid
Genus	Genus Tecatia			Family Pasytheidae	valid
Genus	Genus Tegella			Family Calloporidae	valid
Genus	Genus Tegminula			Family Celleporidae	valid
Genus	Genus Teichopora			Family Adeonidae	valid
Genus	Genus Temachia			Family Romancheinidae	valid
Genus	Genus Tendra			Family Tendridae	valid
Genus	Genus Tenthrenulina			Family Microporellidae	valid
Genus	Genus Terataulopocella			Family Lekythoporidae	valid
Genus	Genus Terminocella			Family Catenicellidae	valid
Genus	Genus Terminoflustra			Family Flustridae	valid
Genus	Genus Tessaradoma			Family Tessaradomidae	valid
Genus	Genus Tetraplaria			Family Tetraplariidae	valid
Genus	Genus Teuchopora			Family Teuchoporidae	valid
Genus	Genus Thairopora			Family Thalamoporellidae	valid
Genus	Genus Thalamoporella			Family Thalamoporellidae	valid
Genus	Genus Himantozoum			Family Bugulidae	valid
Genus	Genus Therenia			Family Escharinidae	valid
Genus	Genus Thoracopora			Family Cribrilinidae	valid
Genus	Genus Thornelya			Family Hippopodinidae	valid
Genus	Genus Thrypticocirrus			Family Smittinidae	valid
Genus	Genus Thyracella			Family Bryopastoridae	valid
Genus	Genus Toretocheilum			Family Escharinidae	valid
Genus	Genus Tornipora			Family Onychocellidae	valid
Genus	Genus Torquatella			Family Torquatellidae	valid
Genus	Genus Tracheloptyx			Family Smittinidae	valid
Genus	Genus Trematooecia			Family Stomachetosellidae	valid
Genus	Genus Tremocoscinopleura			Family Coscinopleuridae	valid
Genus	Genus Tremogasterina			Family Calloporidae	valid
Genus	Genus Tremopora			Family Hiantoporidae	valid
Genus	Genus Tremoschizodina			Family Stomachetosellidae	valid
Genus	Genus Tremotoichus			Family Porinidae	valid
Genus	Genus Treptopora			Family Calloporidae	valid
Genus	Genus Tretosina			Family Calescharidae	valid
Genus	Genus Tricellaria			Family Candidae	valid
Genus	Genus Tricephalopora			Family Cribrilinidae	valid
Genus	Genus Trichinopolia			Family Arachnopusiidae	valid
Genus	Genus Tricolpopora			Family Trypostegidae	valid
Genus	Genus Trigonopora			Family Umbonulidae	valid
Genus	Genus Trilaminopora			Family Arachnopusiidae	valid
Genus	Genus Trilochites			Family Hippopodinidae	valid
Genus	Genus Trilophopora			Family Trypostegidae	valid
Genus	Genus Triphyllozoon			Family Phidoloporidae	valid
Genus	Genus Triporula			Family Adeonidae	valid
Genus	Genus Trochosodon			Family Conescharellinidae	valid
Genus	Genus Tropidozoum			Family Euthyrisellidae	valid
Genus	Genus Trypocella			Family Adeonidae	valid
Genus	Genus Trypostega			Family Trypostegidae	valid
Genus	Genus Tshokrakopora			Superfamily Schizoporelloidea	valid
Genus	Genus Tubescharina			Superfamily Smittinoidea	valid
Genus	Genus Tubiporella			Family Didymosellidae	valid
Genus	Genus Tubucella			Family Margarettidae	valid
Genus	Genus Turbicellepora			Family Celleporidae	valid
Genus	Genus Turritigera			Family Lekythoporidae	valid
Genus	Genus Tychinella			Family Tetraplariidae	valid
Genus	Genus Tylopora			Family Calloporidae	valid
Genus	Genus Tyloporella			Family Calloporidae	valid
Genus	Genus Ubaghsia			Family Cribrilinidae	valid
Genus	Genus Umbonula			Family Umbonulidae	valid
Genus	Genus Metrarabdotos			Family Metrarabdotosidae	valid
Genus	Genus Unidistelopora			Family Calloporidae	valid
Genus	Genus Unifissurinella			Family Pasytheidae	valid
Genus	Genus Urceolipora			Family Urceoliporidae	valid
Genus	Genus Uschakovia			Family Bugulidae	valid
Genus	Genus Uscia			Family Watersiporidae	valid
Genus	Genus Utinga			Family Petraliellidae	valid
Genus	Genus Valdemunitella			Family Calloporidae	valid
Genus	Genus Vasignyella			Family Catenicellidae	valid
Genus	Genus Vavropora			Family Cribrilinidae	valid
Genus	Genus Veleroa			Family Watersiporidae	valid
Genus	Genus Verminaria			Family Microporidae	valid
Genus	Genus Vibracella			Superfamily Microporoidea	valid
Genus	Genus Vibracellina			Family Cupuladriidae	valid
Genus	Genus Vibraculina			Family Vicidae	valid
Genus	Genus Vicariopora			Family Cribrilinidae	valid
Genus	Genus Villicharixa			Family Electridae	valid
Genus	Genus Vincularia			Family Vinculariidae	valid
Genus	Genus Vincularina			Family Quadricellariidae	valid
Genus	Genus Virgosella			Family Onychocellidae	valid
Genus	Genus Vitrius			Family Lacernidae	valid
Genus	Genus Vix			Family Vicidae	valid
Genus	Genus Volviflustrellaria			Superfamily Microporoidea	valid
Genus	Genus Voorthuyseniella			Family Bicorniferidae	valid
Genus	Genus Watersipora			Family Watersiporidae	valid
Genus	Genus Wawalia			Family Wawaliidae	valid
Genus	Genus Wilbertopora			Family Calloporidae	valid
Genus	Genus Woodipora			Family Onychocellidae	valid
Genus	Genus Wrigiana			Family Calwelliidae	valid
Genus	Genus Xaveropora			Family Batoporidae	valid
Genus	Genus Xylochotridens			Family Calloporidae	valid
Genus	Genus Xynexecha			Family Exechonellidae	valid
Genus	Genus Yrbozoon			Family Cleidochasmatidae	valid
Genus	Genus Zeuglopora			Family Conescharellinidae	valid
Genus	Genus Zuzanella			Family Smittinidae	valid
Genus	Genus Zygopalme			Family Eurystomellidae	valid
Genus	Genus Halophila			Family Bugulidae	valid
Genus	Genus Parmularia			Family Lanceoporidae	valid
Genus	Genus Escharellina			Order Cheilostomata	valid
Genus	Genus Amphimarssoniella			Family Corymboporidae	valid
Genus	Genus Anguisia			Family Stomatoporidae	valid
Genus	Genus Annectocyma			Family Annectocymidae	valid
Genus	Genus Apatotervia			Suborder Tubuliporina	valid
Genus	Genus Apsendesia			Family Frondiporidae	valid
Genus	Genus Asatkinella			Family Diastoporidae	valid
Genus	Genus Atagma			Family Eleidae	valid
Genus	Genus Attinopora			Family Cinctiporidae	valid
Genus	Genus Bathysoecia			Family Tubuliporidae	valid
Genus	Genus Berenicea			Suborder Tubuliporina	valid
Genus	Genus Bicavea			Family Cytididae	valid
Genus	Genus Bicoronipora			Family Entalophoridae	valid
Genus	Genus Bicrisia			Family Crisiidae	valid
Genus	Genus Bicrisina			Family Crisinidae	valid
Genus	Genus Bidiastopora			Family Diastoporidae	valid
Genus	Genus Bientalophora			Family Diaperoeciidae	valid
Genus	Genus Biflabellaria			Family Cerioporidae	valid
Genus	Genus Biforicula			Family Eleidae	valid
Genus	Genus Biidmonea			Family Crisinidae	valid
Genus	Genus Bimulticavea			Family Lichenoporidae	valid
Genus	Genus Biovicella			Family Tubuliporidae	valid
Genus	Genus Biretepora			Family Crisinidae	valid
Genus	Genus Bisidmonea			Family Multisparsidae	valid
Genus	Genus Bitubigera			Family Crisinidae	valid
Genus	Genus Blumenbachium			Family Cerioporidae	valid
Genus	Genus Bobiesipora			Order Cyclostomata	valid
Genus	Genus Borgella			Family Cerioporidae	valid
Genus	Genus Borgiola			Family Cerioporidae	valid
Genus	Genus Brachysoecia			Family Entalophoridae	valid
Genus	Genus Braiesopora			Suborder Tubuliporina	valid
Genus	Genus Bueltenopora			Family Cerioporidae	valid
Genus	Genus Buglovella			Family Tubuliporidae	valid
Genus	Genus Actinopora			Family Theonoidae	valid
Genus	Genus Buskia			Order Cyclostomata	valid
Genus	Genus Calvetia			Family Horneridae	valid
Genus	Genus Canalipora			Family Canaliporidae	valid
Genus	Genus Cardioecia			Family Diastoporidae	valid
Genus	Genus Castellia			Family Idmoneidae	valid
Genus	Genus Cava			Family Cavidae	valid
Genus	Genus Cavaria			Family Diastoporidae	valid
Genus	Genus Cavarinella			Family Petaloporidae	valid
Genus	Genus Ceata			Family Diastoporidae	valid
Genus	Genus Cellulipora			Family Celluliporidae	valid
Genus	Genus Centronea			Family Crisinidae	valid
Genus	Genus Ceriocava			Family Cavidae	valid
Genus	Genus Ceriopora			Family Cerioporidae	valid
Genus	Genus Cerioporella			Order Cyclostomata	valid
Genus	Genus Chaotianopora			Order Cyclostomata	valid
Genus	Genus Chartecytis			Family Cytididae	valid
Genus	Genus Choristopetalum			Family Petaloporidae	valid
Genus	Genus Cinctipora			Family Cinctiporidae	valid
Genus	Genus Circibipora			Family Diastoporidae	valid
Genus	Genus Clausa			Family Clausidae	valid
Genus	Genus Clavicava			Family Crisinidae	valid
Genus	Genus Clavisparsa			Family Entalophoridae	valid
Genus	Genus Clavitubigera			Family Crisinidae	valid
Genus	Genus Clinopora			Suborder Tubuliporina	valid
Genus	Genus Clonopora			Family Sagenellidae	valid
Genus	Genus Clypeina			Family Entalophoridae	valid
Genus	Genus Coelocochlea			Family Petaloporidae	valid
Genus	Genus Coelospiropora			Suborder Tubuliporina	valid
Genus	Genus Collapora			Family Multisparsidae	valid
Genus	Genus Conocavea			Family Lichenoporidae	valid
Genus	Genus Conotubigera			Suborder Tubuliporina	valid
Genus	Genus Constrictopora			Family Cerioporidae	valid
Genus	Genus Coronidmonea			Family Tubuliporidae	valid
Genus	Genus Coronopora			Family Lichenoporidae	valid
Genus	Genus Corymbopora			Family Corymboporidae	valid
Genus	Genus Corynotrypa			Family Corynotrypidae	valid
Genus	Genus Corynotrypoides			Order Cyclostomata	valid
Genus	Genus Coscinoecia			Family Cerioporidae	valid
Genus	Genus Crassodiscopora			Family Crassodiscoporidae	valid
Genus	Genus Crassohornera			Family Horneridae	valid
Genus	Genus Crescis			Family Cerioporidae	valid
Genus	Genus Crisevia			Family Crisiidae	valid
Genus	Genus Crisia			Family Crisiidae	valid
Genus	Genus Crisidia			Family Crisiidae	valid
Genus	Genus Crisidmonea			Family Crisinidae	valid
Genus	Genus Crisiella			Family Crisiidae	valid
Genus	Genus Crisina			Family Crisinidae	valid
Genus	Genus Crisiona			Family Crisiidae	valid
Genus	Genus Crisisina			Family Tubuliporidae	valid
Genus	Genus Crisulipora			Family Crisuliporidae	valid
Genus	Genus Cryptoglena			Family Cerioporidae	valid
Genus	Genus Cuffeyella			Family Crownoporidae	valid
Genus	Genus Cylindropora			Family Cinctiporidae	valid
Genus	Genus Cyrtopora			Family Cytididae	valid
Genus	Genus Cytidmonea			Family Cytididae	valid
Genus	Genus Cytis			Family Cytididae	valid
Genus	Genus Dartevillea			Family Cerioporidae	valid
Genus	Genus Decurrella			Family Tubuliporidae	valid
Genus	Genus Defrancia			Family Frondiporidae	valid
Genus	Genus Defranciopora			Family Cerioporidae	valid
Genus	Genus Dendroecia			Family Cerioporidae	valid
Genus	Genus Densipora			Family Densiporidae	valid
Genus	Genus Dentalitrypa			Family Corynotrypidae	valid
Genus	Genus Desmatelesia			Family Diastoporidae	valid
Genus	Genus Desmediaperoecia			Family Diaperoeciidae	valid
Genus	Genus Desmeplagioecia			Family Diastoporidae	valid
Genus	Genus Desmepora			Family Cytididae	valid
Genus	Genus Diaperoecia			Family Diaperoeciidae	valid
Genus	Genus Diaperoforma			Family Diaperoeciidae	valid
Genus	Genus Diastopora			Family Diastoporidae	valid
Genus	Genus Diastoporina			Family Sagenellidae	valid
Genus	Genus Diplocava			Family Cerioporidae	valid
Genus	Genus Diploclema			Family Sagenellidae	valid
Genus	Genus Diplodesmopora			Family Cytididae	valid
Genus	Genus Diplopetalopora			Family Crisinidae	valid
Genus	Genus Diplosolen			Family Diastoporidae	valid
Genus	Genus Discocavea			Family Lichenoporidae	valid
Genus	Genus Discocytis			Family Cytididae	valid
Genus	Genus Discofascigera			Family Frondiporidae	valid
Genus	Genus Discosparsa			Family Diastoporidae	valid
Genus	Genus Discotruncatulipora			Family Cytididae	valid
Genus	Genus Discotubigera			Family Theonoidae	valid
Genus	Genus Disporella			Family Lichenoporidae	valid
Genus	Genus Ditaxia			Family Leiosoeciidae	valid
Genus	Genus Doliocoitis			Family Lichenoporidae	valid
Genus	Genus Domopora			Family Lichenoporidae	valid
Genus	Genus Echinocava			Family Cytididae	valid
Genus	Genus Elea			Family Eleidae	valid
Genus	Genus Entalophora			Family Entalophoridae	valid
Genus	Genus Entalophoroecia			Family Diastoporidae	valid
Genus	Genus Eohornera			Family Horneridae	valid
Genus	Genus Erkosonea			Family Tubuliporidae	valid
Genus	Genus Eurystrotos			Family Diastoporidae	valid
Genus	Genus Exidmonea			Family Tubuliporidae	valid
Genus	Genus Exochoecia			Family Entalophoridae	valid
Genus	Genus Meandropora			Family Frondiporidae	valid
Genus	Genus Fasciculipora			Family Frondiporidae	valid
Genus	Genus Fasciculiporina			Family Corymboporidae	valid
Genus	Genus Fascigera			Family Fascigeridae (Theononidae)	valid
Genus	Genus Fascipora			Family Diastoporidae	valid
Genus	Genus Favosipora			Family Densiporidae	valid
Genus	Genus Fenestulipora			Family Tubuliporidae	valid
Genus	Genus Filicava			Family Cerioporidae	valid
Genus	Genus Filicea			Family Semiceidae	valid
Genus	Genus Filicisparsa			Family Oncousoeciidae	valid
Genus	Genus Filicrisia			Family Crisiidae	valid
Genus	Genus Filicrisina			Family Terviidae	valid
Genus	Genus Filifascigera			Family Frondiporidae	valid
Genus	Genus Filisparsa			Family Filisparsidae	valid
Genus	Genus Flosculipora			Family Densiporidae	valid
Genus	Genus Foliopora			Family Filisparsidae	valid
Genus	Genus Foricula			Family Eleidae	valid
Genus	Genus Frondipora			Family Frondiporidae	valid
Genus	Genus Fungella			Family Corymboporidae	valid
Genus	Genus Goryunovia			Family Sagenellidae	valid
Genus	Genus Grammanatosoecia			Family Petaloporidae	valid
Genus	Genus Grammascosoecia			Family Petaloporidae	valid
Genus	Genus Harmelinopora			Family Tubuliporidae	valid
Genus	Genus Hastingsia			Family Hastingsiidae	valid
Genus	Genus Hemipustulopora			Family Hastingsiidae	valid
Genus	Genus Hemiseptopora			Suborder Tubuliporina	valid
Genus	Genus Heterocrisina			Family Cytididae	valid
Genus	Genus Heterohaplooecia			Family Multisparsidae	valid
Genus	Genus Heteropora			Family Heteroporidae	valid
Genus	Genus Heteroporella			Family Cerioporidae	valid
Genus	Genus Homoeosolen			Family Cytididae	valid
Genus	Genus Hornera			Family Horneridae	valid
Genus	Genus Hypocytis			Family Cytididae	valid
Genus	Genus Plagioecia			Family Diastoporidae	valid
Genus	Genus Idemonea			Family Idmoneidae	valid
Genus	Genus Idmidronea			Family Tubuliporidae	valid
Genus	Genus Idmonea			Family Multisparsidae	valid
Genus	Genus Idmonella			Family Tubuliporidae	valid
Genus	Genus Idmoneoides			Family Tubuliporidae	valid
Genus	Genus Infundibulipora			Family Corymboporidae	valid
Genus	Genus Klugenotus			Family Cerioporidae	valid
Genus	Genus Kololophos			Suborder Cerioporina	valid
Genus	Genus Kukersella			Family Crownoporidae	valid
Genus	Genus Kvarnbyella			Family Siphoniotyphlidae	valid
Genus	Genus Lagenosypho			Family Corynotrypidae	valid
Genus	Genus Lagonoecia			Family Idmoneidae	valid
Genus	Genus Laterocea			Family Semiceidae	valid
Genus	Genus Laterotubigera			Family Entalophoridae	valid
Genus	Genus Leiosoecia			Family Leiosoeciidae	valid
Genus	Genus Lekythionia			Family Diastoporidae	valid
Genus	Genus Leptopora			Family Oncousoeciidae	valid
Genus	Genus Lichenopora			Family Lichenoporidae	valid
Genus	Genus Liripora			Family Diastoporidae	valid
Genus	Genus Lobomesenteripora			Family Diastoporidae	valid
Genus	Genus Lobosoecia			Family Lobosoeciidae	valid
Genus	Genus Locularia			Family Theonoidae	valid
Genus	Genus Lopholepsis			Family Theonoidae	valid
Genus	Genus Lunariopsis			Order Cyclostomata	valid
Genus	Genus Marssoniella			Family Cerioporidae	valid
Genus	Genus Mecynoecia			Family Mecynoeciidae	valid
Genus	Genus Meliceritella			Family Eleidae	valid
Genus	Genus Meliceritites			Family Eleidae	valid
Genus	Genus Mesenteripora			Family Diastoporidae	valid
Genus	Genus Mesonea			Family Crisinidae	valid
Genus	Genus Mesonopora			Family Diastoporidae	valid
Genus	Genus Metastomatopora			Family Stomatoporidae	valid
Genus	Genus Microecia			Family Diastoporidae	valid
Genus	Genus Microeciella			Family Oncousoeciidae	valid
Genus	Genus Mitoclema			Family Crownoporidae	valid
Genus	Genus Mitoclemina			Suborder Paleotubuliporina	valid
Genus	Genus Multicavea			Family Cerioporidae	valid
Genus	Genus Multicrescis			Family Cerioporidae	valid
Genus	Genus Multifascigera			Family Theonoidae	valid
Genus	Genus Multigalea			Family Cerioporidae	valid
Genus	Genus Multisparsa			Family Multisparsidae	valid
Genus	Genus Nematifera			Family Multisparsidae	valid
Genus	Genus Neofungella			Family Cerioporidae	valid
Genus	Genus Neoretenoa			Family Cytididae	valid
Genus	Genus Nevianipora			Family Diaperoeciidae	valid
Genus	Genus Notoplagioecia			Family Diastoporidae	valid
Genus	Genus Oncousoecia			Family Oncousoeciidae	valid
Genus	Genus Orosopora			Family Lichenoporidae	valid
Genus	Genus Osculipora			Family Cytididae	valid
Genus	Genus Pachyteichopora			Family Cerioporidae	valid
Genus	Genus Paleocrisidia			Family Diastoporidae	valid
Genus	Genus Paracrescis			Family Lichenoporidae	valid
Genus	Genus Paratretocycloecia			Family Cerioporidae	valid
Genus	Genus Lichenopora			Family Lichenoporidae	valid
Genus	Genus Parleiosoecia			Family Leiosoeciidae	valid
Genus	Genus Partretocycloecia			Family Cerioporidae	valid
Genus	Genus Patenaria			Family Theonoidae	valid
Genus	Genus Patinella			Family Lichenoporidae	valid
Genus	Genus Patulopora			Family Multisparsidae	valid
Genus	Genus Pavotubigera			Family Theonoidae	valid
Genus	Genus Penciletta			Family Oncousoeciidae	valid
Genus	Genus Pennipora			Family Cerioporidae	valid
Genus	Genus Perfodiastopora			Family Diastoporidae	valid
Genus	Genus Pergensella			Family Tubuliporidae	valid
Genus	Genus Peripora			Family Entalophoridae	valid
Genus	Genus Peristomatopora			Family Stomatoporidae	valid
Genus	Genus Petalopora			Family Petaloporidae	valid
Genus	Genus Phormopora			Family Petaloporidae	valid
Genus	Genus Platonea			Family Tubuliporidae	valid
Genus	Genus Plethopora			Family Cytididae	valid
Genus	Genus Plethoporella			Family Cytididae	valid
Genus	Genus Pleuronea			Family Tubuliporidae	valid
Genus	Genus Polyascosoeciella			Family Crisinidae	valid
Genus	Genus Poriceata			Family Semiceidae	valid
Genus	Genus Poroplagioecia			Family Diastoporidae	valid
Genus	Genus Proboscina			Family Oncousoeciidae	valid
Genus	Genus Proboscinopora			Family Stomatoporidae	valid
Genus	Genus Prosthenoecia			Suborder Tubuliporina	valid
Genus	Genus Pseudidmonea			Family Pseudidmoneidae	valid
Genus	Genus Pseudoceriopora			Family Pseudocerioporidae	valid
Genus	Genus Pseudocyrtopora			Family Cytididae	valid
Genus	Genus Pseudofrondipora			Family Frondiporidae	valid
Genus	Genus Pseudonevianopora			Family Filisparsidae	valid
Genus	Genus Pseudotervia			Family Terviidae	valid
Genus	Genus Psilosolen			Family Diaperoeciidae	valid
Genus	Genus Pustulopora			Family Pustuloporidae	valid
Genus	Genus Pyricavea			Family Lichenoporidae	valid
Genus	Genus Radicipora			Family Diastoporidae	valid
Genus	Genus Radiocavaria			Family Lichenoporidae	valid
Genus	Genus Radiofascigera			Family Theonoidae	valid
Genus	Genus Radiopora			Family Lichenoporidae	valid
Genus	Genus Radiotubigera			Family Diastoporidae	valid
Genus	Genus Ramia			Family Cerioporidae	valid
Genus	Genus Ramofilisparsa			Suborder Tubuliporina	valid
Genus	Genus Reptoclausa			Family Multisparsidae	valid
Genus	Genus Reptofascigera			Family Tubuliporidae	valid
Genus	Genus Reptomultelea			Family Eleidae	valid
Genus	Genus Reptomulticava			Family Cerioporidae	valid
Genus	Genus Reptomulticlausa			Family Cerioporidae	valid
Genus	Genus Reptomultisparsa			Family Multisparsidae	valid
Genus	Genus Retecava			Family Crisinidae	valid
Genus	Genus Retecavella			Order Cyclostomata	valid
Genus	Genus Retelea			Family Multisparsidae	valid
