unknown-id1	unknown-id2	name	rank	unknown-id	authority-date	authority-name	date	comment
21062	2164	Avicella	0	20124	1848	Gordon	12/31/2006	no type selected; 
21141	2164	Bifrons	0	20295	1860	Gordon	12/31/2006	unnecessary replacement for Dimetopia; 
21367	2164	Hemeschara	0		1850	Gordon	12/31/2006	No type species designated; 
41011	2164	Meliceritina	0	20563	1839	Gordon	12/31/2006	introduced Meliceritina to replace Melicerita; 
21242	2164	Patorporella	0	20582	2003	Gordon	12/31/2006	subgenus & genus have same type species, but only single spegies in the genus as a whole; 
21260	2164	Reptoflustra	0		1851	Gordon	12/31/2006	no type species designated; 
20841	2164	Schizotrema	0	20841	1948	Lidgard	12/31/2006	secondary homonym of Schizotrema Calman 1911 (arthropod); 
21316	2164	Sclerodomus	0	20843	1984	Gordon	12/31/2006	
21333	2164	Cumulipora	1	20884	1835	Gordon	12/31/2006	
21257	2164	Escharellina	1	20989	1852	Gordon	12/31/2006	
21373	2164	escharellina	1	21373	2007	lidgard	12/31/2006	
21074	2164	Filiflustrella	1	20071	1853	Gordon	12/31/2006	
21258	2164	Multiporina	1	20834	1852	Gordon	12/31/2006	
21224	2164	Onchopora	1	20943	1855	Gordon	12/31/2006	3 species introduced by Busk, but no type fixation until Canu & Bassler 1929 invalidly selected a species NOT originally included by Busk. See discussion Gordon (1989, p. 65); 
21162	2164	Porellina	1	20989	1853	Gordon	12/31/2006	
21259	2164	Quadriflustrina	1	20933	1853	Gordon	12/31/2006	
21048	2164	Reptocelleporaria	1	20073	1852	Gordon	12/31/2006	
20786	2120	reptocelleporaria	1	20786	1852	lidgard	12/31/2006	
21261	2164	Reptoporellina	1	20782	1853	Gordon	12/31/2006	
21262	2164	Semiescharella	1	20455	1852	Gordon	12/31/2006	
21135	2164	Porinula	2		1916	Gordon	12/31/2006	no type fixation; 
21152	2164	Cyphonautes	3	20328	1833	Gordon	12/31/2006	
21356	2164	Enallipora	3		1862	Gordon	12/31/2006	Probably unrecognisable. Possibly = Smittina in Bassler (1935). Not included in Bassler (1953); 
21357	2164	Escharinella	3		1852	Gordon	12/31/2006	type missing; 
21358	2164	Filiflustra	3		1853	Gordon	12/31/2006	indeterminate; not enough information in type specimen; 
21359	2164	Filiflustrellaria	3		1853	Gordon	12/31/2006	indeterminate; not enough information in type specimen; 
21320	2164	Licornia	3	20848	1850	Gordon	12/31/2006	
21360	2164	Multescharinella	3		1852	Gordon	12/31/2006	Reuss types lost; 
21029	2164	Multiporina	3	20013	1862	Gordon	12/31/2006	
21253	2164	Myrioporina	3	20602	1830	Gordon	12/31/2006	
21248	2164	Myriozoon	3	20602	1834	Gordon	12/31/2006	
21249	2164	Myriozoum	3	20602	1750	Gordon	12/31/2006	
21361	2164	Polyeschara	3		1867	Gordon	12/31/2006	not defined?; 
21363	2164	Reptoflustrina	3		1853	Gordon	12/31/2006	type missing; 
20798	2164	Reussina	3	20798	1962	Lidgard	12/31/2006	
21321	2164	Savignella	3	20848	1850	Gordon	12/31/2006	
21364	2164	Semiescharellina	3		1852	Gordon	12/31/2006	type missing; 
21365	2164	Semiflustra	3		1852	Gordon	12/31/2006	not figured, type missing; 
21366	2164	Semiporina	3		1852	Gordon	12/31/2006	not figured, type missing; 
21368	2164	Tata	3		1849	Gordon	12/31/2006	unrecogniable; 
209	100	Tubuliporata	36	200	1847	Lidgard	12/31/2006	
1133	1776	streblotrypidae	85		1999			synonym of hyphasmoporidae
1322	315	fascigeridae	85	1334	1853	lidgard	12/31/2006	
30019	1360	berenicea	95	30019	1821	lidgard	12/31/2006	
30024	1319	bidiastopora	95	30024	1849	lidgard	12/31/2006	
20137	2025	caloporella	95	20137	1895	lidgard	12/31/2006	
20159	2025	catenicellopsis	95	20159	1880	lidgard	12/31/2006	
30134	1334	defrancia	95	30134	1825	lidgard	12/31/2006	
30142	1316	desmepora	95	30142	1850	lidgard	12/31/2006	
44003	1352	dichospiropora	95	44003	1970	lidgard	12/31/2006	
10030	1464	echinella	95	10030	1901	lidgard	12/31/2006	
10032	1454	ellipsopora	95	10032	1933	lidgard	12/31/2006	
30215	1304	heteroporella	95	30215	1859	lidgard	12/31/2006	
20453	2107	hippopetraliella	95	20453	1936	lidgard	12/31/2006	
30531	1350	laterocava	95	30531	1854	lidgard	12/31/2006	
30242	1321	laterotubigera	95	30242	1853	lidgard	12/31/2006	
30533	1361	meandrocavea	95	30533	1853	lidgard	12/31/2006	
30538	1302	multiclausa	95	30538	1853	lidgard	12/31/2006	
30539	1356	multicrisina	95	30539	1853	lidgard	12/31/2006	
10058	1464	norodoniana	95	10058	1888	lidgard	12/31/2006	
30292	1319	notoplagioecia	95	30292	1922	lidgard	12/31/2006	
20635	2018	omoiosia	95	20635	1927	lidgard	12/31/2006	
30295	1340	orosopora	95	30295	1920	lidgard	12/31/2006	
20721	2017	porelloides	95	20721	1979	lidgard	12/31/2006	
20725	2107	poripetraliella	95	20725	1936	lidgard	12/31/2006	
20740	2026	pseudocellaria	95	20740	1928	lidgard	12/31/2006	
20769	2109	radulina	95	20769	1902	lidgard	12/31/2006	
30561	2101	reptocea	95	30561	1854	lidgard	12/31/2006	
30571	1316	semicytis	95	30571	1854	lidgard	12/31/2006	
30577	1343	semimultisparsa	95	30577	1853	lidgard	12/31/2006	
30413	1304	semizonopora	95	30413	1863	lidgard	12/31/2006	
20864	2107	serripetraliella	95	20864	1936	lidgard	12/31/2006	
20899	2066	stenopsella	95	20899	1953	lidgard	12/31/2006	
44002	1355	tervidmonea	95	44002	1995	lidgard	12/31/2006	
44031	2164	Voigtiella	95	30480	1974	Gordon	12/31/2006	
30590	2164	Zonatula	95	30214	1830	Gordon	12/31/2006	
30485	1345	zonatula	95	30485	1881	lidgard	12/31/2006	
21061	2164	Acamarchis	96	20124	1816	Gordon	12/31/2006	
21199	2164	Acanthionella	96	20471	1917	Gordon	12/31/2006	
21121	2164	Acanthocella	96	20219	1917	Gordon	12/31/2006	
21055	2164	Acanthodesia	96	20096	1920	Gordon	12/31/2006	
21283	2164	Acropora	96	20724	1869	Gordon	12/31/2006	
21284	2164	Acroporana	96	20724	1928	Gordon	12/31/2006	
21033	2164	Aeteopsis	96	20020	1862	Gordon	12/31/2006	
21133	2164	Agalmatozoum	96	20249	1957	Gordon	12/31/2006	
21201	2164	Alloeoflustra	96	20486	1994	Gordon	12/31/2006	
21211	2164	Allorhynchozoon	96	20539	2001	Gordon	12/31/2006	
21275	2164	Alysidota	96	20613	1856	Gordon	12/31/2006	
21276	2164	Alysidotella	96	20613	1928	Gordon	12/31/2006	
21038	2164	Anderiola	96	20030	1928	Gordon	12/31/2006	
21039	2164	Anderssonia	96	20030	1914	Gordon	12/31/2006	
21034	2164	Anguinaria	96	20020	1816	Gordon	12/31/2006	
21343	2164	Arborella	96	20943	1914	Gordon	12/31/2006	
21277	2164	Atacama	96	20706	1980	Gordon	12/31/2006	
21322	2164	Australiana	96	20853	1966	Gordon	12/31/2006	
21063	2164	Avicularia	96	20124	1848	Gordon	12/31/2006	
21278	2164	Barroisina	96	20712	1886	Gordon	12/31/2006	
21200	2164	Bathosella	96	20471	1917	Gordon	12/31/2006	
21344	2164	Bigemellaria	96	20943	1895	Gordon	12/31/2006	
21338	2164	Brodiella	96	20903	1972	Gordon	12/31/2006	
21323	2164	Bugulicellaria	96	20854	1957	Gordon	12/31/2006	
21064	2164	Bugulina	96	20124	1848	Gordon	12/31/2006	
21040	2164	Caberiella	96	20030	1909	Gordon	12/31/2006	
21076	2164	Caloporella	96	20158	1895	Gordon	12/31/2006	
21077	2164	Caloporella	96	20158	1895	Gordon	12/31/2006	
21369	2164	Calymmophora	96	20993	1884	Gordon	12/31/2006	
21042	2164	Canua	96	20047	1934	Gordon	12/31/2006	
21290	2164	Carinatocella	96	20754	1935	Gordon	12/31/2006	
21078	2164	Catenaria	96	20158	1824	Gordon	12/31/2006	
21292	2164	Cateniscrupa	96	20763	1866	Gordon	12/31/2006	
21082	2164	Cellariaeforma	96	20163	1956	Gordon	12/31/2006	
21350	2164	Cellarina	96	20965	1848	Gordon	12/31/2006	
21096	2164	Celleporina	96	20170	1852	Gordon	12/31/2006	
21035	2164	Cercaripora	96	20020	1866	Gordon	12/31/2006	
21106	2164	Chaperina	96	20202	1959	Gordon	12/31/2006	
21050	2164	Chaunosia	96	20081	1857	Gordon	12/31/2006	
21109	2164	Cleidochasma	96	20175	1957	Gordon	12/31/2006	
21235	2164	Codonella	96	20579	1927	Gordon	12/31/2006	
21234	2164	Codonellina	96	20579	1934	Gordon	12/31/2006	
21354	2164	Colletosia	96	20989	1886	Gordon	12/31/2006	
21127	2164	Costaticellina	96	20229	1934	Gordon	12/31/2006	
21097	2164	Costazia	96	20170	1895	Gordon	12/31/2006	
21125	2164	Costicella	96	20229	1909	Gordon	12/31/2006	
21112	2164	Cothurnicella	96	20190	1858	Gordon	12/31/2006	type specimen is missing; 
21230	2164	Craspedozoum	96	20570	1886	Gordon	12/31/2006	
21031	2164	Cribricella	96	20015	1904	Gordon	12/31/2006	
21319	2164	Crisina	96	20848	1850	Gordon	12/31/2006	
21065	2164	Crisularia	96	20124	1848	Gordon	12/31/2006	
21098	2164	Cycloporella	96	20170	1895	Gordon	12/31/2006	genus preoccupied; 
21043	2164	Dacryonella	96	20047	1917	Gordon	12/31/2006	
21372	2164	Dakaria	96	21014	1903	Gordon	12/31/2006	
21051	2164	Diachoris	96	20081	1852	Gordon	12/31/2006	
21182	2164	Diatosula	96	20389	1927	Gordon	12/31/2006	
21212	2164	Dimiclausa	96	20543	1890	Gordon	12/31/2006	
21053	2164	Dimorphozoum	96	20081	1909	Gordon	12/31/2006	
21282	2164	Diplodidymia	96	20723	1869	Gordon	12/31/2006	
21345	2164	Diploecium	96	20943	1888	Gordon	12/31/2006	
21330	2164	Diplopholeos	96	20882	1917	Gordon	12/31/2006	TYPE SPECIES NOT CHECKED ADEQUATELY; not C. d'Orbigny (why?); 
21347	2164	Diplopora	96	20945	1881	Gordon	12/31/2006	
21340	2164	Discoescharites	96	20910	1863	Gordon	12/31/2006	
21306	2164	Discoflustrella	96	20799	1853	Gordon	12/31/2006	
21041	2164	Discosella	96	20043	1925	Gordon	12/31/2006	
21166	2164	Distansescharellina	96	20346	1852	Gordon	12/31/2006	
21299	2164	Elasmopora	96	20792	1848	Gordon	12/31/2006	
21153	2164	Electrina	96	20328	1851	Gordon	12/31/2006	
21300	2164	Ellipsia	96	20792	1903	Gordon	12/31/2006	
21239	2164	Ellipsopora	96	20581	1923	Gordon	12/31/2006	
21353	2164	Enantiosula	96	20974	1930	Gordon	12/31/2006	
21271	2164	Epicaulidium	96	20677	1881	Gordon	12/31/2006	
21069	2164	Erymophora	96	20126	1943	Gordon	12/31/2006	originally nominated type species is Membranipora cincta Hutton, 1877 [= Cellepora alata Lamouroux 1821] ; 
21083	2164	Farcimia	96	20163	1928	Gordon	12/31/2006	
21232	2164	Flabellaris	96	20570	1898	Gordon	12/31/2006	
21233	2164	Flabellina	96	20570	1902	Gordon	12/31/2006	
21178	2164	Flustrina	96	20379	1849	Gordon	12/31/2006	
21326	2164	Fusicanna	96	20877	1962	Gordon	12/31/2006	
21170	2164	Gemellaria	96	20349	1845	Gordon	12/31/2006	never illustrated; 
21169	2164	Gemicellaria	96	20349	1830	Gordon	12/31/2006	
21328	2164	Grayporella	96	20880	1969	Gordon	12/31/2006	
21205	2164	Guilleia	96	20504	1977	Gordon	12/31/2006	
21188	2164	Haplopomella	96	20415	1953	Gordon	12/31/2006	
21070	2164	Harmerella	96	20130	1952	Gordon	12/31/2006	
21286	2164	Haswellina	96	20724	1928	Gordon	12/31/2006	
21160	2164	Haywardipora	96	20341	1995	Gordon	12/31/2006	
21213	2164	Heteractis	96	20543	1862	Gordon	12/31/2006	
21291	2164	Hincksiella	96	20754	1909	Gordon	12/31/2006	
21304	2164	Hippodiplosia	96	20797	1916	Gordon	12/31/2006	
21186	2164	Hippoflustra	96	20410	1972	Gordon	12/31/2006	
21092	2164	Holoporella	96	20873	1909	Gordon	12/31/2006	
21247	2164	Lagodiopsis	96	20599	1887	Gordon	12/31/2006	
21117	2164	Levinsenella	96	20208	1926	Gordon	12/31/2006	
21032	2164	Lobopora	96	20015	1902	Gordon	12/31/2006	
21171	2164	Loricaria	96	20349	1821	Gordon	12/31/2006	
21172	2164	Loricula	96	20349	1836	Gordon	12/31/2006	
21113	2164	Magnea	96	20193	1949	Gordon	12/31/2006	
21281	2164	Marsillea	96	20880	1895	Gordon	12/31/2006	
21044	2164	Membrendoecium	96	20047	1917	Gordon	12/31/2006	
21132	2164	Microstoma	96	20247	1848	Gordon	12/31/2006	
21102	2164	Monocerina	96	20989	1900	Gordon	12/31/2006	
21161	2164	Mucronella	96	20341	1880	Gordon	12/31/2006	
21204	2164	Naresia	96	20499	1872	Gordon	12/31/2006	
21085	2164	Neocellariaeforma	96	20163	1985	Gordon	12/31/2006	
21216	2164	Oligotresium	96	20543	1862	Gordon	12/31/2006	
21067	2164	Ornithopora	96	20124	1852	Gordon	12/31/2006	
21068	2164	Ornithoporina	96	20124	1852	Gordon	12/31/2006	
21339	2164	Paracleidochasma	96	20903	1991	Gordon	12/31/2006	
21086	2164	Paramawsonia	96	20163	1972	Gordon	12/31/2006	
21107	2164	Parmachaperia	96	20202	1972	Gordon	12/31/2006	
21349	2164	Pergensina	96	20945	1888	Gordon	12/31/2006	
21189	2164	Perigastrella	96	20341	1917	Gordon	12/31/2006	
21265	2164	Periteichisma	96	20639	1885	Gordon	12/31/2006	
21255	2164	Phylactella	96	20613	1929	Gordon	12/31/2006	
21256	2164	Phylactellipora	96	20613	1953	Gordon	12/31/2006	
21126	2164	Plicopora	96	20229	1895	Gordon	12/31/2006	
21346	2164	Pollaploecium	96	20943	1909	Gordon	12/31/2006	
21246	2164	Poripetraliella	96	20595	1936	Gordon	12/31/2006	B. avicularia var. b = B. flabellata; 
21058	2164	Poristoma	96	20106	1907	Gordon	12/31/2006	
21295	2164	Pyriflustrella	96	20763	1853	Gordon	12/31/2006	
21370	2164	Pyrulella	96	20997	1926	Gordon	12/31/2006	
21301	2164	Radulina	96	20792	1902	Gordon	12/31/2006	
21095	2164	Reptolatereschara	96	20614	1852	Gordon	12/31/2006	type species referred to Escharella by Hayward (1994); 
21305	2164	Reussina	96	20798	1895	Gordon	12/31/2006	
21266	2164	Rhagasostoma	96	20639	1885	Gordon	12/31/2006	
21297	2164	Rhammatopora	96	20763	1916	Gordon	12/31/2006	
21091	2164	Rhamphostomellina	96	20167	1975	Gordon	12/31/2006	
21298	2164	Rhynchotella	96	20774	1900	Gordon	12/31/2006	
21087	2164	Salicornaria	96	20163	1819	Gordon	12/31/2006	
21037	2164	Salpingia	96	20020	1848	Gordon	12/31/2006	Bassler (1935) did not attribute to a genus (genotype not selected), but attributed to Bracebridgia (1935, 1953); 
21100	2164	Schismopora	96	20170	1888	Gordon	12/31/2006	
21314	2164	Schizellozoon	96	20836	1917	Gordon	12/31/2006	
21108	2164	Scutochaperia	96	20202	1972	Gordon	12/31/2006	
21071	2164	Scutularia	96	20131	1860	Gordon	12/31/2006	
21072	2164	Selbia	96	20131	1843	Gordon	12/31/2006	Homonym of Reussina Neviani, 1895; also a case of a misidentified type species, renamed as Euritina arctica by Osburn (1950), but  a new genus is needed as the species does not belong to Euritina.  [Euritina arctica Osburn 1950]; 
21094	2164	Semicelleporaria	96	20873	1852	Gordon	12/31/2006	
21302	2164	Sertella	96	20792	1903	Gordon	12/31/2006	
21101	2164	Siniopelta	96	20170	1909	Gordon	12/31/2006	
21137	2164	Sinuhippoporella	96	20273	1991	Gordon	12/31/2006	
21287	2164	Spiroporina	96	20724	1865	Gordon	12/31/2006	=Cellularia salicornaria Pallas 1766; 
21110	2164	Stellatopora	96	20188	1929	Gordon	12/31/2006	
21312	2164	Stephanosella	96	20834	1917	Gordon	12/31/2006	
21327	2164	Striatodoma	96	20878	1999	Gordon	12/31/2006	
21351	2164	Ternicellaria	96	20965	1851	Gordon	12/31/2006	
21139	2164	Thalamotreptos	96	20286	1991	Gordon	12/31/2006	
21240	2164	Tremolyrula	96	20581	1949	Gordon	12/31/2006	
21075	2164	Tricornicella	96	20142	1987	Gordon	12/31/2006	
21219	2164	Trochopora	96	20543	1849	Gordon	12/31/2006	
21250	2164	Truncularia	96	20602	1832	Gordon	12/31/2006	
21241	2164	Trypematella	96	20581	1920	Gordon	12/31/2006	
21325	2164	Tubitrabecularia	96	20875	1934	Gordon	12/31/2006	
21332	2164	Velumella	96	20882	1917	Gordon	12/31/2006	
21079	2164	Vittaticella	96	20158	1901	Gordon	12/31/2006	
21122	2164	Watersia	96	20219	1909	Gordon	12/31/2006	
21142	2164	Xenicobrium	96	20304	1988	Gordon	12/31/2006	
130091	20094	abyssicola	110	132773	1884	gordon	11/16/2005	
131740	21103	acanthina	110	122097	1825	gordon	5/10/2006	
131750	20202	acanthina	110	122097	1825	gordon	5/10/2006	
131788	21105	acanthina	110	122097	1825	gordon	5/10/2006	
133692	20379	acanthina	110	122097	1825	gordon	5/10/2006	 =Millepora truncata Pallas 1766; 
131695	20173	acanthina polygonia	110	160008	1914	gordon	5/11/2006	
140268	10006	acervata	110	140647	1824	bock	12/3/2004	
135433	20566	acuta	110	137780	1885	gordon	5/9/2006	
133949	21170	aegyptiaca	110	127160	1826	gordon	5/16/2006	
135294	21171	aegyptiaca	110	127160	1826	gordon	5/16/2006	
136703	20652	affinis	110	136712	1984	gordon	5/15/2006	
131080	21264	agglutinans	110	131429	1873	gordon	6/26/2006	see gordon (1988, p. 288; 1993, p. 333); nunc domosclerus fide gordon (1988); recent, north pacific;
140368	10019	aggregata	110	140381	1926	bock	12/3/2004	now chaperia; vide flustra acanthina;
130788	20158	alata	110	160019	1858	gordon	5/17/2006	now chaperia; vide flustra acanthina;
137282	20754	alata	110	160019	1858	gordon	5/17/2006	now chaperia; vide flustra acanthina;
131530	20614	alia	110	160033	1993	gordon	6/1/2006	now chaperia; species typica chaperia jullien, 1881 fide bassler (1953); ?subjective junior synonym flustra poissonii fide jelly (1889); nunc chaperia fide jullien (1881) & brown (1952); etiam cellepora fide d'orbigny (1852); etiam chapperia fide willey (1900);
140270	10006	alternata	110	140648	1816	bock	12/3/2004	nunc chaperia fide gordon (1982); recent, indian ocean (south africa);
140369	10019	alternata	110	140399	1918	bock	12/3/2004	etiam serialaria fide milne edwards (1836); recent, pacific (australia, japan);
140433	10089	altum	110	140591	1888	bock	12/3/2004	now retevirgula; species typica retevirgula brown, 1948; nunc retevirgula fide brown (1948); recent, pacific (new zealand); fossil: upper pliocene (new zealand);
134435	20462	amaena	110	127305	1903	gordon	5/23/2006	in savigny; vide loricaria egyptiaca;
130772	21078	ambigua	110	138596	1847	gordon	5/30/2006	in savigny; species typica synnotum pieper, 1881; nunc synnotum fide pieper (1881); etiam gemellaria fide d'orbigny (1851); recent, circumglobal, warm temperate to tropical; indian ocean (persian gulf); cenozoic, miocene-pliocene (colombia: tubara formation
133394	20349	ambigua	110	138596	1847	gordon	5/30/2006	now otionellina; nunc otionellina fide bock & cook (1998); recent, pacific (new zealand); fossil: upper pleistocene-recent fide cook & chimonides (1985);
136263	20586	amoena	110	160015	1986	gordon	5/15/2006	etiam celleporaria fide bradstock & gordon (1983), gordon & parker (1991); recent, pacific (new zealand);
134836	10090	angela	110	133343	1873	gordon	6/6/2006	vide bowerbankia gracilis aggregatum;
129647	20020	anguina recta	110	121049	1871	gordon	6/1/2006	species typica pterocella levinsen, 1909; subjective junior synonym cellaria vesiculosa lamarck fide d'hondt (1979); nunc pterocella fide levinsen (1909); recent, pacific (australia), antarctic; fossil: late miocene, late pleistocene (tasmania) fi
140364	10018	angusta	110	140562	1942	bock	12/3/2004	vide catenicella alata;
140331	10009	annosciae	110	140340	1976	bock	12/3/2004	celleporella meridionalis; recent, southwest atlantic;
131089	21264	annularis	110	160026	1766	gordon	5/23/2006	etiam serialaria fide milne edwards (1836); recent, northwestern atlantic (caribbean);
132968	10091	annularis	110	160026	1766	gordon	5/23/2006	vide bowerbankia pustulosa alternata;
134436	20462	annularis	110	160026	1766	gordon	5/23/2006	etiam nolella fide; ?not cited in d'hondt (1983); recent, pacific (australia);
134838	10091	annularis	110	160026	1766	gordon	5/23/2006	trypostega venusta. spelt amoena in plate 10, fig. 8.; recent, atlantic;
137466	21095	annularis	110	160026	1766	gordon	5/23/2006	now scruparia; vide eucratea ambiqua;
138163	20834	annularis	110	160026	1766	gordon	5/23/2006	now scruparia; nunc scruparia fide hastings (1930); etiam catenaria fide d'orbigny (1851); recent, southern atlantic (falkland islands), eastern pacific; cosmopolitan except polar waters;
131698	20173	annulus bilaminata	110	131752	1898	gordon	5/11/2006	now alderina; recent, pacific (new zealand);
129824	10091	antarctica	110	131521	1980	gordon	5/18/2006	now escharoides; nunc escharoides fide levinsen (1909); etiam mucronella fide jelly (1889); recent, pacific (new zealand); fossil: miocene-pliocene (new zealand) fide brown (1952) pliocene-pleistocene (japan);
138165	20834	aotearoa	110	160046	1989	gordon	6/27/2006	vide aetea recta;
134437	20462	aporosa	110	160027	1909	gordon	5/23/2006	species typica bockiella silen, 1942; etiam lobiancopora fide d'hondt (1983); recent, pacific (japan); northeast atlantic (bay of biscay), depth 1894-4125 m;
140370	10019	aralensis	110	140390	1959	bock	12/3/2004	species typica arachnoidella d'hondt, 1983; nunc arachnoidea (arachnoidella) fide d'hondt (1983); recent, mediterranean (italy), northeast atlantic;
131699	20173	arcifera	110	131751	1909	gordon	5/10/2006	now celleporella; vide eschara annularis;
140458	10034	arctica	110	140371	1880	bock	12/3/2004	now celleporella; species typica reptolatereschara d'orbigny, 1852 ab designatione posteriore bassler (1935); nunc reptolatereschara fide d'orbigny, 1852; etiam cellepora fide lamouroux (1816); etiam hippothoa fide levinsen (1909); etiam lepralia fide busk (1852); 
140771	10084	argilla	110	140422	1967	bock	12/3/2004	now celleporella; vide eschara annularis;
140521	10089	armata	110	140156	1873	bock	12/3/2004	now celleporella; vide eschara annularis;
140587	10089	armata	110	140444	1873	bock	12/3/2004	now celleporella; vide eschara annularis;
140740	10083	armata	110	140156	1873	bock	12/3/2004	now celleporella; vide eschara annularis;
134439	20462	aruensis	110	134468	1980	gordon	5/17/2006	now chaperiopsis; subjective junior synonym membranipora galeata fide brown (1952); nunc chaperiopsis fide gordon (1982); recent, indian ocean (south africa);
140476	10089	aspinosa	110	140504	1953	bock	12/3/2004	vide celleporella antarctica;
140459	10034	atlantica	110	140719	1886	bock	12/3/2004	now schizomavella; recent, pacific (new zealand);
130773	21078	attenuata	110	134804	1884	gordon	5/12/2006	now celleporella; vide hippothoa cornuta aporosa;
143717	20530	attenuata	110	134804	1884	gordon	5/12/2006	vide bowerbankia imbricata aralensis;
143719	20530	attenuata	110	134804	1884	gordon	5/12/1996	types lost and not illustrated, therefore unrecognizable.; nunc chaperiopsis fide gordon (1982); recent, pacific (new zealand);
138576	10090	auriculatus	110	132774	1984	gordon	11/16/2005	etiam bowerbankia fide busk (1880); recent, arctic (canada); circumarctic;
130791	20158	aurita	110	131895	1852	gordon	5/17/2006	species typica cryptoarachnidium jebram, 1973; nunc cryptoarachnidium fide jebram, 1973; recent, pacific (usa: california);
138044	20833	aurita	110	160044	1989	gordon	6/27/2006	vide vesicularia armata;
140170	10004	australe	110	140204	1979	bock	12/3/2004	subjective junior synonym farciminaria binderi fide cook (1964); nunc elzerina fide cook (1964); recent, pacific (new zealand);
130175	20108	australis	110	143718	1884	gordon	5/12/2006	species typica aeverrillia marcus, 1941; typi incogniti fide maturo et schopf (1968); nunc aeverrillia fide marcus (1941); recent, western atlantic;
131700	20173	australis	110	122097	1881	gordon	5/10/2006	subjective junior synonym hippothoa distans fide moyano (1986); recent, pacific (indonesia);
131790	21105	australis	110	122097	1884	gordon	5/10/2006	vide flustrella stolonifera aspinosa;
140649	10091	australis	110	140271	1877	bock	12/3/2004	nunc valkeria fide osburn (1940) et d'hondt (1983); recent, ?cosmopolitan in temperate and tropical waters;
143720	20530	australis	110	143718	1884	gordon	5/12/2006	nunc leiosalpinx fide ; subjective synonym alysidium inornata fide ; recent, south indian ocean (heard island);
139638	20922	aviculare	110	127160	1881	gordon	5/16/2006	
133948	10090	avicularis	110	127160	1881	gordon	5/16/2006	duplicate entry.; vide catenaria attenuata
136295	21342	avicularis	110	127160	1881	gordon	5/16/2006	see gordon (1988, p. 288); nunc domosclerus fide gordon (1988); recent, northwest atlantic;
137530	10090	babelensis	110	144747	1941	gordon	6/27/2006	nunc claviporella fide macgillivray (1887) & levinsen (1909); recent, pacific (australia, new zealand); fossil: late miocene, late pleistocene (pacific, tasmania) fide wass and yoo (1975);
140341	10010	barentsia	110	140332	1962	bock	12/3/2004	now parkermavella; recent, pacific (new zealand);
131531	20614	bathamae	110	143360	1977	gordon	5/17/2006	vide alcyonidium gelatinosum australe;
134441	20462	bathamae	110	143360	1977	gordon	5/17/2006	now leiosalpinx; nunc leiopsalpinx fide gordon (1986); recent, indopacific (indonesia);
143365	10090	bathamae	110	143360	1977	gordon	5/17/2006	nominal type species of chaperia.; ?pro membranipora spinosa d'orbigny, 1846 non lamouroux, 1829 nec joliet, 1877 nec (macgillivray, 1882); [peb comment - this is backwards - the original says: synonym membranipora spinosa quoy & gaimard (ie flustra acanthina lamouroux), non d'orbigny] 
132520	20272	bathyalis	110	160047	2002	gordon	6/27/2006	vide chaperia australis;
134442	20462	belgica	110	123722	1989	gordon	5/17/2006	nunc amathia fide chimonides (1987); recent, pacific (australia);
138577	21316	biauriculatus	110	132775	1986	gordon	11/16/2005	duplicate entry.; vide brettia australis
131878	21114	biavicularis	110	130232	1967	gordon	6/27/2006	vide gemellaria aviculare;
131896	20199	bicorne	110	131900	1880	gordon	5/17/2006	species typica synnotum pieper, 1881; species typica mononota pieper, 1881; subjective junior synonym loricaria aegyptica; nunc synnotum fide pieper (1881); etiam mononota fide pieper (1881); etiam notamia fide waters (1885); recent, mediterra
130774	21078	bicornis	110	136933	1884	gordon	6/27/2006	vide gemellaria avicularis;
130792	20158	bicuspis	110	160000	1843	gordon	5/9/2006	nunc reteporellina fide hayward 2004; recent, pacific (australia);
135863	20567	bifurca	110	134689	1967	gordon	5/9/2006	vide arachnoidea barentsia;
133441	20354	bilabiata	110	142957	1884	gordon	5/16/2006	vide hippothoa bathamae;
131702	20173	bilaminata	110	131752	1898	gordon	5/10/2006	nunc celleporella fide gordon and mawatari (1992); recent, pacific (new zealand);
132607	21051	bilaminata	110	129955	1881	gordon	5/12/2006	vide hippothoa bathamae
140452	20363	binderi	110	140446	1861	bock	12/3/2004	now pyriporoides; recent, atlantic north
140738	10089	binderi	110	140446	1861	bock	12/3/2004	recent, antarctic (palmer peninsula);
138750	21108	biporosa	110	143891	1972	gordon	5/10/2006	see gordon (1988, p. 288); nunc domosclerus fide gordon (1988); recent, southwest indian ocean;
143479	20202	bispinosa	110	131745	1984	gordon	5/10/2006	now buffonellaria; species typica christinella powell, 1967; nunc buffonellaria fide gordon (1967); recent, pacific (new zealand);
129450	21055	bocki	110	137360	1941	gordon	5/16/2006	nomen nudum/ nunpublished plates; recent, pacific (australia);
136501	20607	bocki	110	137360	1941	gordon	5/16/2006	now petalostegus; species typica petalostegus levinsen, 1909; nunc petalostegus fide levinsen (1909); recent, pacific (tahiti, indonesia);
131703	20173	boninensis	110	131753	1942	gordon	5/10/2006	now costaticella; recent, pacific (australia, new zealand);
122432	30111	boryi	110	130467	1826	gordon	5/15/2006	now klugerella; nunc klugerella fide moyano (1991); recent, pacific (new zealand);
129825	10090	bougainvillei	110	143361	1847	gordon	5/18/2006	vide lepralia bilabiata;
