# TAXON-ID
#   Taxon id number
# AUTHOR
#   Author of Authoritative Listing of name
# 
TAXON-ID	AUTHOR
20046	1180
20047	1063
20048	1283
20049	1128
20050	1128
20051	1088
20052	1175
20053	1185
20054	1112
20055	1120
20056	1088
20057	1062
20058	1112
20059	1257
20060	1062
20061	1111
20062	1128
20063	1110
20064	1185
20065	1034
20066	1200
20067	1180
20068	1193
20069	1218
20070	1218
20071	1058
20072	1045
20073	1058
20074	1185
20075	1128
20076	1284
20077	1238
20078	1045
20079	1138
20080	1185
20081	1009
20082	1111
20083	1019
20084	1155
20085	1023
20086	1155
20087	1239
20088	1155
20089	1112
20090	1112
20091	1005
20092	1045
20093	1215
20094	1171
20095	1048
20096	1077
20097	1019
20098	1205
20099	1152
20100	1151
20101	1284
20102	1103
20103	1002
20104	1135
20105	1062
20106	1284
20107	1272
20108	1221
20109	1272
20110	1200
20111	1272
20112	1170
20113	1193
20114	1241
20115	1218
20116	1289
20117	1272
20118	1021
20119	1232
20120	1155
20121	1110
20122	1128
20123	1238
20124	1035
20125	1112
20126	1231
20127	1231
20128	1284
20129	1144
20130	1264
20131	1197
20132	1008
20133	1019
20134	1284
20135	1236
20136	1288
20137	1284
20138	1088
20139	1171
20140	1185
20141	1019
20142	1298
20143	1115
20144	1098
20145	1110
20146	1110
20147	1110
20148	1197
20149	1111
20150	1111
20151	1094
20152	1236
20153	1185
20154	1185
20155	1155
20156	1128
20157	1034
20158	1010
20159	1127
20160	1033
20161	1231
20162	1063
20163	1243
20164	1253
20165	1180
20166	1128
20167	1017
20168	1197
20169	1236
20170	1236
20171	1119
20172	1073
20173	1088
20174	1293
20175	1034
20176	1185
20177	1236
20178	1290
20179	1073
20180	1192
20181	1203
20182	1266
20183	1156
20184	1112
20185	1128
20186	1071
20187	1272
20188	1128
20189	1146
20190	1197
20191	1110
20192	1062
20193	1257
20194	1278
20195	1272
20196	1019
20197	1128
20198	1094
20199	1284
20200	1014
20201	1121
20202	1025
20203	1165
20204	1185
20205	1128
20206	1088
20207	1088
20208	1112
20209	1058
20210	1073
20211	1272
20212	1077
20213	1142
20214	1120
20215	1236
20216	1103
20217	1110
20218	1272
20219	1284
20220	1112
20221	1128
20222	1071
20223	1186
20224	1185
20225	1257
20226	1128
20227	1128
20228	1058
20229	1034
20230	1218
20231	1088
20232	1128
20233	1128
20234	1208
20235	1170
20236	1019
20237	1112
20238	1155
20239	1112
20240	1088
20241	1026
20242	1078
20243	1174
20244	1128
20245	1128
20246	1128
20247	1236
20248	1277
20249	1174
20250	1152
20251	1128
20252	1037
20253	1128
20254	1185
20255	1284
20256	1213
20257	1128
20258	1272
20259	1142
20260	1273
20261	1257
20262	1128
20263	1128
20264	1300
20265	1257
20266	1159
20267	1156
20268	1128
20269	1110
20270	1037
20271	1106
20272	1272
20273	1180
20274	1155
20275	1088
20276	1112
20277	1180
20278	1285
20279	1202
20280	1140
20281	1119
20282	1215
20283	1272
20284	1185
20285	1185
20286	1239
20287	1161
20288	1185
20289	1088
20290	1040
20291	1128
20292	1110
20293	1034
20294	1165
20295	1171
20296	1034
20297	1155
20298	1093
20299	1155
20300	1123
20301	1058
20302	1155
20303	1103
20304	1128
20305	1284
20306	1128
20307	1257
20308	1077
20309	1077
20310	1155
20311	1185
20312	1077
20313	1077
20314	1185
20315	1284
20316	1071
20317	1272
20318	1171
20319	1272
20320	1063
20321	1028
20322	1110
20323	1213
20324	1006
20325	1155
20326	1128
20327	1225
20328	1197
20329	1063
20330	1112
20331	1062
20332	1236
20333	1161
20334	1128
20335	1235
20336	1135
20337	1011
20338	1155
20339	1101
20340	1128
20341	1236
20342	1155
20343	1077
20344	1148
20345	1077
20346	1148
20347	1231
20348	1185
20349	1197
20350	1088
20351	1110
20352	1008
20353	1019
20354	1112
20355	1046
20356	1037
20357	1110
20358	1272
20359	1168
20360	1088
20361	1165
20362	1036
20363	1171
20364	1174
20365	1110
20366	1233
20367	1088
20368	1174
20369	1088
20370	1285
20371	1212
20372	1088
20373	1180
20374	1077
20375	1155
20376	1077
20377	1088
20378	1128
20379	1017
20380	1236
20381	1180
20382	1077
20383	1030
20384	1103
20385	1171
20386	1185
20387	1128
20388	1077
20389	1026
20390	1088
20391	1128
20392	1019
20393	1185
20394	1004
20395	1128
20396	1128
20397	1037
20398	1054
20399	1171
20400	1063
20401	1137
20402	1294
20403	1256
20404	1165
20405	1219
20406	1290
20407	1218
20408	1135
20409	1037
20410	1140
20411	1019
20412	1290
20413	1063
20414	1185
20415	1112
20416	1046
20417	1185
20418	1063
20419	1272
20420	1272
20421	1183
20422	1089
20423	1251
20424	1297
20425	1272
20426	1006
20427	1063
20428	1006
20429	1112
20430	1259
20431	1155
20432	1111
20433	1185
20434	1185
20435	1132
20436	1139
20437	1155
20438	1257
20439	1185
20440	1284
20441	1110
20442	1213
20443	1063
20444	1043
20445	1215
20446	1128
20447	1019
20448	1128
20449	1185
20450	1006
20451	1128
20452	1128
20453	1071
20454	1006
20455	1128
20456	1112
20457	1019
20458	1128
20459	1288
20460	1128
20461	1006
20462	1197
20463	1215
20464	1128
20465	1145
20466	1185
20467	1155
20468	1058
20469	1155
20470	1112
20471	1019
20472	1013
20473	1185
20474	1185
20475	1272
20476	1185
20477	1171
20478	1183
20479	1209
20480	1119
20481	1106
20482	1088
20483	1110
20484	1183
20485	1188
20486	1064
20487	1026
20488	1153
20489	1088
20490	1088
20491	1272
20492	1272
20493	1037
20494	1185
20495	1073
20496	1058
20497	1112
20498	1155
20499	1065
20500	1156
20501	1272
20502	1128
20503	1180
20504	1275
20505	1180
20506	1002
20507	1177
20508	1155
20509	1135
20510	1161
20511	1128
20512	1110
20513	1088
20514	1060
20515	1110
20516	1062
20517	1204
20518	1257
20519	1185
20520	1084
20521	1111
20522	1077
20523	1063
20524	1180
20525	1077
20526	1077
20527	1077
20528	1155
20529	1031
20530	1106
20531	1128
20532	1058
20533	1284
20534	1112
20535	1207
20536	1003
20537	1241
20538	1185
20539	1183
20540	1027
20541	1272
20542	1171
20543	1222
20544	1183
20545	1284
20546	1293
20547	1293
20548	1183
20549	1149
20550	1026
20551	1004
20552	1088
20553	1284
20554	1236
20555	1246
20556	1026
20557	1185
20558	1285
20559	1218
20560	1272
20561	1142
20562	1257
20563	1022
20564	1192
20565	1112
20566	1010
20567	1004
20568	1128
20569	1036
20570	1197
20571	1151
20572	1128
20573	1086
20574	1128
20575	1128
20576	1103
20577	1019
20578	1128
20579	1128
20580	1236
20581	1257
20582	1277
20583	1112
20584	1272
20585	1272
20586	1197
20587	1128
20588	1185
20589	1257
20590	1019
20591	1155
20592	1185
20593	1183
20594	1135
20595	1071
20596	1077
20597	1077
20598	1088
20599	1088
20600	1185
20601	1132
20602	1010
20603	1112
20604	1185
20605	1185
20606	1171
20607	1280
20608	1180
20609	1128
20610	1285
20611	1296
20612	1200
20613	1006
20614	1180
20615	1058
20616	1026
20617	1026
20618	1003
20619	1106
20620	1110
20621	1103
20622	1220
20623	1155
20624	1117
20625	1128
20626	1170
20627	1128
20628	1138
20629	1088
20630	1088
20631	1128
20632	1185
20633	1139
20634	1128
20635	1128
20636	1171
20637	1300
20638	1272
20639	1088
20640	1155
20641	1218
20642	1165
20643	1185
20644	1183
20645	1015
20646	1019
20647	1128
20648	1180
20649	1081
20650	1088
20651	1218
20652	1128
20653	1073
20654	1185
20655	1034
20656	1155
20657	1128
20658	1058
20659	1272
20660	1215
20661	1156
20662	1284
20663	1037
20664	1075
20665	1050
20666	1290
20667	1185
20668	1073
20669	1180
20670	1081
20671	1180
20672	1225
20673	1215
20674	1297
20675	1215
20676	1183
20677	1197
20678	1165
20679	1155
20680	1077
20681	1185
20682	1104
20683	1272
20684	1039
20685	1128
20686	1112
20687	1073
20688	1284
20689	1128
20690	1040
20691	1139
20692	1026
20693	1088
20694	1183
20695	1185
20696	1185
20697	1257
20698	1071
20699	1058
20700	1284
20701	1128
20702	1077
20703	1062
20704	1058
20705	1086
20706	1181
20707	1259
20708	1006
20709	1006
20710	1019
20711	1112
20712	1139
20713	1185
20714	1155
20715	1284
20716	1062
20717	1180
20718	1185
20719	1185
20720	1236
20721	1040
20722	1019
20723	1077
20724	1077
20725	1071
20726	1122
20727	1019
20728	1239
20729	1239
20730	1088
20731	1250
20732	1078
20733	1185
20734	1111
20735	1185
20736	1284
20737	1150
20738	1126
20739	1172
20740	1100
20741	1280
20742	1242
20743	1174
20744	1107
20745	1199
20746	1183
20747	1103
20748	1213
20749	1105
20750	1142
20751	1171
20752	1128
20753	1128
20754	1112
20755	1183
20756	1088
20757	1183
20758	1152
20759	1112
20760	1155
20761	1272
20762	1077
20763	1077
20764	1019
20765	1062
20766	1166
20767	1077
20768	1073
20769	1113
20770	1155
20771	1128
20772	1040
20773	1120
20774	1063
20775	1272
20776	1285
20777	1272
20778	1128
20779	1152
20780	1088
20781	1285
20782	1171
20783	1077
20784	1077
20785	1077
20786	1077
20787	1077
20788	1077
20789	1077
20790	1077
20791	1021
20792	1171
20793	1110
20794	1165
20795	1112
20796	1103
20797	1288
20798	1003
20799	1187
20800	1185
20801	1239
20802	1257
20803	1185
20804	1062
20805	1024
20806	1088
20807	1185
20808	1257
20809	1183
20810	1239
20811	1006
20812	1272
20813	1215
20814	1025
20815	1088
20816	1088
20817	1105
20818	1255
20819	1227
20820	1185
20821	1088
20822	1112
20823	1110
20824	1285
20825	1151
20826	1185
20827	1128
20828	1128
20829	1155
20830	1128
20831	1128
20832	1218
20833	1128
20834	1257
20835	1034
20836	1151
20837	1128
20838	1006
20839	1128
20840	1257
20841	1006
20842	1006
20843	1112
20844	1272
20845	1088
20846	1134
20847	1035
20848	1044
20849	1213
20850	1112
20851	1174
20852	1171
20853	1034
20854	1003
20855	1213
20856	1077
20857	1077
20858	1077
20859	1077
20860	1077
20861	1128
20862	1174
20863	1180
20864	1071
20865	1014
20866	1215
20867	1257
20868	1251
20869	1128
20870	1124
20871	1099
20872	1071
20873	1262
20874	1262
20875	1171
20876	1257
20877	1053
20878	1272
20879	1192
20880	1063
20881	1128
20882	1088
20883	1019
20884	1215
20885	1270
20886	1058
20887	1077
20888	1191
20889	1103
20890	1168
20891	1040
20892	1144
20893	1171
20894	1128
20895	1155
20896	1303
20897	1077
20898	1004
20899	1037
20900	1128
20901	1284
20902	1006
20903	1168
20904	1173
20905	1006
20906	1023
20907	1058
20908	1155
20909	1119
20910	1015
20911	1203
20912	1257
20913	1128
20914	1128
20915	1034
20916	1026
20917	1284
20918	1112
20919	1062
20920	1161
20921	1034
20922	1012
20923	1110
20924	1253
20925	1058
20926	1155
20927	1155
20928	1058
20929	1183
20930	1019
20931	1185
20932	1002
20933	1112
20934	5046
20935	1045
20936	1088
20937	1029
20938	1272
20939	1193
20940	1110
20941	1174
20942	1063
20943	1020
20944	1288
20945	1284
20946	1257
20947	1111
20948	1303
20949	1185
20950	1110
20951	1128
20952	1155
20953	1188
20954	1095
20955	1030
20956	1040
20957	1215
20958	1155
20959	1284
20960	1300
20961	1168
20962	1128
20963	1155
20964	1128
20965	1197
20966	1185
20967	1152
20968	1185
20969	1034
20970	1180
20971	1040
20972	1185
20973	1128
20974	1128
20975	1128
20976	1110
20977	1034
20978	1009
20979	1184
20980	1122
20981	1112
20982	1128
20983	1182
20984	1171
20985	1218
20986	1185
20987	1171
20988	1088
20989	1257
20990	1239
20991	1294
20992	1171
20993	1284
20994	1128
20995	1217
20996	1046
20997	1045
20998	1272
20999	1218
21000	1215
21001	1088
21002	1253
21003	1128
21004	1288
21005	1218
21006	1272
21007	1198
21008	1077
21009	1155
21010	1248
21011	1272
21012	1105
21013	1054
21014	1288
21015	1016
21016	1239
21017	1088
21018	1183
21019	1278
21020	1148
21021	1183
21022	1272
21023	1034
21024	1218
21025	1209
21026	1340
21027	1284
21028	1288
21029	1139
21031	1019
21032	1112
21033	1320
21034	1222
21035	1039
21036	1337
21037	1332
21038	1238
21039	1003
21040	1112
21041	1019
21042	1268
21043	1128
21044	1128
21045	1128
21046	1034
21047	1128
21048	1257
21049	1058
21050	1171
21051	1171
21052	1300
21053	1112
21054	1263
21055	1128
21057	1045
21058	1019
21059	1088
21060	1088
21061	1197
21062	1044
21063	1236
21064	1236
21065	1236
21066	1236
21067	1077
21068	1077
21069	1275
21070	1023
21071	1257
21072	1236
21074	1077
21075	1334
21076	1284
21077	1284
21078	1197
21079	1034
21080	1215
21081	1257
21082	1188
21083	1101
21085	1103
21086	1291
21087	1331
21088	1263
21089	1077
21090	1026
21091	1040
21092	1253
21094	1077
21095	1077
21096	1077
21097	1288
21098	1171
21100	1284
21101	1112
21102	1288
21103	1238
21105	1171
21106	1134
21107	1025
21108	1025
21109	1110
21110	1100
21111	1238
21112	1115
21113	1006
21114	1311
21115	1185
21116	1112
21117	1110
21118	1019
21119	1289
21120	1168
21121	1128
21122	1112
21124	1185
21125	1112
21126	1284
21127	1071
21128	1019
21129	1063
21131	1112
21132	1236
21133	1110
21134	1058
21135	1112
21136	1185
21137	1064
21138	1165
21139	1285
21140	1171
21141	1284
21142	1272
21145	1019
21147	1088
21149	1128
21151	1236
21152	1092
21153	1077
21154	1077
21155	1128
21157	1019
21158	1272
21159	1077
21160	1285
21161	1257
21162	1077
21165	1128
21166	1077
21167	1326
21168	1112
21169	1263
21170	1044
21171	1197
21172	1329
21173	1101
21175	1257
21176	1006
21177	1112
21178	1044
21181	1077
21182	1128
21184	1185
21185	1078
21186	1180
21188	1122
21189	1128
21190	1257
21191	1037
21192	1293
21193	1003
21194	1128
21197	1088
21198	1079
21199	1128
21200	1128
21201	1319
21202	1088
21203	1322
21204	1128
21205	1327
21206	1112
21209	1328
21211	1036
21212	1324
21213	1139
21216	1139
21219	1077
21222	1134
21224	1171
21225	1077
21226	1019
21227	1019
21230	1257
21232	1253
21233	1112
21234	1128
21235	1128
21236	1088
21239	1128
21240	1006
21241	1128
21242	1277
21243	1162
21244	1257
21245	1222
21246	1071
21247	1311
21248	1092
21249	1330
21250	1335
21252	1092
21253	1092
21254	1168
21255	1128
21256	1037
21257	1077
21258	1077
21259	1077
21260	1077
21261	1077
21262	1077
21263	1140
21264	1017
21265	1156
21266	1156
21267	1112
21268	1253
21269	1019
21270	1284
21271	1257
21272	1222
21273	1263
21274	1185
21275	1171
21276	1238
21277	1002
21278	1088
21280	1289
21281	1288
21282	1045
21283	1045
21284	1238
21285	1171
21286	1100
21287	1333
21290	1071
21291	1112
21292	1039
21295	1077
21297	1185
21298	1019
21299	1325
21300	1101
21301	1113
21302	1026
21303	1006
21304	1019
21305	1288
21306	1077
21307	1257
21308	1238
21311	1128
21312	1128
21314	1128
21315	1019
21316	1213
21317	1236
21318	1263
21319	1044
21320	1044
21321	1044
21322	1311
21323	1280
21325	1336
21326	1315
21327	1339
21328	1309
21329	1257
21330	1128
21332	1128
21333	1323
21334	1037
21335	1112
21336	1257
21337	1128
21338	1025
21339	1285
21340	1090
21341	1100
21342	1012
21343	1215
21344	1284
21345	1173
21346	1034
21347	1284
21349	1088
21350	1044
21351	1077
21353	1128
21354	1088
21355	1257
21356	1139
21357	1077
21358	1077
21359	1077
21360	1253
21361	1045
21363	1077
21364	1077
21365	1077
21366	1077
21367	1171
21368	1044
21369	1171
21370	1110
21371	1019
21372	1026
21373	1129
30006	1001
30007	5210
30008	1283
30009	1283
30010	1299
30011	1272
30013	1100
30016	1106
30017	1403
30018	1257
30019	1275
30020	1284
30021	1272
30022	1287
30023	1077
30024	1272
30025	1253
30026	5210
30027	1299
30028	1251
30029	5088
30030	1284
30031	1077
30032	1077
30034	1009
30035	1080
30036	1249
30037	5178
30038	1129
30040	1077
30042	1003
30043	1034
30044	1171
30045	5338
30047	1253
30049	1251
30051	1171
30053	1257
30054	1206
30055	1171
30056	1253
30059	1171
30060	1238
30061	1171
30062	1171
30063	1197
30064	1265
30065	1149
30066	5160
30069	1003
30071	5196
30072	1287
30074	1171
30078	1033
30081	1046
30082	5364
30083	1077
30084	1110
30085	1055
30087	1119
30088	5126
30091	1167
30093	1110
30094	1077
30095	1171
30097	1110
30098	1272
30101	1110
30102	1272
30103	1171
30104	1272
30105	1272
30106	1253
30109	1077
30110	1171
30112	1148
30113	1058
30114	1052
30115	1077
30118	1128
30119	1077
30121	1129
30122	1171
30125	1284
30126	5046
30127	5204
30128	1299
30131	1077
30132	1052
30133	5046
30134	1284
30135	1252
30136	5138
30138	1034
30139	1020
30140	1034
30141	1128
30142	1020
30143	1019
30143	1191
30144	1285
30146	1112
30148	1034
30149	1128
30150	1072
30151	1128
30153	1347
30154	1171
30155	1347
30157	1077
30158	1171
30159	1171
30160	1171
30161	1110
30162	1236
30163	1119
30164	1311
30165	1272
30168	1253
30169	1077
30170	1197
30171	1254
30173	1004
30176	1171
30176	1283
30177	1253
30180	1077
30180	1281
30181	1149
30182	1299
30183	1299
30185	1221
30186	5158
30187	1275
30188	1253
30189	1257
30191	1030
30191	1077
30192	1272
30193	1275
30195	1257
30196	1091
30196	1165
30197	1106
30198	1261
30201	1241
30201	1258
30203	1128
30206	1128
30207	1091
30210	1091
30211	1111
30211	1299
30212	1139
30214	1010
30214	1021
30217	1171
30218	1197
30219	1253
30219	1300
30221	1077
30222	1128
30222	2125
30223	1253
30224	1257
30225	1171
30229	1112
30231	1151
30233	1179
30234	1091
30236	1004
30237	1128
30240	5086
30241	1311
30242	1128
30243	1272
30245	1040
30246	1183
30247	1040
30248	1041
30248	1311
30249	1272
30250	1252
30251	1311
30254	1112
30257	1019
30258	1003
30259	1090
30260	1257
30261	1008
30262	1128
30263	1003
30264	1019
30265	1276
30267	1004
30269	1044
30273	1003
30275	1003
30277	1077
30278	1128
30280	1063
30283	1001
30284	1046
30285	1206
30288	1046
30292	1128
30294	1019
30295	1128
30296	1077
30297	1275
30298	1129
30299	1001
30302	1040
30303	1077
30304	1128
30305	1019
30306	1252
30307	1110
30308	1061
30309	1077
30311	1236
30312	1252
30313	1041
30314	1032
30316	1077
30317	1180
30319	1197
30325	1003
30328	1128
30330	1119
30331	1128
30332	1128
30334	1042
30338	1041
30339	1141
30340	1195
30341	1049
30342	1019
30343	1052
30344	1003
30345	1001
30346	1269
30347	1091
30348	1091
30349	1008
30350	1003
30351	1003
30352	1110
30353	1001
30355	1077
30356	1003
30358	1077
30359	1044
30360	1215
30366	1033
30367	1044
30368	1004
30369	1003
30370	1077
30372	1077
30376	1077
30377	1017
30378	1077
30379	1151
30380	1077
30381	1202
30382	1103
30383	1077
30385	1058
30387	1036
30388	1001
30389	1090
30390	1003
30391	1110
30393	1077
30395	1257
30398	1037
30401	1077
30402	1077
30403	1063
30404	1077
30407	1077
30411	1077
30413	1067
30414	1173
30416	1030
30418	1091
30419	1257
30420	1215
30421	1077
30422	1003
30423	1091
30425	1253
30428	1403
30429	1129
30431	5252
30433	1003
30434	1077
30435	2928
30437	1004
30438	5080
30439	1257
30440	1274
30441	1257
30442	1077
30443	1116
30444	1218
30446	1128
30447	1106
30448	1197
30449	1040
30451	1041
30452	1167
30453	1106
30454	1019
30456	1017
30457	1151
30460	1128
30462	1063
30462	1091
30465	1037
30467	1077
30467	5046
30469	1222
30470	1045
30471	1077
30472	1077
30473	1077
30474	1077
30477	1008
30478	1041
30480	1206
30481	1037
30482	1041
30483	1016
30484	1101
30485	1171
30486	1077
30531	1077
30533	1077
30538	1060
30539	1077
30561	1077
30570	1077
30571	1077
30577	1077
30590	1010
40999	1017
41000	1225
41001	1225
41002	1253
41003	1225
41004	5046
41005	2995
41006	1236
41007	1253
41008	1171
41009	1098
41010	1098
41012	1251
43994	1253
44000	1128
44001	1299
44002	1226
44003	1282
44019	1824
113039	1271
113773	1478
117296	5180
113589	1197
113852	1197
113905	1197
114299	1197
115367	1265
116286	1148
117045	1265
119358	1077
120920	1128
120934	1088
120935	1151
120937	1128
120942	1045
120951	1062
120957	1128
120959	1019
120961	1128
120965	1101
120967	1045
120968	1088
120978	1112
120985	1128
120987	1155
120988	1045
120992	1070
120994	1003
120997	1019
121019	1090
121020	1062
121024	1171
121045	1017
121048	1077
121049	2995
121050	5016
121051	1257
121062	1293
121064	5462
121071	1171
121080	1149
121081	1110
121098	1288
121105	1321
121111	1045
121119	1284
121138	1058
121142	1171
121171	5016
121179	5438
121192	1088
121199	1293
121202	1128
121204	1234
121205	1100
121216	1287
121218	5046
121221	1284
121229	1253
121230	1284
121247	1058
121299	1215
121300	1101
121300	1338
121327	1045
121360	1077
121361	1045
121398	1128
121408	1171
121409	1236
121416	1284
121417	1110
121418	1034
121428	5088
121469	1257
121474	1257
121476	1045
121485	1284
121494	1171
121500	5322
121503	5040
121552	1171
121599	1128
121603	1009
121604	1128
121611	1284
121614	1171
121620	1243
