ARTICLE-ID	YEAR	ARTICLE-TEXT
1676	1999	1999. Striatodoma dorothea (Cheilostomatida: Tessaradomidae), a new genus and species of bryozoan from deep water off California. Proceedings of the Biological Society of Washington. 112: 313-318.
1700	1988	1988. Life on a grain of sand. Sea Frontiers. 34: 76-78.
1701	1971	1971. Kelp surfaces and associated invertebrates. Nova Hedwigia Beiheft. 32: 319-341.
1702	2001	2001. Palaeoecology of hard substrate faunas from the Cretaceous Qahlah Formation of the Oman Mountains. Palaeontology. 44: 21-41.
1703	1994	1994. Earliest preservation of soft-bodied fossils by epibiont bioimmuration: Upper Ordovician of Kentucky. Lethaia. 27: 269-270.
1704	1992	1992. The development of an Early Ordovician hardground community in response to rapid sea-floor calcite precipitation. Lethaia. 25: 19-34.
1705	1994	1994. A carbonate hardground in the Carmel Formation (Middle Jurassic, SW Utah, USA) and its associated encrusters, borers and nestlers. Ichnos. 3: 79-87.
1706	1998	1998. Origin and paleoecology of free-rolling oyster accumulations (ostreoliths). Palaios. 13: 70-78.
1711	1998	1998. The Early Pliocene Caribbean bryozoan Acanthodesia savarti monilifera in the Imperial Formation near Whitewater, Riverside County, California. San Bernardino County Museum Association Quarterly. 45: 108.
1712	1970	1970. Type specimens of fossil Invertebrates in the Los Angeles County Museum of Natural History, exclusive of paleoentomology. Contr. Sci.. 181: 1-20.
1714	1978	1978. Draft inventory of introduced marine organisms. Australian Marine Science Bulletin. 61: 12.
1715	2000	2000. Descriptions of two loxosomatids (Entoprocta), with emphasis on a relationship between symbiont attachment structures and host cuticle. Canadian Journal of Zoology. 78: 110-120.
1716	1997	1997. A new genus and species of nephtheid soft coral (Octocorallia: Alcyonacea) from the western Pacific Ocean, and a discussion of convergence with several deep-sea benthic organisms. Proceedings of the California Academy of Sciences. 49: 423-437.
1718	1981	1981. Soft bottom assemblages of Paterson Inlet, Stewart Island. Appendix 1. New Zealand Journal Of Zoology. 8: 242-243.
1719	2001	2001. Moostierchen and Zuckmücken als Epizoen von Macromia amphigena (Bryozoa: Plumatellidae: Diptera: Chironomidae: Odonata: Macromiidae). Libellula. 20: 97-102.
1720	1981	1981. Bryozoa from Lake Mead and Lake Mohave, Nevada - Arizona. Southwestern Naturalist. 26: 201.
1721	1991	1991. Bibliography of catalogues of type specimens in world's zoological and palaeozoological collections. Prace Zoologiczne. 22: 1-308.
1722	1985	1985. Cephalota (Cassolaia) maura (L.) aus Portugal 8. Beitrag zur Kenntnis der Cicindelidae (Coleoptera). Entomologica Basiliensia. 10: 63-66.
1725	1983	1983. Der Polypid-Rückziehreflex bei Bowerbankia (Bryozoa): Eichung und Einsatz als Indikator für einen Festwert der Wasserbewegung. Verhandlungen Der Deutschen Zoologischen Gesellschaft. 1983: 157-161.
1726	1980	1980. The protective reflex of Bowerbankia (Bryozoa): calibration and use to indicate movements of a medium beneath a capillary surface wave. Journal Of Comparative Physiology. 137: 297-303.
1727	1997	1997. Inhibition and facilitation of bryozoan and ascidian settlement by natural multi-species biofilms: effects of film age and the roles of active and passive larval attachment. Marine Biology. 128: 463-473.
1728	1980	1980. Flore et faune aquatiques de l'Afrique sahelo-soudanienne. Tome 1. Lophophoriens (Bryozoaires et Kamptozoaires). Orstom. 44: 273-282.
1729	1976	1976. Varunella gemmata n. sp. aus Afrika (Bryozoa: Phylactolaemata). Senckenbergiana biol. 57: 25-33.
1730	1974	1974. Amazonische Moostiere (Bryozoa) 3. Amazoniana. 5: 293-303.
1731	1974	1974. Indische Süsswasser - Bryozoen. Limnologische Schr. Gewässer Abwäss. 53-54: 69-84.
1732	1973	1973. Der Flottoblastenausstoss bei Moostierchen. Mikrokosmos. 62: 299-301.
1733	1973	1973. Moostierchen and ihre Statoblasten. Hinweise zur Preparation. Mikrokosmos. 62: 146-150.
1734	1970	1970. Susswasser-Bryozoen aus Brasilien und Zentral Afrika. Revue Zool. Bot. afr.. 81: 62-81.
1735	1970	1970. Amazonische Moos tiere (Bryozoa). Amazoniana. 2: 353-362.
1736	1968	1968. Taxonomical and other remarks on freshwater Bryozoa. Atti della Società italiana di scienze naturali. 108: 245-246.
1737	1968	1968. Moostierchen des süßwassers. Beschaffung, Versuche, Präparation. Mikrokosmos. 57: 39-42.
1738	1964	1964. Review of: S. Hoc (1963) Die Moostiere (Bryozoa) der deutschen Süss-, Brachund Küstengewässer. Archiv für Hydrobiologie. 60: 505-506.
1739	1996	1996. Anthozoans, bryozoans, brachiopods, and tunicates of Rocas Alijos. Monographiae Biologicae. 75: 277-283.
1744	1950	1950. The invertebrate fauna of Texas coast jetties; a preliminary study. Inst. Mar. Sci. Publ.. 1: 53-87.
1745	1992	1992. The souce of 2,6-dibromophenol: cause of an iodoform taint in Australian prawns. Water Science And Technology. 25: 131-138.
1749	1901	1901. Catalogue of the marine invertebrata of eastern Canada. Polyzoa. Rpt Geol Surv Canada. : 91-114.
1750	1901	1901. Catalogue of the marine invertebrata of eastern Canada. Geological Survey of Canada. 772: 1-115.
1751	2000	2000. A type catalog of fossil invertebrates (Bryozoa) in the Yale Peabody Museum. Postilla. 224: 1-37.
1752	1956	1956. The hydroid Hydranthea margarica (Hincks) in Scottish Waters. Scot. Nat.. 68: 39-42.
1753	1981	1981. Some effects of the discharge of chlorinated sewage, from a short sea-outfall, on intertidal macro-organisms. Environmental Pollution Series A Ecological And Biological. 25: 9-17.
1754	1982	1982. Palaontologische Originale im Kulturhistorischen Museum Magdeburg. Abhandlungen und Berichte fuer Naturkunde und Vorgeschichte. 12: 53-58.
1755	1988	1988. Encrusting clonal organisms at the Hamilton, Kansas (Deer Creek Limestone, Virgilian), localities. KANSAS GEOLOGICAL SURVEY GUIDEBOOK SERIES No. 6: 77-80.
1756	1896	1896. Biologiske studier over ferskvandsbryozoer.. Videnskabelige Meddelelser fra Dansk naturhistorisk Forening i Kjøbenhavn. 8: 252-363.
1757	1970	1970. Stratigraphische Kondensation in triadischen und jurassischen Cephalopodenkalken der Tethys. Neues Jb. Geol. Paläont. Mh.. 7: 433-448.
1760	2000	2000. Energetics of larval swimming and metamorphosis in four species of Bugula (Bryozoa). Biological Bulletin. 198: 346-356.
1761	1998	1998. Effect of larval swimming duration on growth and reproduction of Bugula neritina (Bryozoa) under field conditions. Biological Bulletin. 195: 126-135.
1762	1996	1996. Effect of larval swimming duration on success of metamorphosis and size of the ancestrular lophophore in Bugula neritina (Bryozoa). Biological Bulletin. 191: 224-233.
1758	1999	1999. Ontogenies of phototactic behavior and metamorphic competence in larvae of three species of Bugula (Bryozoa). Invertebrate Biology. 118: 75-84.
1759	1995	1995. Induction of larval settlement by KCl in three species of Bugula (Bryozoa). Invertebrate Biology. 114: 345-351.
1763	1999	1999. The rational design of potential chemotherapeutic agents: Synthesis of bryostatin analogues. Med Res Rev. 19: 388-407.
1764	2001	2001. Purification and characterization of the fatty acid synthase from Bugula neritina. Comparative Biochemistry and Physiology Part B Biochemistry Molecular Biology. 128B: 445-450.
1765	1964	1964. The calico scallop community in North Carolina. Bull. mar. Sci. Gulf. Caribb.. 14: 561-593.
1766	1961	1961. Observations on Pinnaxodes floridensis, a new species of pinnotherid Crustacean in Holothurians. Bull. mar. Sci. Gulf & Caribb.. 11: 276-279.
1767	1961	1961. The fauna of oyster beds, with special reference to the salinity factor. Ecological Monographs. 31: 239-266.
1768	1983	1983. Poroplagioecia - ein neues Bryozoen-Genus aus dem norddeutschen Barremium (Unterkreide) (Ordo Cyclostomata). Verhandlungen Des Naturwissenschaftlichen Vereins In Hamburg. 26: 37-46.
1769	1974	1974. Pergensella geniculata (v. Hagenow) [Bryoz. Cycl.] in Schreibkreide- and Tuffkreide-Fazies. Mitteilungen aus dem Geologisch-Paläontologischen Institut der Universität Hamburg. 43: 61-73.
1770	1995	1995. [On the study of Sisyridae (Neuroptera), their hosts and their aquatic habitat in Carinthia.]. Carinthia Ii. 105: 535-552.
1771	1994	1994. Eidonomie und Okologie zweier europaischer Schwammfliegen-Arten (Neuroptera: Sisyridae). Entomologia Generalis. 18: 261-272.
1773	1992	1992. Construction materials in estuaries: reduction in the epibiotic community on chromated copper arsenate (CCA) treated wood. Marine Ecology Progress Series. 83: 45-53.
1774	1968	1968. Fauna associated with pelagic Sargassum in the Gulf Stream. American Midland Naturalist. 80: 554-558.
1775	1985	1985. Die Verteilung stabiler Isotope in Kalkschalen mariner Organismen. Geologisches Jahbuch. 82: 3-111.
1776	1998	1998. Skeletal ultrastructure in some articulate cyclostome bryozoans. Acta Zoologica. 79: 133-148.
1777	1997	1997. Skeletal ultrastructure in some tubuliporine cyclostome bryozoans. Acta Zoologica. 78: 107-122.
1778	1996	1996. Skeletal ultrastructures in some cerioporine cyclostome bryozoans. Acta Zoologica. 77: 249-265.
1779	1995	1995. Calcitic nacreous ultrastructures in bryozoans: implications for comparative biomineralization of lophophorates and molluscs. Biological Bulletin. 188: 281-292.
1780	1998	1998. Skeletal ultrastructure of the early astogenetic stages of some cyclostome bryozoans. Acta Zoologica. 79: 163-174.
1781	1997	1997. Mural "hoods" in the basal walls of cyclostome bryozoans and their taxonomic distribution. Species Diversity. 2: 105-119.
1782	1969	1969. An evolutionary concept of some sessile and tubicolous animals. Sarsia. 38: 1-8.
1783	2000	2000. Effects of two marinas on the composition of fouling assemblages. Biofouling. 16: 345-360.
1784	1968	1968. Zur Frage: Führt der donaustrom autochthones plankton? - 2. Archiv für Hydrobiologie. 34: 339-363.
1785	1998	1998. Natural and anthropogenic dispersal mechanisms in the marine environment: a study using cheilostome Bryozoa. Royal Society Philosophical Transactions Biological Sciences. 353: 453-464.
1786	1998	1998. Secondary tiering among Silurian epibionts in the Waldron Shale, Indiana, USA. Paleobios. 18: 12-20.
1787	1980	1980. Carbonate shelf environments and faunal communities in the Upper Bringewood Beds of the British Silurian. Palaeogeography Palaeoclimatology Palaeoecology. 29: 341-368.
1788	1981	1981. Epizoan ecology in the type Ludlow series (Upper Silurian), England. Journal Of Paleontology. 55: 29-32.
1789	1979	1979. Benthic community organization in the Ludlow Series of the Welsh borderland. Bulletin Of The British Museum. 31: 175-280.
1790	1981	1981. Present knowledge of the non marine invertebrate fauna of the Outer Hebrides. Proceedings Of The Royal Society Of Edinburgh Section B. 79: 215-264.
1847	2004	2004. Freshwater Bryozoan Records from Wisconsin. Research/Management Findings. : 4.
1848	1997	1997. Modular metazoans: gonochoric, hermaphroditic, or both at once?. Invertebrate Reproduction and Development. 31: 159-175.
1849	2002	2002. A review of the invertebrate phylum Kamptozoa (Entoprocta) and synopsis of kamptozoan diversity in Australia and New Zealand. Transactions of the Royal Society of South Australia. 126: 1-20.
1850	1998	1998. Sexual reproduction in the colonial kamptozoan Barentsia hildegardae. Invertebrate Biology. 117: 123-128.
1851	1997	1997. Sexual modes in the colonial Kamptozoan genus Barentsia. Biological bulletin. 193: 163-170.
1852	1997	1997. Systematic revision of colonial kamptozoans (entoprocts) of the Pacific coast of North America. Zoological Journal of the Linnaean Society. 121: 1-63.
1853	1995	1995. The kamptozoan Pedicellina whiteleggi Johnston & Walker, 1917 and other pedicellinids in Australia and New Zealand. Records of the South Australian Museum. 28: 131-141.
1854	1983	1983. Cheilostome Bryozoa from the southern Australian continental shelf. Australian Journal of Marine and Freshwater Research. 34: 303-354.
1855	1975	1975. Bryozoa from Site 282 west of Tasmania. Initial reports of the deep-sea drilling project. 29: 809-831.
1856	1978	1978. Encrusting Bryozoa exhibit linear growth. Search. 9: 42-44.
1857	1968	1968. Permian faunas and sediments from the South Marulan district, New South Wales. Proceedings of the Linnean Society of New South Wales. 93: 212-226.
1858	1970	1970. Bryozoan carbonate sand continuous along southern Australia. Marine Geology. 9: 63-73.
1859	1969	1969. A new genus of Polyzoa (Cryptostomata) from the Devonian of New South Wales, Australia. Geological Magazine. 106: 159-165.
1860	1981	1981. Catenicellid cheilostome Bryozoa. II. Introduction to ovicell complexes. Australian Journal Of Zoology. 29: 365-400.
1876	1998	1998. The identity and occurrence of Kerona pediculus (Ciliophora: Hypotrichida), a well-known epizoite of Hydra vulgaris (Cnidaria: Hydrozoa). Zoologische Verhandelingen (Leiden). 323: 235-245.
1877	1985	1985. Dynamic stability in two contrasting epibenthic communities. European Marine Biology Symposium. 19: 401-410.
1878	1977	1977. On the shapes of passive suspension feeders. European Marine Biology Symposium. 11: 567-576.
1879	1973	1973. Fistuliporacean bryozoans of the Wreford megacyclothem (Lower Permian) of Kansas. University of Kansas paleontological contributions. 65: 1-24.
1880	1984	1984. Effects of metals and sediment particle size on the composition of the epifauna of Pinna bicolor near a lead smelter, Spencer Gulf, South Australia. Estuarine, coastal and shelf science. 18: 79-95.
1881	1991	1991. Distribution of encrusting bryozoans and other epifauna on the subtidal bivalve Chlamys opercularis. Marine Biology. 110: 253-259.
1882	1989	1989. Assessment of space utilisation in a subtidal temperate bryozoan community. Marine Biology. 103: 215-224.
1883	1980	1980. Neue Fossilfunde im Badenien von Muhldorf (Lavanttal). Carinthia Ii. : 445-449.
1884	1980	1980. New records of Ectoprocta from the East China Sea [in Chinese]. Sichuan Journal Of Zoology. 4: 2-4.
1885	1977	1977. Investigating report of Ectoproctous Bryozoa from the East China Sea [in Chinese]. Oceanographic Sci. and Technol.. 7: 16-47.
1890	1996	1996. Settlement and early post-settlement survival of sessile marine invertebrates on topographically complex surfaces: the importance of refuge dimensions and adult morphology. Marine Ecology Progress Series. 137: 161-171.
1891	1991	1991. Settlement, refuges and adult body form in colonial marine invertebrates: a field experiment. Biological Bulletin. 180: 215-224.
1892	1991	1991. Settlement, refuges, and adult body form in colonial marine invertebrates: a field experiment. Biological Bulletin. 180: 112-118.
1893	1986	1986. Surface topography influences competitive hierarchies on marine hard substrata: a field experiment. Biological Bulletin. 170: 441-449.
1894	1999	1999. Endoscopic observations of invertebrate larval substratum exploration and settlement. Marine Ecology Progress Series. 182: 95-108.
1895	1996	1996. Waterborne chemical compounds in tropical macroalgae: positive and negative cues for larval settlement. Marine Biology. 126: 383-393.
1896	2000	2000. Impact of drift species (Gracilaria compressa, Zoobotryon verticillatum) on the recruitment and fitness of sessile invertebrates. American Zoologist. 40: 1249-1250.
1897	1992	1992. Post-settlement success of the arborescent bryozoan Bugula neritina (L.): the importance of structural complexity. Journal Of Experimental Marine Biology And Ecology. 164: 55-71.
1898	1992	1992. Field settlement locations on subtidal marine hard substrata: is active larval exploration involved?. Limnology And Oceanography. 37: 1101-1107.
1899	1973	1973. Exceptional preservation in cyclostome Bryozoa from the Middle Lias of Northamptonshire. Palaeontology. 16: 219-221.
1900	1979	1979. Nouveaux apports a la connaissance de la faune aptienne de bryozoaires du sud-est de la France. Geobios. 12: 819-837.
1901	1971	1971. Un gisement aptien de bryozoaires dans les alpes françaises (Vercors, Isere). Geobios. 4: 87-99.
1902	1975	1975. Les Bryozoaires barrémo-aptiens du sud-est de la France. Gisement et Paléoecologie, Biostratigraphie. Geobios. 8: 83-117.
1903	1981	1981. Bryozoaires et brachiopodes des 'Calcaires bajociens et bryozoaires' des Cuasses (France) et leur paléoécologie. Geobios. 14: 361-387.
1904	1977	1977. Bryozoaires et brachiopodes des 'Calcares bajociens a  bryozaires' du Gard (France): paleontologie et paleoecologie. Geobios. 10: 907-955.
1937	1993	1993. Fouling, surface bacteria and antibacterial agents of four bryozoan species found in Tasmania, Australia. Journal Of Experimental Marine Biology And Ecology. 169: 1-13.
1938	1995	1995. Localisation of the amathamide alkaloids in surface bacteria of Amathia wilsoni Kirkpatrick, 1888 (Bryozoa: Ctenostomata). Hydrobiologia. 297: 163-172.
1939	1991	1991. Distribution of amathamide alkaloids within single colonies of the bryozoan Amathia wilsoni. Journal Of Chemical Ecology. 17: 1871-1881.
1940	1985	1985. Clearance rates of sessile rotifers: in vitro determinations. Hydrobiologia. 121: 139-144.
1941	1976	1976. Population structure of a pioneer and a later stage species in an Ordovician ecological succession. Paleobiology. 2: 191-201.
1942	1973	1973. Major Middle Ordovician reef tract io east Tennessee. American Journal of Science. 273A: 294-325.
1946	1959	1959. Quantitative plankton untersuchungen in der mittleren Ostsee 1954/55. Z. Fisch. 8: 371-436.
1947	1995	1995. Associational resistance and shared doom: effects of epibiosis on herbivory. Oecologia. 102: 329-340.
1948	1982	1982. Observations on marine bifouling on electroplated metallic surfaces in Goa waters. Mahasagar. 15: 183-188.
1949	1980	1980. A soft substrate community with edrioasteroids from the Verulam Formation (Middle Ordovician) at Gamebridge, Ontario. Canadian Journal Of Earth Sciences. 17: 674-679.
1950	1978	1978. Catalogue of type invertebrate, plant, and trace fossils in the Royal Ontario Museum. Royal Ontario Museum, Toronto. : 1-151.
1951	1987	1987. Carboniferous stratigraphy in China [in Chinese]. Congr Int Stratigr Geol Carbonif C R. 11: 1-160.
1952	1996	1996. Fatty acids of a bryozoan Flustra sp. [in Russian]. Biologiya Morya. 22: 55-57.
1953	1972	1972. Bioglyphs from the Palaeogene of Daghestan [In Russian]. Paleontologicheskii Sbornik. 9: 75-80.
1954	1971	1971. Rare Mesozoic Problematica from the Pamir and the Caucasus [In Russian]. Paleontologicheskii Sbornik. 7: 85-93.
1955	1986	1986. Distribution and abundance of invertebrates causing fouling in power plants on the Finnish coast. Memoranda Societatis Pro Fauna Et Flora Fennica. 62: 123-125.
1956	1954	1954. Spongiaria en Bryozoan. Verander. Fl. Fauna Zuiderzee. : 157-158.
1957	1936	1936. Bryozoa. Flora en Fauna der 2uidevzee. : 145-149.
1958	1956	1956. Magevete loomastik [In Esthonian]. Abiks Loodus., Tartu. No. 24: 1-108.
1960	1984	1984. Ordovician of the Siberian Platform. A paleontological atlas. Phylum Bryozoa bryozoans [in Russian]. Rossiiskaya Akademiya Nauk Sibirskoe Otdelenie Trudy Instituta Geologii I Geofiziki. 590: 19-32.
1961	1988	1988. [Variability of bryozoans on the example of Lioclema subramosum Ulrich et Bassler from the lower layers of the Shandinsk horizon.]. Rossiiskaya Akademiya Nauk Sibirskoe Otdelenie Trudy Instituta Geologii I Geofiziki. 718: 24-36.
1962	1976	1976. Early Devonian Rugosa and Bryozoa of the Selennyakh ridge [In Russian].. Trudy Inst. Geol. Geofiz. sib. Otd.. 287: 1-70.
1976	1973	1973. Revision des genus Inversaria v. Hagenow 1851 (Bryozoa Cheilostomata) und seine Beziehungen zu Solenychocella n.g. Nachrichten der Akademie der Wissenschaften in Göttingen, II Mathematisch-physikalische Klasse. 8: 141-178.
1977	1991	1991. De possibles Crisiidae (Bryozoa-Articulata) dans le Neocomien du Jura Franco-Suisse. Geobios. 24: 41-46.
1978	1981	1981. De possibles Crisiidae (Bryozoa, Cyclostomata): Tholopora neocomiensis (Canu & Bassler) du Neocomien du Jura. Bulletin du Muséum national d'histoire naturelle. 12: 41-51.
1979	1983	1983. Bryozoaires du Senonien de Vendee (Bassin de Challans-Commequiers). Geologie Mediterraneene. 10: 219-228.
1980	1973	1973. Cretaceous burrowing bryozoans. Journal of Paleontology. 47: 21-33.
1981	1986	1986. Neue cheilostomate Bryozoenarten aus dem nordwest deutschen Campanium. Mitteilungen Aus Dem Geologisch Palaeontologischen Institut Der Universitaet Hamburg. 61: 113-147.
1982	1983	1983. Oberkretazische Hippothoidae (Bryozoa Cheilostomata) aus dem Campanium von Schweden und dem Maastrichtium der Niederlande. Mitteilungen Aus Dem Geologisch Palaeontologischen Institut Der Universitaet Hamburg. 54: 169-208.
1983	1998	1998. Ramicosticella gen. nov., a new Danian genus of Arachnopusiidae (Bryozoa, Cheilostomatida). Verhandlungen Des Naturwissenschaftlichen Vereins In Hamburg. 37: 95-104.
1984	1995	1995. Ascancestor and Confusocella - two new genera of cheilostomate Bryozoa from the Upper Cretaceous with transitional frontal-shield morphologies. Berliner Geowissenschaftliche Abhandlungen Reihe E Paläobiologie. E16: 15-23.
1985	1970	1970. Homöomorphien bei fossilien cyclostomen Bryozoen, dargestellt am Beispiel der Gattung Spiropora Lamouroux, 1821. Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg. 39: 7-96.
1988	1995	1995. Tervidmonea n.gen. (Bryozoa, Cyclostomata) aus dem Palaogen Mitteleuropas. Paläontologische Zeitschrift. 69: 417-427.
1989	1983	1983. Interior spinous processes in a cheilostome Bryozoan: Celleporina porosissima Harmer, 1957. Verhandlungen Des Naturwissenschaftlichen Vereins In Hamburg. 26: 47-59.
2083	1995	1995. Geographic variation of shell bionts in the deep-sea snail Gaza. Deep-Sea Research I. 42: 1261-1271.
2084	1987	1987. Endolith associations and their relation to facies distribution in the Middle Devonian of New York State, U.S.A. Lethaia. 20: 263-290.
2085	1977	1977. Briozoos del Litoral Chileno. Las especies del género Hippothoa (Ascophora). Medio Ambiente. 2: 38-52.
2086	1929	1929. Nature and extent of fouling of ships' bottoms. Bull. U. S. Bur. Fish.. 43: 193-252.
2087	1998	1998. New stenolaematous bryozoans from the Paleocene of Kazakhstan [in Russian]. Paleontologicheskii Zhurnal. 3: 47-53.
2088	1998	1998. New Stenolaematous Bryozoa from the Paleocene of Kazakhstan. Paleontological Journal. 32: 260-268.
2089	1993	1993. Evolutionary changes of marine bryozoans and critical situations in the Phanerozoic. Paleontologicheskii Zhurnal. 1993: 49-55.
2090	1988	1988. A revision of the system of higher taxa of the phylum Bryozoa. Paleontologicheskii Zhurnal. 1988: 10-21.
2091	1999	1999. The earliest uncalcified bryozoan from the Ordovician in the vicinity of Saint-Petersburg [in Russian]. Paleontologicheskii Zhurnal. 1999: 26-29.
2115	1990	1990. On bryozoan statoblasts in the Mid-Volga Basin plankton [in Russian]. Vestnik Zoologii. 1990: 65-66.
2133	1948	1948. Adenochrome-like pigment of the Polyzoa Bugula neritina (L.). Proceedings of the Society for Experimental Biology and Medicine. 68: 531-533.
2134	1948	1948. Biocromos (pigmentos) de invertebrados marinhos. I. Briozoarios. Memorias do Instituto Oswaldo Cruz. 46: 459-471.
2137	1971	1971. Bryozoa, in Port Phillip Bay Survey, 2. Memoirs of the National Museum of Victoria. 32: 65-81.
2138	1964	1964. A preliminary report on the Polyzoa collection in the National Museum of Victoria. Memoirs of the National Museum of Victoria. 26: 167-199.
2139	1958	1958. Bryozoa of Tristan da Cunha. Res. Norweg. Sci. Exp. Trist. da Cunha 1937-1938. No. 44: 1-17.
2140	1952	1952. Antarctic Bryozoa. Scientific Results of the Norwegian Antarctic Expeditions, 1927-1928. 34: 1-15.
2141	1969	1969. Colonizzazione sperimentale di acque umbre con statoblasti di briozoi. Boll. Zool.. 36: 358-359.
2142	1968	1968. Note su Plumatella casmiana Oka (Bryozoa). Riv. Idrobiol.. 7: 421-468.
2143	1991	1991. Relationship between radular morphology and food in the Doridina (Mollusca: Nudibranchia). Malacologia. 32: 211-217.
2144	1874	1874. The invertebrate animals of Vineyard Sound and adjacent waters.  Bryozoa. Report of the Commissioner of Fish and Fisheries for 1871-2. : 704-714, 747.
2152	1996	1996. Temporal patterns of clonality and parasitism in population of freshwater bryozoans. Proceedings of the Royal Society London Series B. 263: 1313-1318.
2153	1963	1963. The influence of temperature and salinity on ciliary activity of gill tissues of molluscs from North Carolina. Comp. Biochem. Physiol.. 8: 271-285.
2154	1970	1970. Adaptive versatility and skeleton construction. American Naturalist. 104: 253-259.
2155	1998	1998. High-latitude pelmatozoan-bryozoan mud-mounds from the Late Ordovician northern Gondwana platform. Geological Journal. 33: 121-140.
2156	1995	1995. A contribution to the knowledge of the freshwater Bryozoa of Slovenia [in Slovak]. Bioloski Vestnik. 40: 83-88.
2157	1969	1968 [1969]. I ciottoli inclusi nelle arenarie Tortoniane di Ranchio (Forli). G. Geol.. 36: 185-202.
2160	1990	1990. Eine Bryozoenfaunula aus dem Tertiär der Turkei. Documenta Naturae. 59: 197-206.
2161	1990	1990. Eine Bryozoenfaunula aus dem Tertiar der Turkei. Documenta Naturae. 59: 34-42.
2162	1993	1993. Glessit, ein tertiäres Harz Angiospermen der Familie Burseraceae. N. Jb. Geol. Paläont. Abh.. 187: 299-324.
2163	1993	1993. Chemofossilien. Labor Direct. 1: 1-8.
2164	1991	1991. Palaeovegetational devolopment in Europe: Chemofossils from "Baltic Amber". Proceedings of the Pan-European Palaeobotanical Conference. 19: 423-427.
2165	1989	1989. Bryozoen aus dem Badenien (Mittelmiozän) von Weissenwegg bei Wildon (Steiermark). Annalen des naturhistorischen Museums in Wien. 90: 83-102.
2166	1988	1988. Filicrisia geniculata (Milne-Edwards, 1838)-Crisiidae, Cyclostomata, Bryozoa - aus dem Kalktertiar (Oberoligozan-Untermiozan) des Mainzer Beckens. Geologisches Jahbuch. 110: 359-369.
2167	1987	1987. Fossilien in Volksglauben und Alltag. Schriften des Vereines zur Verbreitung naturwissenchaftlicher Kenntnisse in Wien. 126: 193-252.
2168	1984	1984. Bryozoen im "prä-aquitanen" Tertiär des Mainzer Beckens. Mainzer Geowissenschaftliche Mitteilungen. 13: 233-236.
2169	1984	1984. A littoral bryozoan assemblage from the Korytnica Clays (Middle Miocene: Holy Cross Mountains, Central Poland). Acta Geologica Polonica. 34: 223-237.
2170	1984	1984. Bernstine - die Tier- und Pflanzenwelt fossiler Harze. Schriften des Vereines zur Verbreitung naturwissenchaftlicher Kenntnisse in Wien. 122: 67-96.
2171	1984	1984. „Reich an armen Fundstellen“: Übersicht über die fossilen Harze Österreichs. Bernstein-Neuigkeiten, Stuttgarter Beitr.z. Naturkunde. 18: 9-14.
2172	1983	1983. Bryozoen aus dem Unteren Meeressand (Mitteloligozän) von Eckselheim (Mainzer Becken, Bundesrepublik Deutschland). Mainzer Naturwissenschaftliches Archiv. 21: 67-123.
2173	1980	1980. Tropische Faunenelemente in den Bryozoenfaunen des Badenien (Mittelmiozän) des Zentralen Paratethys. Sitzungberichte öst Akad Wiss. 189: 49-63.
2174	1979	1979. Die Bryozoenfaunen des österreichischen Tertiärs. Neues Jahrbuch für Geologie und Paläontologie Abhandlungen. 157: 366-392.
2175	1978	1978. Sphaerogypsina Galloway, 1933 (Foraminiferida) - von Reuss (1848) also Bryozoe (Ceriopora giobulus) and als Koralle (Chaetetes pygmaeus) beschrieben. Neues Jahrbuch für Geologie und Paläontologie Monatshefte. 1978: 741-746.
2176	1978	1978. Bryozoen aus dem Paleozän von Michelstetten (Waschbergzone, Niederösterreich). Verhandlungen geol. Bundesanst., Wien. 1978: 97-108.
2177	1978	1978. Die Frondiporidae (Cyclostomata, Bryozoa) des österreichischen Neogens. Annalen des naturhistorischen Museums in Wien. 81: 237-252.
2178	1978	1978. Bobiesopora n.g. - eine neue Gattung der Cyclostomata (Bryozoa) aus dem österreichischen Neogen. Annalen des naturhistorischen Museums in Wien. 81: 229-235.
2179	1977	1977. Bryozoa tertiaria. Catalogus fossilium Austriae. Heft Vb/3: 1-210.
2180	1974	1974. Cyclostome Bryozoen aus dem Badenien (Mittle miozän) van Baden bei Wien (Niederosterreich). Neues Jahrbuch für Geologie und Paläontologie Abhandlungen. 147: 343-375.
2185	1984	1984. Sciaphilous sessile communities of coral reefs in the Tuléar vicinity, S. W. of Madagascar: an overview. Oceanis. 10: 51-83.
2186	1977	1977. Cryptic sessile communities in various coral formations on reef flats on the vicinity of Tulear (Madagascar). Proc 3rd Int Coral Reef Symp. 1: 95-100.
2187	1974	1974. The overhangs, tunnels and dark reef galleries Tulear (Madagascar) and their sessile invertebrate communities. Proceedings int. Coral Reef Symp. 2: 143-159.
2188	1964	1964. Contribution à l'étude bionomique des peuplements sciaphiles infralittoraux de substat dur dans les récifs de Tuléar (Madagascar). Recl. Trav. Stn. mar. Endoume, Fasc. hors Sér. Suppl.. No. 2: 1-77.
2189	1968	1968. Studies of phytoplankton ecology in tropical and subtropical environments of the Atlantic Ocean. Pt. 2: Quantitative studies of phytoplankton distribution in the Straits of Florida and its relation to physical factors.. Bull. Mar. Sci.. 18: 5-60.
2190	1917	1917. Die niedere Tierwelt des Frischen Haffs.. S. B. Ges. naturf. Fr. Berl.. : 113-147.
