ARTICLE-ID	YEAR	ARTICLE-TEXT
2054	1964	1964. A bryozoan fauna of Dano-Montian age from Boryszew and Sochaczew in Central Poland. Acta Palaeontologica Polonica. 9: 419-498.
2055	1960	1960. Zur Frage der stratigraphischen Selbständigkeit der Danienstufe. Rep Int Geol Conf Copenhagen. 21: 199-209.
2056	1960	1960. Sur les différents stades de l'astogénèse de certains Bryozoaires cheilostomes. Bulletin de la Societé géologique de France. (7) 1: 697-704.
2057	1959	1959. Die ökologische Bedeutung der Hartgründe ("Hardgrounds") in der obren Kreide. Paläontologische Zeitschrift. 33: 129-147.
2058	1959	1959. Über Fissuricella n.g. (Bryozoa foss.). Neues Jahrbuch für Geologie und Paläontologie Abhandlungen. 108: 260-269.
2059	1959	1959. La signification stratigraphique des Bryozoaires dans le crétacé supérieur. Congr Soc sav. 84: 701-707.
2060	1959	1959. Revision der von F. von Hagenow 1838-50 der Schreibkreide von Rügen veröffentlichten Bryozoen. Beiheft Z Geologie. Jahrg.8: 1-80.
2061	1957	1957. Harmeriella? cretacea n.sp., ein fragliches parasitisches Bryozoon aus der Schreibkreide van Rügen. Senckenbergiana lethaea. 38: 345-357.
2062	1957	1957. Bryozoen aus dem Kreidetuff von St. Symphorien bei Ciply (Ob. Maastrichtien). Bulletin de l'Institut royal des Sciences naturelles de Belgique. 33: 1-48.
2063	1956	1956. Untersuchungen über Coscinopleura Marss. (Bryoz. foss.) und verwandte Gattungen. Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg. 25: 26-75.
2064	1956	1956. Der Nachweis des Phytals durch Epizoen als Kriterium der Tiefe vorzeitlicher Meer. Geol. Rundschau. 45: 97-119.
2065	1955	1955. Artspezifischer Parachorismus (?) von Serpuliden in Kreidebryozoen. Paläontologische Zeitschrift. 29: 8-20.
2066	1953	1953. Revision von: H.Hamm "Die Bryozoen des Maastrichter Obersenon" (1881). Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg. 22: 32-75.
2067	1951	1951. Das Maastricht-Vorkommen von Ilten bei Hannover unde seine Fauna. Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg. 20: 15-109.
2068	1949	1949. Cheilostome Bryozoen aus der Quadratenkreide Nordwestdeutschlands. Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg. 19: 1-49.
2069	1942	1942. Kreidebryozoen aus New Jersey (U.S.A.) unter A.E.Reuss' Originalen zu seiner Monographie der Bryozoen und Foraminiferen des Unteren Pläners (1872) und H.B.Geinitz Das Elbtalgebirge in Sachsen. Zeitschrift der Deutsche geologischen Gesellschaft. 94: 326-338.
2070	1939	1939. Über die Dornenspezialisation bei cheilostomen Bryozoen und die Nichtumkehrbarkeit der Entwicklung. Paläontologische Zeitschrift. 21: 87-107.
2071	1932	1932. Die Lithogenese der Flach- und Tiefwassersedimente des jüngeren Oberkreidemeeres. Jahrb Halles Verband Erforsch mitteld Bodenschät. 8: 3-162.
2072	1932	1932. Bryozoa (Paläontologie). Handb naturw 2 Auffl Jena. 2: 280-286.
2073	1930	1930. Die Bryozoengattung Diplosolen in der Schreibkreide von Rügen. Mitt naturw Ver Greifswald. 52-56: 68-74.
2074	1930	1930. Morphologische und stratigraphische Untersuchungen über die Bryozoenfauna der oberen Kreide, I. Die cheilostomen Bryozoen der jüngere Oberkreide in Nordwestdeutschlands. Ber Kaiserl Leopoldina Deutsch Akad d Naturforscher zu Halle. 6: 379-579.
2075	1929	1929. Über fossile Bryozoen und ihr Vorkommen in heimischen Diluvialgeschieben. Ber naturw Ver Dessau. 1: 25-26.
2076	1928	1928. Neue artikulierte cheilostome Bryozoen aus einem Kreidegeschiebe obersenonen Alters von Cöthen in Anhalt. Zs Geschiebeforsch. 4: 105-114.
2077	1928	1928. Bryozoen aus dem Gosauvorkommen am Taubensee bei Kössen in der Nordtiroler Kalkalpen. Centralbl Min Geol und Pal Abt B Stuttgart. B7: 443-448.
2078	1925	1925. Neue cribrimorphe Bryozoen aus der Familie der Pelmatoporidae in Kreidegeschieben Anhalts. Zs Geschiebeforsch. 1: 97-104.
2079	1925	1925. Über das Vorkommen von Bryozoen in Diluvial-geschieben und dir Grundzüge ihrer Systematik. Zs Geschiebeforsch. 1: 13-28.
2080	1924	1924. Über neue Bryozoen aus Danien-Geschieben Anhalts. Paläontologische Zeitschrift. 6: 3-13.
2081	1924	1924. Über eine ctenostome Bryozoe aus dem Granulatensenon von Gr. Bülten bei Peine. Paläontologische Zeitschrift. 6: 1-2.
2082	1923	1923. Über einige neue und wenig bekannte Bryozoen der Gattung Floridina aus dem Danien von Faxe. Medd Dansk Geol Foren. 6: 1-9.
3910	1892	1892. Die Koralriffe van Dar-es-Salaam und umgegend. Zoologische Jb (Syst). 6: 631-670.
3911	1890	1890. Die Japanische Bryozoenfauna. Bericht über die von Herrn Dr.L.Döderlein in Jahre 1880-81, gemachten Sammlungen. Archiv für Naturgeschichte. 54: 1-74.
1253	1989	1989. Les Bryozoaires messiniens du bassin de Mellilla (N.E. Maroc) et leur signification biostratigraphique, paléogéographique et paléoécologique. Geologie Mediterraneene. 15: 105-121.
6699	1987	1987. Bryozoaires nouveaux du Messinien de Mellilla (Maroc nord-oriental). Geobios. 20: 687-694.
4456	1963	1963. The bryozoan genus Polypora M'Coy. Palaeontology. 6: 166-171.
4457	1962	1962. Some Wenlock fenestrate Bryozoa. Palaeontology. 5: 540-549.
4458	1961	1961. Type specimens of the genus Fenestella from the Lower Carboniferous of Great Britain. Palaeontology. 4: 221-242.
4459	1961	1961. New Irish Tournaisian fenestellids. Geological Magazine. 98: 493-500.
4461	1961	1961. Distribution and food of the nudibranchiate mollusca of the South of the Isle of Man. J. Anim. Ecol.. 30: 95-116.
4463	1946	1946. Toxic effects of copper on attachment and growth of Bugula neritina. Biological Bulletin. 90: 122-140.
4464	1986	1986. Depositional environments and sequences, 'Pleurodictyum zone' Ludlowville Formation of western New York. NEW YORK STATE MUSEUM AND SCIENCE SERVICE BULLETIN No. 457: 57-77.
4465	1955	1955. Raymond Carroll Osburn, Obituary. Annals of the Entomological Society of America. 48: 422.
1104	1984	1984. Paleoecology of Ordovician Bryozoa. Paleontological Contributions from the University of Oslo. 295: 137-144.
1316	1965	1965. Homotrypa and Amplexopora? from the Caradoc Series, Shropshire. Paleontology. 8: 5-10.
3205	1991	1991. Lower/Middle Ordovician bryozoans from the Oil Creek Formation, Arbuckle Mountains, Oklahoma (U.S.A.). BULLETIN DE LA SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE MEMOIRE HORS DE SERIE No. 1: 383-390.
3206	1988	1988. New chaetetiform trepostome Bryozoa from the Upper Mississippian of the western United States. Palaeontology. 31: 551-566.
3207	1984	1984. Biostratigraphic distribution of Carboniferous Bryozoa. Congres International De Stratigraphie Et De Geologie Du Carbonifere Compte Rendu. 9: 19-32.
3208	1982	1982. Ectoproct bryozoans. Publs int Un geol Sci. 12: 27.
3209	1981	1981. Biogeography of Carboniferous ectoproct Bryozoa. Palaeontology. 24: 313-341.
3210	1979	1979. Permian ectoprocts in space and time. Proceedings Of The Annual Biology Colloquium. 37: 259-276.
3211	1978	1978. Biogeography of Permian ectoproct Bryozoa. Palaeontology. 21: 341-356.
3212	1977	1977. Microarchitecture of body wall of extant cyclostome ectoprocts. American Zoologist. 17: 93-105.
3213	1976	1976. Body wall ultrastructure of living cyclostome ectoprocts. Journal of Paleontology. 50: 350-353.
3214	1974	1974. Reef associated Ectoprocta from central region, Great Barrier Reef. Proceedings int. Coral Reef Symp. 2: 349-352.
3215	1972	1972. Paleoecology of Middle Ordovician ectoproct assemblages. International geol. Cong.. 24: 96-102.
3216	1971	1971. Calopora Hall, 1851 (Bryozoa): proposal to place on the Official List of Generic Names. Bulletin of zoological Nomenclature. 28: 156-157.
3217	1970	1970. Keys to Recent cyclostome Ectoprocta of marine waters of northwest Washington. Northwest Science. 44: 154-169.
3218	1970	1970. Distribution, paleoecology, and correlation of Champlainian Ectoprocta (Bryozoa), New York State, Part III. Journal of Paleontology. 44: 346-382.
3219	1967	1967. Evolution of ectoproct genus Prasopora in Trentonian time (Middle Ordovician) in northern and central United States. Journal of Paleontology. 41: 403-416.
3220	1966	1966. Nomenclature Note: Stictopora Hall 1847 (Ectoprocta, Cryptostomata), a Valid Name. Journal of Paleontology. 40: 1400-1401.
3221	1966	1966. Early Ordovician Ectoproct from Oklahoma. Oklahoma Geology Notes. 26: 218-224.
3222	1964	1964. Champlainian Cryptostome Bryozoa from New York State. Journal of Paleontology. 38: 1-32.
3223	1964	1964. Morphology and phylogeny of early Ectoprocta (Bryozoa). Bulletin of the geological society of America. 75: 927-948.
3224	1963	1963. Trepostome Bryozoa from the Caradoc Series, Shropshire. Palaeontology. 6: 1-11.
3225	1963	1963. Lower Permian Bryozoa from Western Australia. Palaeontology. 6: 70-82.
3226	1963	1963. Ordovician Cryptostome Bryozoa, Standard Chazyan Series, New York and Vermont. Geological Society of America Bulletin. 74: 577-608.
3227	1961	1961. Ordovician, Silurian and Devonian Bryozoa of Australia. Bureau of Mineral Resources, Bulletin. 50: 1-172.
3228	1969	1969. Champlainian (Ordovician) Ectoprocta (Bryozoa), New York State, Part II. Journal of Paleontology. 43: 35-49.
3229	1967	1967. Champlainian Ectoprocta (Bryozoa), New York State. Journal of Paleontology. 41: 632-648.
3230	1966	1966. The fauna of the Portrane Limestone, IV, Polyzoa. Bulletin of the British Museum (Natural History) (Geology). 12: 109-135.
3231	1963	1963. Chazyan (Ordovician) leptotrypellid and atactotoechid Bryozoa. Palaeontology. 5: 727-739.
3232	1963	1963. The bryozoan trepostome Batostoma in Chazyan (Ordovician) strata. Journal of Paleontology. 37: 857-866.
3233	1963	1963. New Ordovician species of Chazyan trepostome and cryptosotme Bryozoa. Journal of Paleontology. 37: 57-63.
3234	1963	1963. Constellaria from the Chazyan (Ordovician), Isle La Motte, Vermont. Journal of Paleontology. 37: 51-56.
3235	1962	1962. Early species of the bryozoan Phaenopora from the Caradoc Series, Shropshire. Palaeontology. 5: 52-58.
1260	1968	1968. Briozoi mesomiocenici di Punta Sa Calada Bianca (Sardegna meridionale). Giornale di Geologia. 35: 83-94.
8383	1968	1968. Status of the bryozoological studies and collections in Italy. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano. 108: 247-257.
8384	1968	1968. Problems of methodology in studying and describing Bryozoa. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano. 108: 237-240.
8385	1968	1968. Conference Chairman Address. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano. 180: 5-6.
8386	1968	1968. Paleontological and stratigraphical research carried out by AGIP direzione mineraria paleontological laboratory. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano. 108: 1-27.
8387	1968	1968. Proceedings of the First International Conference on Bryozoa. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano. 108: 4-377.
8388	1966	1966. I briozoi del Pliocene superiore di Capocollo (collezione Zangheri). Mem Mus Civ St natur Verona. 14: 101-175.
8389	1963	1963. Antozoi e Briozoi nelle argille calabriane di Venosa (Potenza). Geol Romana. 2: 215-278.
3578	1971	1971. The marine Bryozoa near the Panama Canal. Bulletin of Marine Science. 21: 766-778.
3579	1970	1970. Schizoporella unicornis - an alien bryozoan introduced into the Strait of Georgia. Journal of the Fisheries Research Board of Canada. 27: 1847-1853.
3580	1969	1969. The occurrence of Melicerita angustiloba Tenison-Woods (Bryozoa - Cellariidae) in New Zealand offshore waters. Transactions of the Royal Society of New Zealand (Biological Sciences). 11: 201-204.
3581	1969	1969. Indo-Pacific Bryozoa new to the Mediterranean coast of Israel. Israel Journal of Zoology. 18: 157-168.
3582	1969	1969. A check-list of Indo-Pacific Bryozoa in the Red Sea. Israel Journal of Zoology. 18: 357-362.
3583	1968	1968. Early astogeny in Hippopodina feegeensis (Busk) (Polyzoa-Ascophora). Nat mus Canada Bull. 223: 1-4.
3584	1968	1968. Bryozoa (Polyzoa) of Arctic Canada. Journal of the Fisheries Research Board of Canada. 25: 2269-2320.
3585	1968	1968. Studies on Bryozoa (Polyzoa) of the Bay of Fundy region.  II.  Bryozoa from fifty fathoms, Bay of Fundy (I). Cahiers de Biologie Marine. 9: 247-259.
3586	1967	1967. Polyzoa (Bryozoa) - Ascophora - from north New Zealand. Discovery Reports. 34: 199-393.
3587	1967	1967. Bryozoa (Polyzoa) from the South Red Sea. Cahiers de Biologie Marine. 8: 161-183.
3588	1967	1967. Sexual dwarfism in Cribrilina annulata (Cribrilinidae-Bryzoa). Journal Fisheries Research Board of Canada. 24: 1905-1910.
3589	1967	1967. Figularia  quaylei: a new Bryozoan from the Northeast Pacific. Journal Fisheries Research Board of Canada. 24: 2003-2005.
3590	1966	1966. Studies on Polyzoa (Bryozoa) from the Endeavour Expedition, 1909-1914. I. A new lunulitiform Polyzoan (Ascophora) from south-east Australia. II. Colony formation in Selenaria nitida Maplestone. Records of the Australian Museum. 27: 17-32.
3591	1966	1966. Note on the relationship between kenozooecia and avicularia in some Cribrilinidae (Polyzoa). Transactions of the Royal Society of New Zealand. 7: 155-158.
1527	1993	1993. The bryozoans. Monografies De La Societat D'Historia Natural De Les Balears. 2: 561-577.
1528	1986	1986. Fauna dels Briozous dels Països Catalans. Institut d'Estudis Catalans, Arxius de la Secció de Ciéncies, Barcelona. 84: 1-836.
3033	1976	1976. Ultrastructural clues to skeletal development in cheilostome bryozoa. Stockholm Contr Geol. 30: 1-14.
3034	1975	1975. Bryozoan diagenesis: bearing on the nature of the original skeleton of rugose corals. Journal of Paleontology. 49: 587-606.
3035	1971	1971. Scanning electron microscopy of cheilostome bryozoan skeletons; techniques and preliminary observations. Micropaleontology. 17: 129-151.
5352	1983	1983. Leonard and Wolfcamp Series of Sierra Diablo, Texas. Publications Of The Society Of Economic Paleontologists And Mineralogists Permian Basin Section. 22: 80-96.
1103	1872	1872. The Cretaceous fauna of southern India. The Ciliopoda. Palaeontologia Indica. 4: 1-34.
1399	1862	1862. Oligocäne Bryozoen van Latdorf in Bernburg. Sitzungberichte der kaiserlichen Akademie der Wissenschaften, Wien. 45, Abt. 1: 71-94.
2568	1869	1869. On the anatomy of Sagartia schilleriana and Membranipora bengalensis, a new coral and a bryozoon living in brackish water at Port Canning. J. Asiat. Soc. Beng. 38: 28-63.
2569	1869	1869. On the anatomy of Sagartia schilleriana and Membranipora bengalensis, a new coral and Bryozoan living in brackish water at Port Canning. Journal, Asiatic Society, Bengal. 138: 28-29, 54-63.
7266	1922	1922. Nota preventiva sui Briozoi fossili di Altavilla in provincia di Palermo.. Boll. Soc. Sc. nat. econ. Palermo. 1919-1921: 38-47.
7267	1921	1921. I briozoi Pliocenici di Altavilla presso Palermo. Giornale Scienze Naturali ed Economiche, Palermo. 32: 163-337.
7268	1920	1920. Nota preventiva sui Bryozoi fossili di Alta Villa (Palerme). Bolletino della Societa di Scienze Naturali ed Economiche. : 1-12.
1261	1872	1872. On some remarkable forms of animal life from the great deeps off the Norwegian coast. I. Partly from the posthumous manuscripts of the late Professor Michael Sars. Univ Prog. 1869: 82pp.
1304	1851	1851. Beretning om en i sommeren 1849 fortagen zoologisk Reise i Lofoten og Finnmarken. Nyt Mag Naturvidensk. 6: 191-212.
3026	1873	1873. Om en hidtil lidet kjendt maerkelig slaegstype of Polyzoer. Forhandl. Vielensk. Selsk. Christiania. 15: 386-400.
1303	1840	1840. Additions to the Fauna of Ireland. Annals and Magazine of Natural History. (1) 5: 245-257.
2351	1859	1859. Zoophytology. Quarterly journal of microscopical science. 7: 143-154.
2352	1858	1858. On new Genera and Species of Polyzoa in the collection of Professor W.H.Harvey, Trinity College, Dublin. Part 1. Proceedings of the Dublin University Zoological and Botanical Association. 1: 77-93.
2353	1858	1858. On new Genera and Species of Polyzoa in the collection of Professor W.H.Harvey. Natural History Review and Quarterly Journal of Science. 5: 134-147.
2354	1852	1852. Notes on some Scotch Zoophytes and Polyzoa. Annals and Magazine of Natural History. (2)9: 403-404.
1001	1974	1974. Lunulites (Heteractis) barbosae - nouvelle espece de bryozoaires lunulitiformes (Bryozoa, Cheilostomata) du Paléocène du Nord-Est du Brézil. Annales de Paléontologie. 60: 191-201.
1005	1938	1938. Erster Fund von Bryozoen in dem karpathischen Rhät. Centralbl Min Geol und Pal Abt B Stuttgart. B7: 262-264.
1346	1939	1939. Eine neue bryozoenart aus dem Böhmischen Ordovicium. Bull Internat Acad Tchèque Sci. 40: 195.
1358	1935	1935. Über Gattung Lemmatopora Pocta. Centralbl Min Geol und Pal Abt B Stuttgart. Jahr. 1935: 40-45.
1396	1938	1938. Spodnoturonské Mechovky z Predboje (Cechy). Rozpr. St. geol. Ust.. 8: 1-71.
3559	1956	1956. On the genus Chasmatoporella Nekhoroschev in the Bohemian Ordovician (Bryozoa). Casop Narodn Musea Odd prirodoved. 125: 139-141.
3560	1940	1940. Note préliminaire sur les Bryozoaires ordoviciens de la Montagne Noir. Vestnik Karlowske Ceske Spol Nauk. 1939: 2.
3561	1940	1940. Some Ordovician and Silurian Bryozoa from the Montagne Noire (Languedoc) [in Czech]. Acta Musei Nat, Prague. 2b: 81-106.
3562	1939	1939. Further note on the Carboniferous Bryozoa from Dobsina (Slovakia). Mem Soc Sci Boheme. 24: 1-5.
3563	1939	1939. Sur les Bryozoaires siluriens de la Montagne Noire. Comptes rendus de l'Academie des Sciences Serie IIA Sciences de la Terre et des Planetes. 208: 1415-1416.
3564	1938	1938. Revision of the Bohemian Paleozoic Reptariidae (Bryozoa). Sbornik Národního Musea v Praze. 1B: 73-84.
3565	1938	1938. Lower Turonian Bryozoa from Predboj (Bohemia). Rozpr Stat Geol Ceskosl Rpe Praha. 8: 1-36.
3566	1936	1936. O novych mechovkach z vapencu branickych gà (New cyclostomatous Bryozoa from the Branik Limestone ga[alpha]). Rozpr Ceska Akad Ved Rada Mat Prir Ved. 45: 1-12.
3567	1935	1935. O mechovkach dobsinskeho karbonu. Rozpr Ceska Akad Ved Rada Mat Prir Ved. 44: 1-21.
3568	1935	1935. New cyclostomatous Bryozoa from the Branik Limestone ga[alpha]. Bull int Acad Prague. 36: 97-106.
3569	1934	1934. Carboniferous Bryozoa from Dobsina (Slovakia). Bull int Acad Prague. 35: 225-241.
3570	1933	1933. Contribution to the knowledge of the Trepostomata from the Devonian of Bohemia. Stathiho Geol Ustavu CSI. Rocn.9, Cislo 1: 1-8.
3571	1933	1933. On the genus Polyteichus Pocta. Ceska spol nauk Vest. 1932: 1-14.
3572	1932	1932. Some Bryozoa from the Liten Beds La[alpha]  (Gothlandien). Stathiho Geol Ustavu CSI. Rept 8: 270-273.
1007	2004	2004. Petraliellidae Harmer, 1957 (Bryozoa: Cheilostomata) from Queensland, Australia. Systematics and Biodiversity. 2: 319-339.
1008	2002	2002. Determinatie en verspreiding van Tricellaria inopinata d'Hondt & Occhipinti Ambrogi (Bryozoa, Cheilostomatida), een recente immigrant uit her noorden van de Stille Oceaan. Zeepaard. 62: 73-88.
6998	2001	2001. Hypophorella expansa Ehlers, 1876 een algemeen mosdiertje in aangespoelde kokers van de perkamentkokervorm Chaetopterus variopedatus. Strandvlo. 21: 102-104.
6999	2001	2001. Mosdiertjes (Bryozoa) van Northumberland, SWG-reis april 2000. Strandvlo. 21: 13-35.
7000	2000	2000. Mosdiertjes gevonden tijdens de SWG-reis naar Bretagne 1999. Strandvlo. 20: 58-72.
1009	1999	1999. El genero Crisidia Milne-Edwards 1838 (Bryozoa Cyclostomatida) en aguas antarcticas con la descripcion de una especie nueva. Boletin de la Sociedad de biologia de Concepción. 70: 55-59.
1012	1986	1986. Bryozoa marinos chilenos VI. Cheilostomata Hippothoidae: South eastern Pacific species. Boletin de la Sociedad de biologia de Concepción. 57: 89-135.
1010	1996	1996. Introduzione di specie alloctone in Laguna di Venezia: Celleporella carolinensis Ryland, 1979 (Bryozoa: Ascophora). Bollettino del Museo Civico di Storia Naturale di Venezia. 46: 53-61.
4004	1995	1995. A recent introduction of a bryozoan species in the Lagoon of Venice: Celleporella carolinensis Ryland, 1979. Bollettino Del Museo Civico Di Storia Naturale Di Venezia. 46: 53-61.
1014	1985	1985. Upper Ordovician bryozoans from Ojl Myr, Gotland, Sweden. Bulletin of the Geological Institutions of the University of Uppsala. 10: 1-65.
2620	2002	2002. Silurian bryozoans from Gotland fossilized in galena and sphalerite. Geologiska Föreningens i Stockholm Förhandlingar. 124: 27-33.
2621	2002	2002. Comments on the proposed conservation of the specific names of Dianulites petropolitana Dybowski, 1877 and Diplotrypa petropolitana Nicholson, 1879 (Bryozoa). Bulletin of Zoological Nomenclature. 59: 40-42.
2622	1984	1984. Epifauna as a tool in autecological analysis of Silurian brachiopods. SPECIAL PAPERS IN PALAEONTOLOGY No. 32: 225-235.
2623	1982	1982. Ordovician bryozoan faunas. Paleontological Contributions from the University of Oslo. 280: 49.
2624	1982	1982. Silurian Bryozoa of the Oslo region. Paleontological Contributions from the University of Oslo. 278: 55-62.
2625	1963	1963. Some silicified Ordovician fossils from South Wales. Palaeontology. 6: 254-263.
2626	1963	1963. A redescription of the type species of the genus Crepipora. Journal of Paleontology. 37: 64-68.
2627	1957	1957. A redescription of some type specimens of British Ordovician Bryozoa. Geological Magazine. 94: 364-376.
1015	1984	1984. Middle Miocene (Badenian) free-living bryozoans from the Vienna Basin. Annalen des naturhistorischen Museums in Wien. 86: 13-40.
8219	1984	1984. New data on the Korytnica Basin, its organic communities and ecological relationships between species (Middle Miocene; Holy Cross Mountains, central Poland). Acta Geologica Polonica. 34: 179-191.
8220	1984	1984. Free-living bryozoans from the Korytnica Clays (Middle Miocene; Holy Cross Mountains, central Poland). Acta Geologica Polonica. 34: 239-251.
8221	1979	1979. Additional data on the organic communities and facies development of the Korytnica Basin (Middle Miocene, Holy Cross Mountains, central Poland). Acta Geologica Polonica. 29: 225-238.
8222	1979	1979. Boring ctenostomate bryozoans from the Korytnica Clays (Middle Miocene: Holy Cross Mountains, central Poland). Acta Geologica Polonica. 29: 243-252.
8223	1977	1977. The colony regeneration and life habitat of free-living bryozoans, Cupuladria canariensis (Busk) and C. haidingeri (Reuss) from the Korytnica Clays (Middle Miocene): Holy Cross Mountains, Poland. Acta Geologica Polonica. 27: 143-156.
1017	1981	1981. La tranchee de la Lezais: Emsien Superieur du Massif Armoricain. Sedimentologie, paleontologie, stratigraphie. Les bryozoaires. Memoires de la Societe Geologique et Mineralogique de Bretagne. 24: 109-134.
8002	1991	1991. Peculiar structures different from typical skeleton material in Devonian Bryozoa: possible relations to the polypide life cycle. Bulletin de la Societe des Sciences Naturelles de l'Ouest de la France Memoire Hors de Serie. 1: 25-38.
8003	1989	1989. Devonian Bryozoa and global events: the Frasnian/Famennian extinction. Canadian Society of Petroleum Geologists Memoir. 14: 53-62.
8004	1988	1988. Bryozoaires du Givetien et du Frasnien de Ferques (Boulonnais - France). Biostratigraphie du Paleozoique. 7: 297-323.
8005	1986	1986. Bryozoaires. Biostratigraphie du Paleozoique. 3: 63-84.
8006	1986	1986. Les bryozoaires dans les communautes benthiques actuelles et fossiles. Bulletin du Museum National D'Histoire Naturelle, Section C: Sciences de la Terre. Paleontologie Geologie Mineralogie. 8: 195-217.
8007	1982	1982. Bryozoaires tubulaires paléozoïques et actuels: morphologie et microstructure squelettiques (Trepostomida, Cyclostomida). Bulletin de la Société zoologique de France. 107: 297-306.
8008	1981	1981. Fénestellides paléozoïques et Rétéporides actuels (Bryozoaires). Convergence morphologique et analogie écologique. Annales de Paléontologie. 67: 59-80.
8009	1980	1980. Bryozoaires et environnement récifal dans le Dévonien français. Acta Palaeontologica Polonica. 25: 645-654.
8010	1979	1979. Relations Bryozoaires - faciès dans les formations dévoniennes de Ferques (Boulonnais, France). Ann Soc geol Nord, Lille. 98 (1978): 359-366.
8011	1976	1976. Les schistes et calcaires éodévoniens de Saint-Céneré (Massif Armoricain, France). Sédimentologie, paléontologie, stratigraphie. Les bryozoaires. Memoires Soc. geol. mine. Bretagne. 19: 227-248.
8012	1972	1972. Presence de Ptilopora aff. bohemica (bryozoaire cyclostome) dans le devonién du sud-est du Massif armoricain. Bull Soc Etud scient Anjou. 8: 15-22.
8013	1987	1987. Bryozoaires du Givetien et du Frasnien de Ferques. Biostratigraphie du Paleozoique. 7: 297-322.
8014	1986	1986. Les Bryozoaires dans les communautés benthiques actuelles et fossiles. Bulletin du Muséum national d'histoire naturelle. 8: 195-218.
8015	1980	1980. Les bryozoaires. Memoires de la Societe Geologique et Mineralogique de Bretagne. 23: 181-193.
8016	1979	1979. Microstructure of the main types of Devonian Bryozoa from the Ferques area, Boulonnais, northern France. Systematics Association Special. : 153-177.
8017	1978	1978. Relations bryozoaires-facies dans les formations devoniennes de Ferques (Boulonnais, France). Annales de la Societe Geologique du Nord. 98: 359-366.
8018	1977	1977. Morphologie et microstructure du squelette de bryozo-aires au microscope electronique a balayage: exemples fossiles et actuels. Travaux du Laboratoire de Micropaleontogie. 7: 189-216.
8019	1972	1972. Presence d' Utropora aff. nobilis (bryozoaire cryptostome) dans le Devonien du sud-est du Massif Armoricain. Bulletin de la Societé géologique de France. 14: 315-319.
8020	1970	1970. Les bryozoaires du calcaire d'Erbray (Loire-Atlantique, Dévonien inférieur) : premiers résultats d'une révision.. Compte Rendu Sommaire des Seances de la Societe Geologique de France. 1970: 324-325.
1020	1980	1980. A propos d'un échantillon de Conopeum commensale (Kirkpatrick & Metzelaar, 1922) (Bryozoa, Cheilostomata) trouvé dans un site archéologique mauritanien. Bulletin de l'Institut fondamental d'Afrique Noire. 40: 423-427.
4404	1978	1978. A propos d'un echantillon de Conopeum commensale (Kirkpatrick & Metzelaar, 1922) (Bryozoa, Cheilostomata) trouve dans un site archeologique mauritanien. Bulletin De L'Institut Fondamental D'Afrique Noire Serie A Sciences Naturelles. 40: 423-427.
1021	1992	1992. Holocene Cheilostomata (Bryozoa) from the Zengmu Ansha Atoll, South China Sea. Nanhai Studia Marina Sinica = Nan-Hai Hai Yang Ko Hsueh Chi Kan. 10: 92-112.
4950	1988	1988. Several Holocene new species of Cyclostomata (Bryozoa) from the Zengmu Ansha waters, South China Sea. Tropic Oceanology. 7: 88-93.
1022	1974	1974. On the common anascan genus Electra from Visakhapatnam and its vicinity. Proceedings Indian natn. Sci. Acad. (B). 38: 220-223.
3468	1980	1980. Epizoic fauna of Thalamoporella gothica var. indica and Pherusella tubulosa (Bryozoa). Bulletin Of Marine Science. 30: 34-44.
3469	1974	1974. Some new and interesting bicellariellids (Polyzoa: Cheilostomata) from Visakhapatnam coast, Bay of Bengal. Proceedings Indian natn. Sci. Acad. (B). 38: 212-219.
1023	1959	1959. Presence de colonies de Bryozoaires dans les Salissures des coques dans le Nord de ll'Adriatique. General Fisheries Council for the Mediterranean. 5: 231-236.
1024	1952	1952. Bryozoa collected by the biological station of Oka (Arbeiten der Biologischen Oka -Station in Nishnij -Nowgorod). Trav. Sta. Biol. Oka. 3: 49-57.
8519	1959	1959. De la classification et de lee distribution géographique des Gymnolaemata des eaux continentales [in Russian].. C. R. Acad. Sci. URSS. 126: 1378-1380.
8520	1959	1959. De la classification du groupe Phylactolaemata des Bryozoaires d'eau cauce. [in Russian]. C. R. Acad. Sci. URSS. 126: 898-901.
1029	1913	1913. Die Bryozoen des schwabischen Jura. Palaeontographica. 60: 115-175.
1031	1990	1990. Does the species Erenna Bedoti (Siphonophora, Physonectae) exist?. Zoologischeskii Zhurnal. 69: 142-144.
2116	1996	1996. New fossil freshwater bryozoans from the Asiatic part of Russia and Kazakhstan. Paleontological Journal. 30: 284-292.
2117	1996	1996. New eurystomid bryozoan from the Cretaceous of Transbaikalia. Paleontologicheskii Zhurnal. 1: 115-116.
